Date,NTAPStock_Open_average,NTAPStock_Open_max,NTAPStock_Open_min,NTAPStock_Open_volatility,NTAPStock_Open_change,NTAPStock_High_average,NTAPStock_High_max,NTAPStock_High_min,NTAPStock_High_volatility,NTAPStock_High_change,NTAPStock_Low_average,NTAPStock_Low_max,NTAPStock_Low_min,NTAPStock_Low_volatility,NTAPStock_Low_change,NTAPStock_Close_average,NTAPStock_Close_max,NTAPStock_Close_min,NTAPStock_Close_volatility,NTAPStock_Close_change,NTAPStock_Volume_average,NTAPStock_Volume_max,NTAPStock_Volume_min,NTAPStock_Volume_volatility,NTAPStock_Volume_change
2016-01-03,24.932,26.16,23.46,2.6999999999999993,-2.6999999999999993,25.11,26.24,23.57,2.669999999999998,-2.669999999999998,24.372,25.81,22.93,2.879999999999999,-2.879999999999999,24.496,26.02,23.0,3.0199999999999996,-3.0199999999999996,4641901,6396001,3794238,2601763,-211017
2016-01-10,22.828,23.2,22.33,0.870000000000001,-0.870000000000001,23.152,23.43,22.51,0.9199999999999982,-0.6999999999999993,22.25,22.64,21.46,1.1799999999999997,-1.009999999999998,22.712,23.21,22.25,0.9600000000000009,-0.7300000000000004,5413983,6811255,4001286,2809969,2809969
2016-01-17,21.7475,22.56,21.17,1.389999999999997,-0.7699999999999996,22.02,22.58,21.56,1.0199999999999996,-0.4399999999999977,21.1,21.34,20.66,0.6799999999999997,0.05000000000000071,21.415,21.51,21.35,0.16000000000000014,0.060000000000002274,3923017,5330671,3072498,2258173,-2258173
2016-01-24,21.586,21.93,21.26,0.6699999999999982,0.10000000000000142,21.976,22.38,21.57,0.8099999999999987,0.8099999999999987,21.26,21.39,21.18,0.21000000000000085,0.21000000000000085,21.594,22.03,21.22,0.8100000000000023,0.7100000000000009,4311544,5272355,3262547,2009808,1861114
2016-01-31,21.970000000000002,22.57,21.69,0.879999999999999,0.879999999999999,22.49,23.15,21.9,1.25,1.1799999999999997,21.622,22.44,21.32,1.120000000000001,1.0600000000000023,22.168,22.64,21.56,1.0800000000000018,0.7800000000000011,3865002,4058157,3617802,440355,238207
2016-02-07,21.96,22.33,21.18,1.1499999999999986,-1.1499999999999986,22.438,22.87,22.04,0.8300000000000018,-0.5399999999999991,21.648,22.1,20.89,1.2100000000000009,-1.1400000000000006,22.078,22.38,21.73,0.6499999999999986,-0.46000000000000085,4517558,5544534,3523308,2021226,851561
2016-02-14,23.0425,23.91,22.08,1.8300000000000018,1.8300000000000018,23.9825,24.8,23.14,1.6600000000000001,1.6600000000000001,22.91,23.7,21.88,1.8200000000000003,1.8200000000000003,23.802500000000002,24.64,23.09,1.5500000000000007,1.5500000000000007,7117479,9829209,5391780,4437429,1906128
2016-02-21,24.791666666666668,25.13,24.14,0.9899999999999984,0.259999999999998,25.176666666666666,25.56,24.89,0.6699999999999982,-0.33000000000000185,24.498333333333335,25.13,23.88,1.25,0.259999999999998,24.86,25.13,24.32,0.8099999999999987,0.16000000000000014,4103355,4689311,2993333,1695978,-1695978
2016-02-28,25.492,26.14,25.04,1.1000000000000014,1.1000000000000014,25.864,26.37,25.14,1.2300000000000004,1.2300000000000004,25.204,25.72,24.8,0.9199999999999982,0.9199999999999982,25.628,26.07,24.84,1.2300000000000004,1.1600000000000001,3474922,4322520,2731516,1591004,101280
2016-03-06,26.19,26.62,25.77,0.8500000000000014,0.8000000000000007,26.842,27.25,26.57,0.6799999999999997,-0.17999999999999972,25.896,26.18,25.56,0.620000000000001,0.620000000000001,26.476,27.06,25.95,1.1099999999999994,0.18999999999999773,4097110,5916284,3069210,2847074,-1912438
