Date,iShares MSCI Brazil CappedEtf_Open_average,iShares MSCI Brazil CappedEtf_Open_max,iShares MSCI Brazil CappedEtf_Open_min,iShares MSCI Brazil CappedEtf_Open_volatility,iShares MSCI Brazil CappedEtf_Open_change,iShares MSCI Brazil CappedEtf_High_average,iShares MSCI Brazil CappedEtf_High_max,iShares MSCI Brazil CappedEtf_High_min,iShares MSCI Brazil CappedEtf_High_volatility,iShares MSCI Brazil CappedEtf_High_change,iShares MSCI Brazil CappedEtf_Low_average,iShares MSCI Brazil CappedEtf_Low_max,iShares MSCI Brazil CappedEtf_Low_min,iShares MSCI Brazil CappedEtf_Low_volatility,iShares MSCI Brazil CappedEtf_Low_change,iShares MSCI Brazil CappedEtf_Close_average,iShares MSCI Brazil CappedEtf_Close_max,iShares MSCI Brazil CappedEtf_Close_min,iShares MSCI Brazil CappedEtf_Close_volatility,iShares MSCI Brazil CappedEtf_Close_change
2016-11-20,33.05,33.05,33.05,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2016-11-27,31.51,31.51,31.51,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2016-12-04,32.9,32.9,32.9,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2016-12-11,31.84,31.84,31.84,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2016-12-18,32.09,32.09,32.09,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2016-12-25,33.62,33.62,33.62,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2017-01-01,35.03,35.03,35.03,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2017-01-08,35.88,35.88,35.88,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2017-01-15,36.37,36.37,36.37,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2017-01-22,37.63,37.63,37.63,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2017-01-29,37.55,37.55,37.55,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2017-02-05,37.84,37.84,37.84,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.8,37.8,37.8,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2017-02-12,39.09,39.09,39.09,0.0,0.0,39.39,39.39,39.39,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2017-02-19,38.84,38.84,38.84,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2017-02-26,37.96,37.96,37.96,0.0,0.0,38.62,38.62,38.62,0.0,0.0,37.67,37.67,37.67,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2017-03-05,37.27,37.27,37.27,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2017-03-12,38.07,38.07,38.07,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2017-03-19,36.84,36.84,36.84,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.64,36.64,36.64,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2017-03-26,37.16,37.16,37.16,0.0,0.0,37.8,37.8,37.8,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2017-04-02,37.12,37.12,37.12,0.0,0.0,37.69,37.69,37.69,0.0,0.0,36.81,36.81,36.81,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2017-04-09,36.9,36.9,36.9,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2017-04-16,36.46,36.46,36.46,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2017-04-23,36.47,36.47,36.47,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.43,36.43,36.43,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2017-04-30,37.17,37.17,37.17,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2017-05-07,39.47,39.47,39.47,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2017-05-14,34.64,34.64,34.64,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2017-05-21,35.35,35.35,35.35,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2017-05-28,35.25,35.25,35.25,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2017-06-04,34.9,34.9,34.9,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2017-06-11,34.07,34.07,34.07,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2017-06-18,33.12,33.12,33.12,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2017-06-25,33.92,33.92,33.92,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2017-07-02,34.31,34.31,34.31,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.77,33.77,33.77,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2017-07-09,36.77,36.77,36.77,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2017-07-16,37.45,37.45,37.45,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2017-07-23,37.1,37.1,37.1,0.0,0.0,37.44,37.44,37.44,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2017-07-30,38.41,38.41,38.41,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2017-08-06,37.71,37.71,37.71,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.49,37.49,37.49,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2017-08-13,38.56,38.56,38.56,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.26,38.26,38.26,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2017-08-20,40.34,40.34,40.34,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2017-08-27,40.7,40.7,40.7,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2017-09-03,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2017-09-10,42.62,42.62,42.62,0.0,0.0,43.38,43.38,43.38,0.0,0.0,42.46,42.46,42.46,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-09-17,42.71,42.71,42.71,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2017-09-24,41.57,41.57,41.57,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2017-10-01,42.49,42.49,42.49,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2017-10-08,43.36,43.36,43.36,0.0,0.0,43.42,43.42,43.42,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2017-10-15,42.75,42.75,42.75,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2017-10-22,41.05,41.05,41.05,0.0,0.0,41.6,41.6,41.6,0.0,0.0,40.8,40.8,40.8,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-10-29,40.09,40.09,40.09,0.0,0.0,40.16,40.16,40.16,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2017-11-05,39.06,39.06,39.06,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2017-11-12,39.26,39.26,39.26,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2017-11-19,40.64,40.64,40.64,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2017-11-26,39.1,39.1,39.1,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.72,38.72,38.72,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2017-12-03,39.41,39.41,39.41,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2017-12-10,38.87,38.87,38.87,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2017-12-17,39.43,39.43,39.43,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2017-12-24,40.45,40.45,40.45,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2017-12-31,42.29,42.29,42.29,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.84,42.84,42.84,0.0,0.0
