Date,Vanguard Tax-Exempt BondEtf_Open_average,Vanguard Tax-Exempt BondEtf_Open_max,Vanguard Tax-Exempt BondEtf_Open_min,Vanguard Tax-Exempt BondEtf_Open_volatility,Vanguard Tax-Exempt BondEtf_Open_change,Vanguard Tax-Exempt BondEtf_High_average,Vanguard Tax-Exempt BondEtf_High_max,Vanguard Tax-Exempt BondEtf_High_min,Vanguard Tax-Exempt BondEtf_High_volatility,Vanguard Tax-Exempt BondEtf_High_change,Vanguard Tax-Exempt BondEtf_Low_average,Vanguard Tax-Exempt BondEtf_Low_max,Vanguard Tax-Exempt BondEtf_Low_min,Vanguard Tax-Exempt BondEtf_Low_volatility,Vanguard Tax-Exempt BondEtf_Low_change,Vanguard Tax-Exempt BondEtf_Close_average,Vanguard Tax-Exempt BondEtf_Close_max,Vanguard Tax-Exempt BondEtf_Close_min,Vanguard Tax-Exempt BondEtf_Close_volatility,Vanguard Tax-Exempt BondEtf_Close_change
2016-01-03,51.31,51.31,51.31,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2016-01-10,51.27,51.27,51.27,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2016-01-17,51.26,51.26,51.26,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2016-01-24,51.33,51.33,51.33,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2016-01-31,51.45,51.45,51.45,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2016-02-07,51.56,51.56,51.56,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2016-02-14,51.46,51.46,51.46,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2016-02-21,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2016-02-28,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2016-03-06,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2016-03-13,51.15,51.15,51.15,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2016-03-20,51.28,51.28,51.28,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2016-03-27,51.43,51.43,51.43,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2016-04-03,51.67,51.67,51.67,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2016-04-10,51.73,51.73,51.73,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2016-04-17,51.74,51.74,51.74,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2016-04-24,51.75,51.75,51.75,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2016-05-01,51.93,51.93,51.93,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2016-05-08,52.0,52.0,52.0,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2016-05-15,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2016-05-22,51.86,51.86,51.86,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2016-05-29,51.87,51.87,51.87,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2016-06-05,52.19,52.19,52.19,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2016-06-12,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2016-06-19,52.6,52.6,52.6,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2016-06-26,52.7,52.7,52.7,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2016-07-03,52.68,52.68,52.68,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2016-07-10,52.39,52.39,52.39,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2016-07-17,52.33,52.33,52.33,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2016-07-24,52.57,52.57,52.57,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2016-07-31,52.38,52.38,52.38,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2016-08-07,52.64,52.64,52.64,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2016-08-14,52.58,52.58,52.58,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2016-08-21,52.65,52.65,52.65,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2016-08-28,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2016-09-04,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2016-09-11,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2016-09-18,52.23,52.23,52.23,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2016-09-25,52.3,52.3,52.3,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2016-10-02,51.93,51.93,51.93,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2016-10-09,51.67,51.67,51.67,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2016-10-16,51.8,51.8,51.8,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2016-10-23,51.6,51.6,51.6,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2016-10-30,51.75,51.75,51.75,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2016-11-06,50.9,50.9,50.9,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2016-11-13,50.26,50.26,50.26,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2016-11-20,50.09,50.09,50.09,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.06,50.06,50.06,0.0,0.0
