Date,GILT_stock_Open_average,GILT_stock_Open_max,GILT_stock_Open_min,GILT_stock_Open_volatility,GILT_stock_Open_change,GILT_stock_High_average,GILT_stock_High_max,GILT_stock_High_min,GILT_stock_High_volatility,GILT_stock_High_change,GILT_stock_Low_average,GILT_stock_Low_max,GILT_stock_Low_min,GILT_stock_Low_volatility,GILT_stock_Low_change,GILT_stock_Close_average,GILT_stock_Close_max,GILT_stock_Close_min,GILT_stock_Close_volatility,GILT_stock_Close_change,GILT_stock_Volume_average,GILT_stock_Volume_max,GILT_stock_Volume_min,GILT_stock_Volume_volatility,GILT_stock_Volume_change
2016-01-03,3.436,3.5,3.39,0.10999999999999988,-0.04999999999999982,3.484,3.57,3.41,0.1599999999999997,-0.10999999999999988,3.404,3.5,3.3,0.20000000000000018,-0.06999999999999984,3.41,3.51,3.3,0.20999999999999996,-0.08999999999999986,8309,16488,2439,14049,-6834
2016-01-10,3.422,3.5,3.35,0.1499999999999999,-0.06000000000000005,3.464,3.55,3.4,0.1499999999999999,-0.06000000000000005,3.388,3.5,3.32,0.18000000000000016,-0.07000000000000028,3.42,3.53,3.35,0.17999999999999972,-0.06000000000000005,8770,15055,3285,11770,-6684
2016-01-17,3.325,3.33,3.32,0.010000000000000231,0.010000000000000231,3.3625,3.39,3.34,0.050000000000000266,-0.020000000000000018,3.3049999999999997,3.33,3.28,0.050000000000000266,0.010000000000000231,3.335,3.37,3.31,0.06000000000000005,0.020000000000000018,5845,11251,1947,9304,-8836
2016-01-24,3.44,3.53,3.36,0.16999999999999993,0.1299999999999999,3.492,3.6,3.42,0.18000000000000016,0.16000000000000014,3.4179999999999997,3.53,3.3,0.22999999999999998,0.1499999999999999,3.474,3.6,3.4,0.20000000000000018,0.18000000000000016,16763,27720,4164,23556,-17581
2016-01-31,3.708,3.74,3.68,0.06000000000000005,0.040000000000000036,3.716,3.75,3.68,0.06999999999999984,0.04999999999999982,3.648,3.67,3.62,0.04999999999999982,0.040000000000000036,3.69,3.75,3.66,0.08999999999999986,0.08000000000000007,10170,17451,6147,11304,6656
2016-02-07,3.582,3.69,3.51,0.18000000000000016,-0.16000000000000014,3.662,3.71,3.6,0.10999999999999988,-0.10000000000000009,3.57,3.65,3.51,0.14000000000000012,-0.1200000000000001,3.618,3.69,3.56,0.1299999999999999,-0.10999999999999988,6091,19516,1001,18515,-16038
2016-02-14,3.7399999999999998,3.92,3.61,0.31000000000000005,0.040000000000000036,3.7824999999999998,3.92,3.69,0.22999999999999998,-0.050000000000000266,3.6375,3.74,3.57,0.17000000000000037,0.020000000000000018,3.7199999999999998,3.87,3.65,0.2200000000000002,0.020000000000000018,21099,49135,6773,42362,2262
2016-02-21,3.858,3.99,3.66,0.33000000000000007,0.2799999999999998,3.9579999999999997,4.02,3.84,0.17999999999999972,0.10000000000000009,3.814,3.88,3.66,0.21999999999999975,0.18999999999999995,3.908,4.02,3.82,0.19999999999999973,0.06000000000000005,29407,78136,7038,71098,-26544
2016-02-28,3.894,3.92,3.86,0.06000000000000005,0.06000000000000005,3.938,4.0,3.92,0.08000000000000007,-0.08000000000000007,3.844,3.85,3.84,0.010000000000000231,0.0,3.876,3.89,3.85,0.040000000000000036,-0.009999999999999787,9885,27516,2149,25367,-19904
2016-03-06,4.05,4.29,3.86,0.43000000000000016,0.23999999999999977,4.142,4.36,3.9,0.4600000000000004,0.3400000000000003,3.9779999999999998,4.07,3.85,0.2200000000000002,0.2200000000000002,4.092,4.33,3.9,0.43000000000000016,0.31000000000000005,39476,95933,19878,76055,11494
2016-03-13,4.188,4.28,4.09,0.1900000000000004,0.1200000000000001,4.304,4.38,4.09,0.29000000000000004,-0.04999999999999982,4.1259999999999994,4.28,3.9,0.38000000000000034,0.1900000000000004,4.2059999999999995,4.33,3.97,0.3599999999999999,0.1800000000000006,32325,51625,20201,31424,-1374
