Date,iShares MSCI Italy CappedEtf_Open_average,iShares MSCI Italy CappedEtf_Open_max,iShares MSCI Italy CappedEtf_Open_min,iShares MSCI Italy CappedEtf_Open_volatility,iShares MSCI Italy CappedEtf_Open_change,iShares MSCI Italy CappedEtf_High_average,iShares MSCI Italy CappedEtf_High_max,iShares MSCI Italy CappedEtf_High_min,iShares MSCI Italy CappedEtf_High_volatility,iShares MSCI Italy CappedEtf_High_change,iShares MSCI Italy CappedEtf_Low_average,iShares MSCI Italy CappedEtf_Low_max,iShares MSCI Italy CappedEtf_Low_min,iShares MSCI Italy CappedEtf_Low_volatility,iShares MSCI Italy CappedEtf_Low_change,iShares MSCI Italy CappedEtf_Close_average,iShares MSCI Italy CappedEtf_Close_max,iShares MSCI Italy CappedEtf_Close_min,iShares MSCI Italy CappedEtf_Close_volatility,iShares MSCI Italy CappedEtf_Close_change
2017-08-13,29.83,29.83,29.83,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2017-08-20,30.12,30.12,30.12,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2017-08-27,30.41,30.41,30.41,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2017-09-03,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2017-09-10,31.09,31.09,31.09,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2017-09-17,31.47,31.47,31.47,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2017-09-24,31.23,31.23,31.23,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2017-10-01,30.7,30.7,30.7,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2017-10-08,31.07,31.07,31.07,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2017-10-15,30.76,30.76,30.76,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2017-10-22,30.62,30.62,30.62,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2017-10-29,31.35,31.35,31.35,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2017-11-05,30.84,30.84,30.84,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2017-11-12,30.32,30.32,30.32,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2017-11-19,31.23,31.23,31.23,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2017-11-26,30.83,30.83,30.83,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2017-12-03,31.3,31.3,31.3,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2017-12-10,30.43,30.43,30.43,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2017-12-17,30.58,30.58,30.58,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2017-12-24,30.58,30.58,30.58,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2017-12-31,31.71,31.71,31.71,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.85,31.85,31.85,0.0,0.0
