Date,iShares MSCI Italy CappedEtf_Open_average,iShares MSCI Italy CappedEtf_Open_max,iShares MSCI Italy CappedEtf_Open_min,iShares MSCI Italy CappedEtf_Open_volatility,iShares MSCI Italy CappedEtf_Open_change,iShares MSCI Italy CappedEtf_High_average,iShares MSCI Italy CappedEtf_High_max,iShares MSCI Italy CappedEtf_High_min,iShares MSCI Italy CappedEtf_High_volatility,iShares MSCI Italy CappedEtf_High_change,iShares MSCI Italy CappedEtf_Low_average,iShares MSCI Italy CappedEtf_Low_max,iShares MSCI Italy CappedEtf_Low_min,iShares MSCI Italy CappedEtf_Low_volatility,iShares MSCI Italy CappedEtf_Low_change,iShares MSCI Italy CappedEtf_Close_average,iShares MSCI Italy CappedEtf_Close_max,iShares MSCI Italy CappedEtf_Close_min,iShares MSCI Italy CappedEtf_Close_volatility,iShares MSCI Italy CappedEtf_Close_change
2016-01-03,26.3,26.3,26.3,0.0,0.0,26.34,26.34,26.34,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2016-01-10,25.1,25.1,25.1,0.0,0.0,25.27,25.27,25.27,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2016-01-17,24.78,24.78,24.78,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2016-01-24,23.96,23.96,23.96,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.83,23.83,23.83,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2016-01-31,23.4,23.4,23.4,0.0,0.0,23.42,23.42,23.42,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2016-02-07,21.84,21.84,21.84,0.0,0.0,22.19,22.19,22.19,0.0,0.0,21.68,21.68,21.68,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2016-02-14,22.28,22.28,22.28,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2016-02-21,22.72,22.72,22.72,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2016-02-28,23.86,23.86,23.86,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2016-03-06,24.92,24.92,24.92,0.0,0.0,25.34,25.34,25.34,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2016-03-13,25.1,25.1,25.1,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-03-20,24.08,24.08,24.08,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2016-03-27,24.06,24.06,24.06,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.9,23.9,23.9,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2016-04-03,23.44,23.44,23.44,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2016-04-10,24.42,24.42,24.42,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2016-04-17,24.94,24.94,24.94,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2016-04-24,25.62,25.62,25.62,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2016-05-01,24.1,24.1,24.1,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2016-05-08,23.94,23.94,23.94,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2016-05-15,23.66,23.66,23.66,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2016-05-22,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2016-05-29,24.08,24.08,24.08,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2016-06-05,23.58,23.58,23.58,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2016-06-12,23.08,23.08,23.08,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2016-06-19,21.12,21.12,21.12,0.0,0.0,21.32,21.32,21.32,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2016-06-26,21.64,21.64,21.64,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2016-07-03,21.0,21.0,21.0,0.0,0.0,21.18,21.18,21.18,0.0,0.0,20.94,20.94,20.94,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2016-07-10,22.16,22.16,22.16,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2016-07-17,22.0,22.0,22.0,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2016-07-24,22.34,22.34,22.34,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2016-07-31,21.76,21.76,21.76,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2016-08-07,22.66,22.66,22.66,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2016-08-14,22.0,22.0,22.0,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.94,21.94,21.94,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2016-08-21,22.58,22.58,22.58,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2016-08-28,22.84,22.84,22.84,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2016-09-04,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2016-09-11,21.64,21.64,21.64,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2016-09-18,22.06,22.06,22.06,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2016-09-25,21.8,21.8,21.8,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.73,21.73,21.73,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2016-10-02,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2016-10-09,21.82,21.82,21.82,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2016-10-16,22.26,22.26,22.26,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2016-10-23,22.58,22.58,22.58,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2016-10-30,21.72,21.72,21.72,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2016-11-06,22.12,22.12,22.12,0.0,0.0,22.15,22.15,22.15,0.0,0.0,21.94,21.94,21.94,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2016-11-13,20.96,20.96,20.96,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2016-11-20,21.26,21.26,21.26,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2016-11-27,21.95,21.95,21.95,0.0,0.0,22.23,22.23,22.23,0.0,0.0,21.93,21.93,21.93,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2016-12-04,23.26,23.26,23.26,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2016-12-11,23.89,23.89,23.89,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2016-12-18,24.04,24.04,24.04,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2016-12-25,24.3,24.3,24.3,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2017-01-01,24.67,24.67,24.67,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2017-01-08,24.65,24.65,24.65,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2017-01-15,24.66,24.66,24.66,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2017-01-22,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2017-01-29,24.16,24.16,24.16,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2017-02-05,23.56,23.56,23.56,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2017-02-12,23.66,23.66,23.66,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2017-02-19,23.2,23.2,23.2,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2017-02-26,24.36,24.36,24.36,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2017-03-05,24.63,24.63,24.63,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2017-03-12,25.43,25.43,25.43,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2017-03-19,25.6,25.6,25.6,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2017-03-26,25.66,25.66,25.66,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2017-04-02,25.39,25.39,25.39,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2017-04-09,24.87,24.87,24.87,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2017-04-16,24.96,24.96,24.96,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2017-04-23,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2017-04-30,27.68,27.68,27.68,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.67,27.67,27.67,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2017-05-07,27.79,27.79,27.79,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2017-05-14,28.4,28.4,28.4,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2017-05-21,28.26,28.26,28.26,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2017-05-28,28.25,28.25,28.25,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2017-06-04,28.19,28.19,28.19,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2017-06-11,28.02,28.02,28.02,0.0,0.0,28.24,28.24,28.24,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2017-06-18,27.43,27.43,27.43,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2017-06-25,27.8,27.8,27.8,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2017-07-02,28.05,28.05,28.05,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2017-07-09,28.81,28.81,28.81,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2017-07-16,29.07,29.07,29.07,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2017-07-23,29.43,29.43,29.43,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2017-07-30,30.27,30.27,30.27,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2017-08-06,29.56,29.56,29.56,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.54,29.54,29.54,0.0,0.0
