Date,TMQ_stock_Open_average,TMQ_stock_Open_max,TMQ_stock_Open_min,TMQ_stock_Open_volatility,TMQ_stock_Open_change,TMQ_stock_High_average,TMQ_stock_High_max,TMQ_stock_High_min,TMQ_stock_High_volatility,TMQ_stock_High_change,TMQ_stock_Low_average,TMQ_stock_Low_max,TMQ_stock_Low_min,TMQ_stock_Low_volatility,TMQ_stock_Low_change,TMQ_stock_Close_average,TMQ_stock_Close_max,TMQ_stock_Close_min,TMQ_stock_Close_volatility,TMQ_stock_Close_change,TMQ_stock_Volume_average,TMQ_stock_Volume_max,TMQ_stock_Volume_min,TMQ_stock_Volume_volatility,TMQ_stock_Volume_change
2016-01-03,0.2736,0.29,0.23,0.05999999999999997,-0.05300000000000002,0.2826,0.29,0.265,0.024999999999999967,-0.018000000000000016,0.256,0.28,0.22,0.060000000000000026,-0.04500000000000001,0.2686,0.285,0.231,0.053999999999999965,-0.018000000000000016,5960,16631,500,16131,-3216
2016-01-10,0.2232,0.26,0.2,0.06,-0.06,0.2324,0.268,0.21,0.058000000000000024,-0.058000000000000024,0.2038,0.25,0.17,0.07999999999999999,-0.061000000000000026,0.2092,0.254,0.182,0.07200000000000001,-0.05399999999999999,19653,35789,10595,25194,331
2016-01-17,0.17800000000000002,0.2,0.156,0.04400000000000001,-0.03,0.1915,0.21,0.18,0.03,-0.01999999999999999,0.16625,0.18899999999999997,0.15,0.03899999999999998,-0.01899999999999996,0.1785,0.19,0.165,0.024999999999999994,0.0010000000000000286,24368,79934,962,78972,-13759
2016-01-24,0.205,0.235,0.19,0.044999999999999984,0.044999999999999984,0.2236,0.259,0.19,0.069,0.069,0.2022,0.23,0.19,0.04000000000000001,0.04000000000000001,0.222,0.259,0.19,0.069,0.069,10172,21070,3066,18004,-12519
2016-01-31,0.268,0.29,0.25,0.03999999999999998,0.03999999999999998,0.281,0.305,0.27,0.034999999999999976,0.019999999999999962,0.2612,0.27,0.245,0.025000000000000022,0.017000000000000015,0.272,0.287,0.266,0.020999999999999963,0.0020000000000000018,10693,15823,6908,8915,8915
2016-02-07,0.265,0.282,0.25,0.03199999999999997,0.0050000000000000044,0.2812,0.29,0.27,0.019999999999999962,0.008000000000000007,0.257,0.265,0.25,0.015000000000000013,0.0050000000000000044,0.27140000000000003,0.28,0.26,0.020000000000000018,0.0,3631,6958,2215,4743,-3476
2016-02-14,0.298,0.302,0.29,0.01200000000000001,0.01200000000000001,0.31275,0.326,0.3,0.026000000000000023,0.025000000000000022,0.29275,0.3,0.29,0.010000000000000009,0.010000000000000009,0.30374999999999996,0.315,0.29,0.025000000000000022,0.025000000000000022,7998,13038,3361,9677,-4796
2016-02-21,0.31679999999999997,0.32899999999999996,0.3,0.02899999999999997,0.0040000000000000036,0.3272,0.35,0.317,0.032999999999999974,0.02999999999999997,0.3028,0.31,0.3,0.010000000000000009,0.0020000000000000018,0.312,0.33,0.3,0.030000000000000027,0.016000000000000014,5969,8138,2550,5588,2141
2016-02-28,0.3632,0.401,0.32,0.08100000000000002,0.08100000000000002,0.40359999999999996,0.49,0.35,0.14,0.14,0.3482,0.401,0.3,0.10100000000000003,0.10100000000000003,0.39440000000000003,0.465,0.35,0.11500000000000005,0.11500000000000005,18563,27497,7057,20440,4251
2016-03-06,0.431,0.47,0.37,0.09999999999999998,-0.06,0.4486,0.485,0.418,0.067,-0.067,0.395,0.45,0.355,0.09500000000000003,-0.09500000000000003,0.4152,0.465,0.381,0.08400000000000002,-0.08400000000000002,13280,18302,9409,8893,-75
2016-03-13,0.3736,0.395,0.35,0.04500000000000004,0.007000000000000006,0.38780000000000003,0.395,0.379,0.016000000000000014,0.01100000000000001,0.3626,0.391,0.35,0.041000000000000036,0.007000000000000006,0.385,0.395,0.37,0.025000000000000022,0.020000000000000018,4327,7504,2949,4555,2900
2016-03-20,0.3885,0.395,0.379,0.016000000000000014,-0.01100000000000001,0.3955,0.397,0.395,0.0020000000000000018,-0.0020000000000000018,0.366,0.379,0.35,0.029000000000000026,0.029000000000000026,0.39,0.395,0.385,0.010000000000000009,-0.0050000000000000044,11996,25857,2016,23841,-23841
