Date,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_change
2016-01-03,55.34,55.34,55.34,0.0,0.0,55.34,55.34,55.34,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2016-01-10,53.22,53.22,53.22,0.0,0.0,53.61,53.61,53.61,0.0,0.0,52.68,52.68,52.68,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2016-01-17,53.44,53.44,53.44,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2016-01-24,54.39,54.39,54.39,0.0,0.0,55.64,55.64,55.64,0.0,0.0,54.39,54.39,54.39,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2016-01-31,54.07,54.07,54.07,0.0,0.0,54.25,54.25,54.25,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2016-02-07,53.05,53.05,53.05,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2016-02-14,54.44,54.44,54.44,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2016-02-21,56.57,56.57,56.57,0.0,0.0,56.57,56.57,56.57,0.0,0.0,55.87,55.87,55.87,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2016-02-28,56.25,56.25,56.25,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2016-03-06,56.44,56.44,56.44,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2016-03-13,57.02,57.02,57.02,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2016-03-20,56.11,56.11,56.11,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.81,55.81,55.81,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2016-03-27,56.75,56.75,56.75,0.0,0.0,57.42,57.42,57.42,0.0,0.0,56.72,56.72,56.72,0.0,0.0,57.42,57.42,57.42,0.0,0.0
2016-04-03,56.89,56.89,56.89,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2016-04-10,56.04,56.04,56.04,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2016-04-17,54.99,54.99,54.99,0.0,0.0,55.24,55.24,55.24,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2016-04-24,55.9,55.9,55.9,0.0,0.0,56.29,56.29,56.29,0.0,0.0,55.68,55.68,55.68,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2016-05-01,56.02,56.02,56.02,0.0,0.0,56.54,56.54,56.54,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2016-05-08,57.37,57.37,57.37,0.0,0.0,57.39,57.39,57.39,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2016-05-15,55.79,55.79,55.79,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2016-05-22,56.89,56.89,56.89,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2016-05-29,57.2,57.2,57.2,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2016-06-05,57.58,57.58,57.58,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2016-06-12,56.88,56.88,56.88,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2016-06-19,56.33,56.33,56.33,0.0,0.0,57.07,57.07,57.07,0.0,0.0,55.55,55.55,55.55,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2016-06-26,58.36,58.36,58.36,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2016-07-03,58.41,58.41,58.41,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2016-07-10,58.58,58.58,58.58,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2016-07-17,58.32,58.32,58.32,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2016-07-24,58.49,58.49,58.49,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.99,58.99,58.99,0.0,0.0
2016-07-31,58.76,58.76,58.76,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2016-08-07,58.9,58.9,58.9,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.99,58.99,58.99,0.0,0.0
2016-08-14,58.44,58.44,58.44,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2016-08-21,58.42,58.42,58.42,0.0,0.0,58.63,58.63,58.63,0.0,0.0,57.95,57.95,57.95,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2016-08-28,57.74,57.74,57.74,0.0,0.0,58.12,58.12,58.12,0.0,0.0,57.74,57.74,57.74,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2016-09-04,56.93,56.93,56.93,0.0,0.0,56.93,56.93,56.93,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2016-09-11,55.89,55.89,55.89,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2016-09-18,56.74,56.74,56.74,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2016-09-25,56.14,56.14,56.14,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2016-10-02,55.97,55.97,55.97,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2016-10-09,55.8,55.8,55.8,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2016-10-16,55.57,55.57,55.57,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2016-10-23,54.35,54.35,54.35,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2016-10-30,53.76,53.76,53.76,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2016-11-06,52.66,52.66,52.66,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.47,52.47,52.47,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2016-11-13,53.35,53.35,53.35,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2016-11-20,53.5,53.5,53.5,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2016-11-27,51.97,51.97,51.97,0.0,0.0,52.27,52.27,52.27,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2016-12-04,53.5,53.5,53.5,0.0,0.0,54.31,54.31,54.31,0.0,0.0,53.5,53.5,53.5,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2016-12-11,53.03,53.03,53.03,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2016-12-18,53.75,53.75,53.75,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2016-12-25,54.05,54.05,54.05,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2017-01-01,53.98,53.98,53.98,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2017-01-08,53.65,53.65,53.65,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2017-01-15,54.35,54.35,54.35,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2017-01-22,55.01,55.01,55.01,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2017-01-29,55.2,55.2,55.2,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2017-02-05,56.03,56.03,56.03,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2017-02-12,56.14,56.14,56.14,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2017-02-19,56.49,56.49,56.49,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2017-02-26,57.44,57.44,57.44,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2017-03-05,57.79,57.79,57.79,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2017-03-12,58.91,58.91,58.91,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.9,58.9,58.9,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2017-03-19,58.6,58.6,58.6,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2017-03-26,58.93,58.93,58.93,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2017-04-02,58.89,58.89,58.89,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2017-04-09,58.78,58.78,58.78,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2017-04-16,59.4,59.4,59.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2017-04-23,59.27,59.27,59.27,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2017-04-30,58.59,58.59,58.59,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2017-05-07,59.42,59.42,59.42,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2017-05-14,58.97,58.97,58.97,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2017-05-21,60.22,60.22,60.22,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2017-05-28,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.24,61.24,61.24,0.0,0.0
2017-06-04,60.15,60.15,60.15,0.0,0.0,60.29,60.29,60.29,0.0,0.0,59.78,59.78,59.78,0.0,0.0,60.01,60.01,60.01,0.0,0.0
