Date,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_change
2017-06-11,60.54,60.54,60.54,0.0,0.0,60.54,60.54,60.54,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2017-06-18,59.68,59.68,59.68,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2017-06-25,59.23,59.23,59.23,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2017-07-02,58.94,58.94,58.94,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2017-07-09,59.85,59.85,59.85,0.0,0.0,60.14,60.14,60.14,0.0,0.0,59.85,59.85,59.85,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2017-07-16,60.6,60.6,60.6,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2017-07-23,60.24,60.24,60.24,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2017-07-30,61.22,61.22,61.22,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.94,60.94,60.94,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2017-08-06,61.1,61.1,61.1,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2017-08-13,60.96,60.96,60.96,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2017-08-20,61.09,61.09,61.09,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2017-08-27,61.15,61.15,61.15,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2017-09-03,60.27,60.27,60.27,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2017-09-10,60.89,60.89,60.89,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.82,60.82,60.82,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2017-09-17,60.28,60.28,60.28,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.53,60.53,60.53,0.0,0.0
2017-09-24,61.53,61.53,61.53,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2017-10-01,61.65,61.65,61.65,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2017-10-08,62.08,62.08,62.08,0.0,0.0,62.18,62.18,62.18,0.0,0.0,61.97,61.97,61.97,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2017-10-15,61.79,61.79,61.79,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2017-10-22,61.25,61.25,61.25,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2017-10-29,61.44,61.44,61.44,0.0,0.0,61.44,61.44,61.44,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2017-11-05,61.59,61.59,61.59,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2017-11-12,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2017-11-19,63.11,63.11,63.11,0.0,0.0,63.11,63.11,63.11,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2017-11-26,63.9,63.9,63.9,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2017-12-03,65.06,65.06,65.06,0.0,0.0,65.12,65.12,65.12,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2017-12-10,64.28,64.28,64.28,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.2,64.2,64.2,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2017-12-17,65.3,65.3,65.3,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.01,65.01,65.01,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2017-12-24,65.27,65.27,65.27,0.0,0.0,65.27,65.27,65.27,0.0,0.0,65.08,65.08,65.08,0.0,0.0,65.08,65.08,65.08,0.0,0.0
2017-12-31,64.77,64.77,64.77,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.87,64.87,64.87,0.0,0.0
