Date,DVCRStock_Open_average,DVCRStock_Open_max,DVCRStock_Open_min,DVCRStock_Open_volatility,DVCRStock_Open_change,DVCRStock_High_average,DVCRStock_High_max,DVCRStock_High_min,DVCRStock_High_volatility,DVCRStock_High_change,DVCRStock_Low_average,DVCRStock_Low_max,DVCRStock_Low_min,DVCRStock_Low_volatility,DVCRStock_Low_change,DVCRStock_Close_average,DVCRStock_Close_max,DVCRStock_Close_min,DVCRStock_Close_volatility,DVCRStock_Close_change,DVCRStock_Volume_average,DVCRStock_Volume_max,DVCRStock_Volume_min,DVCRStock_Volume_volatility,DVCRStock_Volume_change
2016-01-03,9.07,9.95,8.16,1.7899999999999991,0.6400000000000006,9.314,9.95,8.39,1.5599999999999987,0.5899999999999999,8.522,9.0,8.16,0.8399999999999999,0.4800000000000004,9.004,9.38,8.39,0.9900000000000002,0.5499999999999989,5336,9046,1282,7764,5495
2016-01-10,8.68,8.96,8.35,0.6100000000000012,-0.6100000000000012,8.706,9.0,8.38,0.6199999999999992,-0.6199999999999992,8.244,8.49,7.74,0.75,-0.75,8.284,8.58,7.74,0.8399999999999999,-0.8399999999999999,5255,15769,639,15130,10802
2016-01-17,7.7475000000000005,7.94,7.59,0.35000000000000053,0.20999999999999996,8.120000000000001,8.43,7.79,0.6399999999999997,0.6399999999999997,7.6875,7.94,7.4,0.54,0.39999999999999947,7.9675,8.43,7.72,0.71,0.6499999999999995,1410,3005,201,2804,-1526
2016-01-24,8.016,8.41,7.6,0.8100000000000005,0.8100000000000005,8.264,8.43,8.0,0.4299999999999997,-0.019999999999999574,7.892,8.0,7.6,0.40000000000000036,0.27000000000000046,8.084,8.4,7.87,0.5300000000000002,-0.28000000000000025,1602,4829,49,4780,-1651
2016-01-31,7.87,8.06,7.71,0.35000000000000053,0.040000000000000036,8.008000000000001,8.31,7.75,0.5600000000000005,-0.40000000000000036,7.82,8.06,7.7,0.3600000000000003,-0.009999999999999787,7.874,8.23,7.7,0.5300000000000002,-0.10999999999999943,771,1947,375,1572,-1572
2016-02-07,7.811999999999999,8.2,7.29,0.9099999999999993,-0.6099999999999994,8.118,8.2,7.98,0.21999999999999886,-0.02999999999999936,7.578,8.1,7.2,0.8999999999999995,-0.4500000000000002,7.808,8.1,7.58,0.5199999999999996,-0.16000000000000014,7853,27219,207,27012,2794
2016-02-14,7.2275,7.89,6.77,1.12,-1.12,7.405,7.89,7.2,0.6899999999999995,-0.6499999999999995,6.97,7.29,6.77,0.5200000000000005,-0.5200000000000005,7.045,7.3,6.82,0.47999999999999954,-0.41000000000000014,4584,13151,1364,11787,304
2016-02-21,6.8875,7.07,6.78,0.29000000000000004,0.29000000000000004,7.1125,7.32,6.85,0.47000000000000064,0.33000000000000007,6.8325,6.98,6.75,0.23000000000000043,0.23000000000000043,6.967499999999999,7.17,6.8,0.3700000000000001,0.3700000000000001,1928,4813,900,3913,3837
2016-02-28,8.242,9.0,7.74,1.2599999999999998,1.2599999999999998,8.406,9.0,7.74,1.2599999999999998,1.2599999999999998,7.986,8.51,7.32,1.1899999999999995,1.1899999999999995,8.1,8.51,7.74,0.7699999999999996,0.7699999999999996,771,1423,104,1319,57
2016-03-06,8.356,9.0,7.55,1.4500000000000002,-1.4500000000000002,8.768,9.0,8.45,0.5500000000000007,-0.10999999999999943,8.288,9.0,7.55,1.4500000000000002,-1.4500000000000002,8.66,9.0,8.25,0.75,-0.13000000000000078,1349,2749,200,2549,1809
