Date,Consumer Staples Select Sector SPDREtf_Open_average,Consumer Staples Select Sector SPDREtf_Open_max,Consumer Staples Select Sector SPDREtf_Open_min,Consumer Staples Select Sector SPDREtf_Open_volatility,Consumer Staples Select Sector SPDREtf_Open_change,Consumer Staples Select Sector SPDREtf_High_average,Consumer Staples Select Sector SPDREtf_High_max,Consumer Staples Select Sector SPDREtf_High_min,Consumer Staples Select Sector SPDREtf_High_volatility,Consumer Staples Select Sector SPDREtf_High_change,Consumer Staples Select Sector SPDREtf_Low_average,Consumer Staples Select Sector SPDREtf_Low_max,Consumer Staples Select Sector SPDREtf_Low_min,Consumer Staples Select Sector SPDREtf_Low_volatility,Consumer Staples Select Sector SPDREtf_Low_change,Consumer Staples Select Sector SPDREtf_Close_average,Consumer Staples Select Sector SPDREtf_Close_max,Consumer Staples Select Sector SPDREtf_Close_min,Consumer Staples Select Sector SPDREtf_Close_volatility,Consumer Staples Select Sector SPDREtf_Close_change
2016-03-20,52.2,52.2,52.2,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2016-03-27,52.84,52.84,52.84,0.0,0.0,53.77,53.77,53.77,0.0,0.0,52.77,52.77,52.77,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2016-04-03,53.35,53.35,53.35,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2016-04-10,52.7,52.7,52.7,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.64,52.64,52.64,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2016-04-17,51.6,51.6,51.6,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2016-04-24,52.4,52.4,52.4,0.0,0.0,52.41,52.41,52.41,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2016-05-01,52.89,52.89,52.89,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.72,52.72,52.72,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2016-05-08,53.79,53.79,53.79,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2016-05-15,52.57,52.57,52.57,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2016-05-22,53.0,53.0,53.0,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.83,52.83,52.83,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2016-05-29,53.32,53.32,53.32,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2016-06-05,53.82,53.82,53.82,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.76,53.76,53.76,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2016-06-12,53.61,53.61,53.61,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2016-06-19,53.15,53.15,53.15,0.0,0.0,53.78,53.78,53.78,0.0,0.0,52.88,52.88,52.88,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2016-06-26,55.25,55.25,55.25,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2016-07-03,55.35,55.35,55.35,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2016-07-10,55.74,55.74,55.74,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2016-07-17,55.35,55.35,55.35,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2016-07-24,54.5,54.5,54.5,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2016-07-31,54.72,54.72,54.72,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2016-08-07,55.0,55.0,55.0,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2016-08-14,54.98,54.98,54.98,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2016-08-21,54.64,54.64,54.64,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2016-08-28,54.6,54.6,54.6,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2016-09-04,53.69,53.69,53.69,0.0,0.0,53.79,53.79,53.79,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2016-09-11,52.9,52.9,52.9,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2016-09-18,53.59,53.59,53.59,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2016-09-25,52.93,52.93,52.93,0.0,0.0,53.39,53.39,53.39,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2016-10-02,52.49,52.49,52.49,0.0,0.0,52.6,52.6,52.6,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2016-10-09,52.38,52.38,52.38,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2016-10-16,52.13,52.13,52.13,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2016-10-23,52.41,52.41,52.41,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2016-10-30,52.0,52.0,52.0,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2016-11-06,50.45,50.45,50.45,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2016-11-13,50.68,50.68,50.68,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2016-11-20,50.93,50.93,50.93,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.93,50.93,50.93,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2016-11-27,50.38,50.38,50.38,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2016-12-04,51.33,51.33,51.33,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.33,51.33,51.33,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2016-12-11,51.92,51.92,51.92,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.81,51.81,51.81,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2016-12-18,51.93,51.93,51.93,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2016-12-25,51.98,51.98,51.98,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2017-01-01,51.97,51.97,51.97,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.78,51.78,51.78,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2017-01-08,51.49,51.49,51.49,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2017-01-15,52.49,52.49,52.49,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2017-01-22,52.54,52.54,52.54,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2017-01-29,52.93,52.93,52.93,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.79,52.79,52.79,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2017-02-05,53.61,53.61,53.61,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2017-02-12,54.03,54.03,54.03,0.0,0.0,54.52,54.52,54.52,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2017-02-19,55.03,55.03,55.03,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2017-02-26,55.18,55.18,55.18,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2017-03-05,55.03,55.03,55.03,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2017-03-12,55.17,55.17,55.17,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2017-03-19,54.81,54.81,54.81,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2017-03-26,54.67,54.67,54.67,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2017-04-02,54.6,54.6,54.6,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2017-04-09,55.05,55.05,55.05,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2017-04-16,55.13,55.13,55.13,0.0,0.0,55.17,55.17,55.17,0.0,0.0,54.97,54.97,54.97,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2017-04-23,55.04,55.04,55.04,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.89,54.89,54.89,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2017-04-30,55.22,55.22,55.22,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2017-05-07,55.07,55.07,55.07,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2017-05-14,55.07,55.07,55.07,0.0,0.0,55.45,55.45,55.45,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2017-05-21,56.33,56.33,56.33,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2017-05-28,57.25,57.25,57.25,0.0,0.0,57.29,57.29,57.29,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.27,57.27,57.27,0.0,0.0
2017-06-04,56.7,56.7,56.7,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2017-06-11,56.05,56.05,56.05,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2017-06-18,55.46,55.46,55.46,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2017-06-25,55.05,55.05,55.05,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2017-07-02,54.59,54.59,54.59,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2017-07-09,54.54,54.54,54.54,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2017-07-16,54.8,54.8,54.8,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.75,54.75,54.75,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2017-07-23,55.64,55.64,55.64,0.0,0.0,55.87,55.87,55.87,0.0,0.0,54.57,54.57,54.57,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2017-07-30,55.14,55.14,55.14,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2017-08-06,54.98,54.98,54.98,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2017-08-13,55.23,55.23,55.23,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2017-08-20,54.7,54.7,54.7,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2017-08-27,54.82,54.82,54.82,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.97,54.97,54.97,0.0,0.0
2017-09-03,55.17,55.17,55.17,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.88,54.88,54.88,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2017-09-10,55.26,55.26,55.26,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2017-09-17,54.17,54.17,54.17,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2017-09-24,54.02,54.02,54.02,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2017-10-01,54.08,54.08,54.08,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2017-10-08,54.68,54.68,54.68,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2017-10-15,53.93,53.93,53.93,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2017-10-22,53.42,53.42,53.42,0.0,0.0,53.49,53.49,53.49,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2017-10-29,53.16,53.16,53.16,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2017-11-05,53.65,53.65,53.65,0.0,0.0,54.33,54.33,54.33,0.0,0.0,53.62,53.62,53.62,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2017-11-12,54.8,54.8,54.8,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2017-11-19,54.9,54.9,54.9,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2017-11-26,55.93,55.93,55.93,0.0,0.0,56.21,56.21,56.21,0.0,0.0,55.33,55.33,55.33,0.0,0.0,56.19,56.19,56.19,0.0,0.0
2017-12-03,56.45,56.45,56.45,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2017-12-10,56.57,56.57,56.57,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2017-12-17,56.86,56.86,56.86,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2017-12-24,56.9,56.9,56.9,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2017-12-31,56.77,56.77,56.77,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.93,56.93,56.93,0.0,0.0
