Date,ICLRStock_Open_average,ICLRStock_Open_max,ICLRStock_Open_min,ICLRStock_Open_volatility,ICLRStock_Open_change,ICLRStock_High_average,ICLRStock_High_max,ICLRStock_High_min,ICLRStock_High_volatility,ICLRStock_High_change,ICLRStock_Low_average,ICLRStock_Low_max,ICLRStock_Low_min,ICLRStock_Low_volatility,ICLRStock_Low_change,ICLRStock_Close_average,ICLRStock_Close_max,ICLRStock_Close_min,ICLRStock_Close_volatility,ICLRStock_Close_change,ICLRStock_Volume_average,ICLRStock_Volume_max,ICLRStock_Volume_min,ICLRStock_Volume_volatility,ICLRStock_Volume_change
2016-01-03,74.384,77.55,72.4,5.1499999999999915,-5.1499999999999915,74.95400000000001,77.79,73.61,4.180000000000007,-4.180000000000007,72.408,73.56,71.59,1.9699999999999989,-1.480000000000004,73.424,74.59,72.09,2.5,-2.1899999999999977,436988,588584,334068,254516,-165841
2016-01-10,70.524,72.7,67.9,4.799999999999997,-4.799999999999997,71.52,73.32,68.31,5.009999999999991,-4.929999999999993,67.718,70.39,65.72,4.670000000000002,-2.710000000000008,69.516,72.07,68.01,4.059999999999988,-1.3799999999999955,445895,567170,388870,178300,-31554
2016-01-17,68.245,69.45,65.95,3.5,-0.6400000000000006,69.9625,70.48,69.24,1.240000000000009,-0.7000000000000028,66.4675,67.24,64.62,2.6199999999999903,0.25,68.2775,69.01,67.56,1.4500000000000028,1.4500000000000028,310096,503986,211712,292274,-22925
2016-01-24,68.554,69.47,66.8,2.6700000000000017,-2.0,69.116,69.72,67.2,2.519999999999996,-2.519999999999996,66.67,68.01,64.08,3.930000000000007,-3.8799999999999955,67.80799999999999,69.32,66.07,3.25,-2.6300000000000097,384486,646668,166944,479724,376182
2016-01-31,67.33800000000001,67.97,65.93,2.039999999999992,1.9499999999999886,69.208,70.58,68.32,2.260000000000005,1.1800000000000068,66.046,67.34,65.0,2.3400000000000034,1.3100000000000023,67.56400000000001,68.24,66.17,2.069999999999993,-0.4200000000000017,609966,1066078,387805,678273,196352
2016-02-07,66.464,67.04,64.83,2.210000000000008,0.5600000000000023,67.952,69.23,67.26,1.9699999999999989,-0.30999999999998806,64.762,65.14,64.43,0.7099999999999937,-0.39000000000000057,66.468,66.81,66.04,0.769999999999996,0.7199999999999989,518981,729049,296486,432563,-368140
2016-02-14,68.5375,69.45,67.97,1.480000000000004,0.3100000000000023,69.77,70.58,68.79,1.789999999999992,1.789999999999992,67.84,68.44,67.1,1.3400000000000034,0.9100000000000108,69.0975,70.25,68.38,1.8700000000000045,1.8700000000000045,322459,414321,247813,166508,91924
2016-02-21,69.90333333333334,70.96,68.58,2.3799999999999955,-0.04999999999999716,71.02166666666666,71.93,70.05,1.8800000000000097,-1.0200000000000102,68.42333333333333,70.91,66.1,4.810000000000002,2.030000000000001,69.85666666666667,70.91,68.75,2.1599999999999966,1.4399999999999977,515787,671263,431425,239838,-196442
2016-02-28,71.718,72.49,70.34,2.1499999999999915,1.789999999999992,72.568,73.25,71.54,1.7099999999999937,1.059999999999988,70.6,71.16,69.62,1.539999999999992,1.539999999999992,72.08,72.66,71.16,1.5,0.7900000000000063,419492,557561,327211,230350,-77988
2016-03-06,70.916,71.4,70.54,0.8599999999999994,-0.1700000000000017,71.976,73.66,71.1,2.5600000000000023,1.4099999999999966,70.16,70.93,69.52,1.4100000000000108,0.4300000000000068,71.158,73.25,70.15,3.0999999999999943,2.260000000000005,332360,525706,262809,262897,254063
2016-03-13,71.294,73.02,69.99,3.030000000000001,-2.539999999999992,71.976,73.37,70.84,2.530000000000001,-0.710000000000008,69.824,71.25,68.5,2.75,-1.0799999999999983,71.224,72.85,70.45,2.3999999999999915,-1.1499999999999915,392761,494636,309356,185280,-57529
2016-03-20,71.4675,72.98,70.55,2.430000000000007,-0.8800000000000097,72.87,73.36,72.27,1.0900000000000034,-0.4100000000000108,70.88,71.34,70.12,1.2199999999999989,-1.2199999999999989,71.8575,72.78,71.25,1.5300000000000011,0.4399999999999977,235295,289535,204121,85414,-29926
2016-03-27,73.234,75.0,71.8,3.200000000000003,2.6299999999999955,74.722,76.96,72.56,4.3999999999999915,4.3999999999999915,72.412,74.16,71.03,3.1299999999999955,3.1299999999999955,73.788,75.44,71.84,3.5999999999999943,3.5999999999999943,355395,519245,249993,269252,269252
2016-04-03,75.522,75.97,74.59,1.3799999999999955,-0.4200000000000017,76.19,77.08,75.71,1.3700000000000045,-1.3700000000000045,74.27,75.64,73.58,2.0600000000000023,-1.6500000000000057,75.194,76.09,74.21,1.8800000000000097,-1.0400000000000063,377698,658820,203707,455113,-164333
2016-04-10,73.864,74.77,72.94,1.8299999999999983,-1.0899999999999892,74.52799999999999,75.35,73.71,1.6400000000000006,-1.3299999999999983,72.508,72.7,72.25,0.45000000000000284,0.0,73.434,74.58,72.69,1.8900000000000006,0.23000000000000398,345697,571654,216768,354886,92243
2016-04-17,73.03,74.73,71.27,3.460000000000008,-1.9200000000000017,74.36,74.83,73.45,1.3799999999999955,-0.1700000000000017,72.134,73.06,71.27,1.7900000000000063,-0.7600000000000051,73.668,74.41,72.62,1.789999999999992,0.09000000000000341,339683,477117,259619,217498,-84937
2016-04-24,69.854,74.54,66.87,7.670000000000002,-7.670000000000002,70.482,74.94,67.79,7.1499999999999915,-7.1499999999999915,67.696,73.58,64.04,9.539999999999992,-9.539999999999992,68.954,73.85,67.14,6.709999999999994,-6.269999999999996,813065,1195727,526104,669623,586578
2016-05-01,65.39,67.61,64.2,3.4099999999999966,-3.4099999999999966,66.03999999999999,68.13,64.83,3.299999999999997,-2.4099999999999966,64.184,65.4,63.43,1.970000000000006,-1.8800000000000026,64.902,66.73,64.25,2.480000000000004,-2.430000000000007,513864,915698,354719,560979,-56569
2016-05-08,64.136,65.37,62.97,2.4000000000000057,-1.0799999999999983,64.856,65.96,63.73,2.229999999999997,-2.0999999999999943,63.26,64.44,62.31,2.1299999999999955,-1.5,64.04599999999999,65.46,63.0,2.4599999999999937,-1.8799999999999955,517391,691503,260767,430736,267272
2016-05-15,63.668,64.02,63.26,0.759999999999998,0.10999999999999943,64.724,66.37,63.97,2.4000000000000057,1.9699999999999989,63.304,63.91,63.04,0.8699999999999974,0.7999999999999972,64.106,65.6,63.23,2.3699999999999974,1.7299999999999969,524209,757764,284841,472923,472923
2016-05-22,67.294,68.63,65.8,2.8299999999999983,2.430000000000007,68.242,69.31,66.69,2.6200000000000045,2.6200000000000045,66.57,68.07,65.38,2.6899999999999977,2.6899999999999977,67.83200000000001,68.9,65.76,3.1400000000000006,3.1400000000000006,398039,580540,284295,296245,-82431
2016-05-29,69.9925,71.69,67.23,4.459999999999994,3.1899999999999977,71.6525,72.47,70.6,1.8700000000000045,0.4900000000000091,69.075,71.69,67.23,4.459999999999994,0.3399999999999892,70.7475,72.09,68.52,3.5700000000000074,-1.9200000000000017,675094,1214635,404867,809768,737402
2016-06-05,68.72,69.1,68.5,0.5999999999999943,-0.269999999999996,69.432,70.09,69.08,1.0100000000000051,-0.4099999999999966,67.806,68.55,66.79,1.759999999999991,-1.269999999999996,68.726,69.9,67.54,2.3599999999999994,-1.4599999999999937,604389,972078,358125,613953,529314
2016-06-12,65.954,67.05,64.95,2.0999999999999943,-2.0999999999999943,66.41799999999999,67.85,65.23,2.6199999999999903,-2.6199999999999903,65.042,65.99,63.98,2.009999999999998,-2.009999999999998,65.36,66.18,64.03,2.1500000000000057,-2.1500000000000057,389322,542883,317881,225002,61405
2016-06-19,65.468,67.77,64.64,3.1299999999999955,0.1599999999999966,66.834,68.05,64.7,3.3499999999999943,3.3499999999999943,65.114,66.91,63.94,2.969999999999999,0.8299999999999983,66.298,67.62,64.59,3.030000000000001,3.030000000000001,560902,776295,356376,419919,-26810
