Date,SPDR S&P Global Natural ResourcesEtf_Open_average,SPDR S&P Global Natural ResourcesEtf_Open_max,SPDR S&P Global Natural ResourcesEtf_Open_min,SPDR S&P Global Natural ResourcesEtf_Open_volatility,SPDR S&P Global Natural ResourcesEtf_Open_change,SPDR S&P Global Natural ResourcesEtf_High_average,SPDR S&P Global Natural ResourcesEtf_High_max,SPDR S&P Global Natural ResourcesEtf_High_min,SPDR S&P Global Natural ResourcesEtf_High_volatility,SPDR S&P Global Natural ResourcesEtf_High_change,SPDR S&P Global Natural ResourcesEtf_Low_average,SPDR S&P Global Natural ResourcesEtf_Low_max,SPDR S&P Global Natural ResourcesEtf_Low_min,SPDR S&P Global Natural ResourcesEtf_Low_volatility,SPDR S&P Global Natural ResourcesEtf_Low_change,SPDR S&P Global Natural ResourcesEtf_Close_average,SPDR S&P Global Natural ResourcesEtf_Close_max,SPDR S&P Global Natural ResourcesEtf_Close_min,SPDR S&P Global Natural ResourcesEtf_Close_volatility,SPDR S&P Global Natural ResourcesEtf_Close_change
2016-08-14,39.34,39.34,39.34,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2016-08-21,39.07,39.07,39.07,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2016-08-28,38.88,38.88,38.88,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2016-09-04,39.16,39.16,39.16,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2016-09-11,37.34,37.34,37.34,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2016-09-18,38.63,38.63,38.63,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2016-09-25,39.18,39.18,39.18,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2016-10-02,39.14,39.14,39.14,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2016-10-09,38.66,38.66,38.66,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2016-10-16,38.91,38.91,38.91,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.85,38.85,38.85,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2016-10-23,38.91,38.91,38.91,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.87,38.87,38.87,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2016-10-30,38.73,38.73,38.73,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2016-11-06,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2016-11-13,39.42,39.42,39.42,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2016-11-20,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2016-11-27,40.96,40.96,40.96,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2016-12-04,42.5,42.5,42.5,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2016-12-11,41.02,41.02,41.02,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2016-12-18,40.94,40.94,40.94,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2016-12-25,41.44,41.44,41.44,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2017-01-01,42.15,42.15,42.15,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2017-01-08,42.78,42.78,42.78,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2017-01-15,42.88,42.88,42.88,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2017-01-22,43.67,43.67,43.67,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2017-01-29,43.37,43.37,43.37,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2017-02-05,43.16,43.16,43.16,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-02-12,43.34,43.34,43.34,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2017-02-19,42.61,42.61,42.61,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2017-02-26,42.61,42.61,42.61,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2017-03-05,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2017-03-12,42.97,42.97,42.97,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2017-03-19,42.41,42.41,42.41,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2017-03-26,42.44,42.44,42.44,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2017-04-02,42.59,42.59,42.59,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2017-04-09,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2017-04-16,41.85,41.85,41.85,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2017-04-23,42.31,42.31,42.31,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2017-04-30,41.41,41.41,41.41,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2017-05-07,41.9,41.9,41.9,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2017-05-14,42.38,42.38,42.38,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2017-05-21,42.41,42.41,42.41,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2017-05-28,42.19,42.19,42.19,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2017-06-04,42.1,42.1,42.1,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2017-06-11,41.15,41.15,41.15,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2017-06-18,40.9,40.9,40.9,0.0,0.0,41.14,41.14,41.14,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2017-06-25,41.55,41.55,41.55,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2017-07-02,41.47,41.47,41.47,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2017-07-09,42.85,42.85,42.85,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.78,42.78,42.78,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2017-07-16,43.22,43.22,43.22,0.0,0.0,43.26,43.26,43.26,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2017-07-23,43.63,43.63,43.63,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2017-07-30,44.12,44.12,44.12,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2017-08-06,43.49,43.49,43.49,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2017-08-13,43.24,43.24,43.24,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2017-08-20,44.11,44.11,44.11,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2017-08-27,44.9,44.9,44.9,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.83,44.83,44.83,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2017-09-03,45.83,45.83,45.83,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2017-09-10,45.63,45.63,45.63,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2017-09-17,45.8,45.8,45.8,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2017-09-24,45.9,45.9,45.9,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2017-10-01,46.22,46.22,46.22,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2017-10-08,46.8,46.8,46.8,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2017-10-15,47.02,47.02,47.02,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2017-10-22,46.53,46.53,46.53,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2017-10-29,47.51,47.51,47.51,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2017-11-05,47.36,47.36,47.36,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2017-11-12,46.27,46.27,46.27,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2017-11-19,47.24,47.24,47.24,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2017-11-26,47.12,47.12,47.12,0.0,0.0,47.4,47.4,47.4,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2017-12-03,46.89,46.89,46.89,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2017-12-10,46.99,46.99,46.99,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2017-12-17,48.31,48.31,48.31,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2017-12-24,49.34,49.34,49.34,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2017-12-31,50.75,50.75,50.75,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.9,50.9,50.9,0.0,0.0
