Date,iShares Global 100_etf_Open_average,iShares Global 100_etf_Open_max,iShares Global 100_etf_Open_min,iShares Global 100_etf_Open_volatility,iShares Global 100_etf_Open_change,iShares Global 100_etf_High_average,iShares Global 100_etf_High_max,iShares Global 100_etf_High_min,iShares Global 100_etf_High_volatility,iShares Global 100_etf_High_change,iShares Global 100_etf_Low_average,iShares Global 100_etf_Low_max,iShares Global 100_etf_Low_min,iShares Global 100_etf_Low_volatility,iShares Global 100_etf_Low_change,iShares Global 100_etf_Close_average,iShares Global 100_etf_Close_max,iShares Global 100_etf_Close_min,iShares Global 100_etf_Close_volatility,iShares Global 100_etf_Close_change
2016-03-20,35.34,35.34,35.34,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2016-03-27,35.52,35.52,35.52,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2016-04-03,35.81,35.81,35.81,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2016-04-10,36.87,36.87,36.87,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2016-04-17,36.85,36.85,36.85,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2016-04-24,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2016-05-01,35.4,35.4,35.4,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2016-05-08,35.76,35.76,35.76,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2016-05-15,35.72,35.72,35.72,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2016-05-22,36.72,36.72,36.72,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2016-05-29,36.52,36.52,36.52,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2016-06-05,36.28,36.28,36.28,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2016-06-12,35.95,35.95,35.95,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2016-06-19,34.38,34.38,34.38,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2016-06-26,35.79,35.79,35.79,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2016-07-03,35.78,35.78,35.78,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2016-07-10,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2016-07-17,36.95,36.95,36.95,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2016-07-24,37.04,37.04,37.04,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2016-07-31,37.09,37.09,37.09,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2016-08-07,37.62,37.62,37.62,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2016-08-14,37.63,37.63,37.63,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2016-08-21,37.54,37.54,37.54,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2016-08-28,37.72,37.72,37.72,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2016-09-04,37.53,37.53,37.53,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2016-09-11,36.99,36.99,36.99,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2016-09-18,37.53,37.53,37.53,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2016-09-25,37.26,37.26,37.26,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2016-10-02,37.58,37.58,37.58,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2016-10-09,37.24,37.24,37.24,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2016-10-16,37.09,37.09,37.09,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2016-10-23,37.17,37.17,37.17,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2016-10-30,36.43,36.43,36.43,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2016-11-06,37.29,37.29,37.29,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2016-11-13,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2016-11-20,37.49,37.49,37.49,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2016-11-27,37.24,37.24,37.24,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2016-12-04,38.49,38.49,38.49,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2016-12-11,39.02,39.02,39.02,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2016-12-18,38.56,38.56,38.56,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2016-12-25,38.62,38.62,38.62,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2017-01-01,38.87,38.87,38.87,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.82,38.82,38.82,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2017-01-08,38.98,38.98,38.98,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2017-01-15,38.72,38.72,38.72,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2017-01-22,39.28,39.28,39.28,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2017-01-29,39.19,39.19,39.19,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2017-02-05,39.35,39.35,39.35,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2017-02-12,39.89,39.89,39.89,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.89,39.89,39.89,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2017-02-19,39.98,39.98,39.98,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2017-02-26,40.51,40.51,40.51,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2017-03-05,40.66,40.66,40.66,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2017-03-12,41.1,41.1,41.1,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2017-03-19,40.67,40.67,40.67,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2017-03-26,40.92,40.92,40.92,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2017-04-02,40.7,40.7,40.7,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2017-04-09,40.47,40.47,40.47,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2017-04-16,40.47,40.47,40.47,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2017-04-23,41.56,41.56,41.56,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-04-30,41.94,41.94,41.94,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2017-05-07,42.21,42.21,42.21,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2017-05-14,42.33,42.33,42.33,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2017-05-21,42.78,42.78,42.78,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2017-05-28,43.12,43.12,43.12,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2017-06-04,43.1,43.1,43.1,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2017-06-11,42.77,42.77,42.77,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2017-06-18,42.24,42.24,42.24,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2017-06-25,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2017-07-02,42.01,42.01,42.01,0.0,0.0,42.21,42.21,42.21,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2017-07-09,42.71,42.71,42.71,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2017-07-16,42.88,42.88,42.88,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2017-07-23,42.73,42.73,42.73,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2017-07-30,43.3,43.3,43.3,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2017-08-06,42.66,42.66,42.66,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2017-08-13,42.5,42.5,42.5,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2017-08-20,42.97,42.97,42.97,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2017-08-27,43.38,43.38,43.38,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.33,43.33,43.33,0.0,0.0
2017-09-03,43.37,43.37,43.37,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2017-09-10,43.85,43.85,43.85,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2017-09-17,44.0,44.0,44.0,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2017-09-24,44.03,44.03,44.03,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2017-10-01,44.46,44.46,44.46,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2017-10-08,44.98,44.98,44.98,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2017-10-15,45.03,45.03,45.03,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2017-10-22,45.12,45.12,45.12,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2017-10-29,45.83,45.83,45.83,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2017-11-05,45.69,45.69,45.69,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2017-11-12,45.49,45.49,45.49,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2017-11-19,46.01,46.01,46.01,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2017-11-26,46.08,46.08,46.08,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.7,45.7,45.7,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2017-12-03,46.08,46.08,46.08,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2017-12-10,46.49,46.49,46.49,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2017-12-17,46.45,46.45,46.45,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2017-12-24,46.54,46.54,46.54,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2017-12-31,47.45,47.45,47.45,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.54,47.54,47.54,0.0,0.0
