Date,First Trust Intl Multi-Asset Diversified IncEtf_Open_average,First Trust Intl Multi-Asset Diversified IncEtf_Open_max,First Trust Intl Multi-Asset Diversified IncEtf_Open_min,First Trust Intl Multi-Asset Diversified IncEtf_Open_volatility,First Trust Intl Multi-Asset Diversified IncEtf_Open_change,First Trust Intl Multi-Asset Diversified IncEtf_High_average,First Trust Intl Multi-Asset Diversified IncEtf_High_max,First Trust Intl Multi-Asset Diversified IncEtf_High_min,First Trust Intl Multi-Asset Diversified IncEtf_High_volatility,First Trust Intl Multi-Asset Diversified IncEtf_High_change,First Trust Intl Multi-Asset Diversified IncEtf_Low_average,First Trust Intl Multi-Asset Diversified IncEtf_Low_max,First Trust Intl Multi-Asset Diversified IncEtf_Low_min,First Trust Intl Multi-Asset Diversified IncEtf_Low_volatility,First Trust Intl Multi-Asset Diversified IncEtf_Low_change,First Trust Intl Multi-Asset Diversified IncEtf_Close_average,First Trust Intl Multi-Asset Diversified IncEtf_Close_max,First Trust Intl Multi-Asset Diversified IncEtf_Close_min,First Trust Intl Multi-Asset Diversified IncEtf_Close_volatility,First Trust Intl Multi-Asset Diversified IncEtf_Close_change
2016-03-27,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2016-04-03,16.63,16.63,16.63,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2016-04-10,16.96,16.96,16.96,0.0,0.0,17.08,17.08,17.08,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2016-04-17,17.09,17.09,17.09,0.0,0.0,17.25,17.25,17.25,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2016-04-24,17.95,17.95,17.95,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2016-05-01,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2016-05-08,16.87,16.87,16.87,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2016-05-15,16.39,16.39,16.39,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2016-05-22,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2016-05-29,16.59,16.59,16.59,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2016-06-05,16.92,16.92,16.92,0.0,0.0,17.01,17.01,17.01,0.0,0.0,16.92,16.92,16.92,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2016-06-12,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2016-06-19,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2016-06-26,17.18,17.18,17.18,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2016-07-03,16.68,16.68,16.68,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2016-07-10,17.26,17.26,17.26,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.31,17.31,17.31,0.0,0.0
2016-07-17,17.11,17.11,17.11,0.0,0.0,17.14,17.14,17.14,0.0,0.0,16.95,16.95,16.95,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2016-07-24,17.23,17.23,17.23,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2016-07-31,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2016-08-07,17.58,17.58,17.58,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2016-08-14,17.61,17.61,17.61,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2016-08-21,17.13,17.13,17.13,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2016-08-28,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2016-09-04,17.2,17.2,17.2,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.04,17.04,17.04,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2016-09-11,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2016-09-18,17.29,17.29,17.29,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.4,17.4,17.4,0.0,0.0
2016-09-25,17.08,17.08,17.08,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2016-10-02,17.01,17.01,17.01,0.0,0.0,17.04,17.04,17.04,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2016-10-09,16.6,16.6,16.6,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2016-10-16,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0
2016-10-23,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.51,16.51,16.51,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2016-10-30,16.34,16.34,16.34,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2016-11-06,16.18,16.18,16.18,0.0,0.0,16.18,16.18,16.18,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2016-11-13,15.66,15.66,15.66,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2016-11-20,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2016-11-27,15.78,15.78,15.78,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2016-12-04,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2016-12-11,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2016-12-18,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2016-12-25,15.96,15.96,15.96,0.0,0.0,16.04,16.04,16.04,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2017-01-01,16.39,16.39,16.39,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2017-01-08,16.29,16.29,16.29,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2017-01-15,16.37,16.37,16.37,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2017-01-22,16.42,16.42,16.42,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2017-01-29,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2017-02-05,16.81,16.81,16.81,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.81,16.81,16.81,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2017-02-12,16.86,16.86,16.86,0.0,0.0,17.12,17.12,17.12,0.0,0.0,16.86,16.86,16.86,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2017-02-19,17.15,17.15,17.15,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2017-02-26,16.83,16.83,16.83,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2017-03-05,16.95,16.95,16.95,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.95,16.95,16.95,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2017-03-12,17.09,17.09,17.09,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2017-03-19,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2017-03-26,17.5,17.5,17.5,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.53,17.53,17.53,0.0,0.0
2017-04-02,17.5,17.5,17.5,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.53,17.53,17.53,0.0,0.0
2017-04-09,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2017-04-16,17.22,17.22,17.22,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2017-04-23,17.47,17.47,17.47,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2017-04-30,17.26,17.26,17.26,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2017-05-07,17.59,17.59,17.59,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2017-05-14,17.4,17.4,17.4,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2017-05-21,17.62,17.62,17.62,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2017-05-28,17.88,17.88,17.88,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2017-06-04,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0
2017-06-11,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2017-06-18,17.96,17.96,17.96,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2017-06-25,17.95,17.95,17.95,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2017-07-02,17.75,17.75,17.75,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2017-07-09,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2017-07-16,18.54,18.54,18.54,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-07-23,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2017-07-30,18.49,18.49,18.49,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-08-06,18.38,18.38,18.38,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2017-08-13,18.15,18.15,18.15,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2017-08-20,18.68,18.68,18.68,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2017-08-27,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2017-09-03,18.89,18.89,18.89,0.0,0.0,19.01,19.01,19.01,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2017-09-10,18.8,18.8,18.8,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2017-09-17,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2017-09-24,18.64,18.64,18.64,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2017-10-01,18.67,18.67,18.67,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2017-10-08,19.0,19.0,19.0,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2017-10-15,18.76,18.76,18.76,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2017-10-22,18.28,18.28,18.28,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2017-10-29,18.57,18.57,18.57,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2017-11-05,18.73,18.73,18.73,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2017-11-12,18.61,18.61,18.61,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2017-11-19,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2017-11-26,18.3,18.3,18.3,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.32,18.32,18.32,0.0,0.0
2017-12-03,18.36,18.36,18.36,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2017-12-10,18.44,18.44,18.44,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2017-12-17,18.58,18.58,18.58,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2017-12-24,18.52,18.52,18.52,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2017-12-31,19.15,19.15,19.15,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.89,18.89,18.89,0.0,0.0,19.16,19.16,19.16,0.0,0.0
