Date,FlexShares Morningstar Emerging Markets Factors TiEtf_Open_average,FlexShares Morningstar Emerging Markets Factors TiEtf_Open_max,FlexShares Morningstar Emerging Markets Factors TiEtf_Open_min,FlexShares Morningstar Emerging Markets Factors TiEtf_Open_volatility,FlexShares Morningstar Emerging Markets Factors TiEtf_Open_change,FlexShares Morningstar Emerging Markets Factors TiEtf_High_average,FlexShares Morningstar Emerging Markets Factors TiEtf_High_max,FlexShares Morningstar Emerging Markets Factors TiEtf_High_min,FlexShares Morningstar Emerging Markets Factors TiEtf_High_volatility,FlexShares Morningstar Emerging Markets Factors TiEtf_High_change,FlexShares Morningstar Emerging Markets Factors TiEtf_Low_average,FlexShares Morningstar Emerging Markets Factors TiEtf_Low_max,FlexShares Morningstar Emerging Markets Factors TiEtf_Low_min,FlexShares Morningstar Emerging Markets Factors TiEtf_Low_volatility,FlexShares Morningstar Emerging Markets Factors TiEtf_Low_change,FlexShares Morningstar Emerging Markets Factors TiEtf_Close_average,FlexShares Morningstar Emerging Markets Factors TiEtf_Close_max,FlexShares Morningstar Emerging Markets Factors TiEtf_Close_min,FlexShares Morningstar Emerging Markets Factors TiEtf_Close_volatility,FlexShares Morningstar Emerging Markets Factors TiEtf_Close_change
2016-06-05,43.72,43.72,43.72,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2016-06-12,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2016-06-19,43.53,43.53,43.53,0.0,0.0,43.53,43.53,43.53,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2016-06-26,44.52,44.52,44.52,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2016-07-03,44.27,44.27,44.27,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2016-07-10,45.87,45.87,45.87,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2016-07-17,45.85,45.85,45.85,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2016-07-24,46.5,46.5,46.5,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2016-07-31,47.05,47.05,47.05,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2016-08-07,48.28,48.28,48.28,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2016-08-14,48.01,48.01,48.01,0.0,0.0,48.32,48.32,48.32,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2016-08-21,47.73,47.73,47.73,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2016-08-28,48.18,48.18,48.18,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2016-09-04,48.24,48.24,48.24,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2016-09-11,47.23,47.23,47.23,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2016-09-18,48.21,48.21,48.21,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2016-09-25,47.82,47.82,47.82,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.82,47.82,47.82,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2016-10-02,48.59,48.59,48.59,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2016-10-09,47.59,47.59,47.59,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2016-10-16,48.19,48.19,48.19,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2016-10-23,47.79,47.79,47.79,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2016-10-30,46.57,46.57,46.57,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2016-11-06,45.45,45.45,45.45,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2016-11-13,45.39,45.39,45.39,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2016-11-20,46.17,46.17,46.17,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2016-11-27,46.19,46.19,46.19,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2016-12-04,46.87,46.87,46.87,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2016-12-11,46.02,46.02,46.02,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2016-12-18,44.8,44.8,44.8,0.0,0.0,45.14,45.14,45.14,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2016-12-25,46.19,46.19,46.19,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2017-01-01,46.98,46.98,46.98,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2017-01-08,47.74,47.74,47.74,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2017-01-15,47.72,47.72,47.72,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2017-01-22,48.97,48.97,48.97,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2017-01-29,49.16,49.16,49.16,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2017-02-05,49.57,49.57,49.57,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2017-02-12,50.05,50.05,50.05,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2017-02-19,50.4,50.4,50.4,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2017-02-26,50.13,50.13,50.13,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2017-03-05,49.75,49.75,49.75,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2017-03-12,51.9,51.9,51.9,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2017-03-19,52.08,52.08,52.08,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2017-03-26,51.75,51.75,51.75,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2017-04-02,51.76,51.76,51.76,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2017-04-09,51.8,51.8,51.8,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2017-04-16,51.58,51.58,51.58,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2017-04-23,52.17,52.17,52.17,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2017-04-30,51.9,51.9,51.9,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2017-05-07,52.93,52.93,52.93,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.65,52.65,52.65,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2017-05-14,52.51,52.51,52.51,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2017-05-21,53.4,53.4,53.4,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2017-05-28,53.91,53.91,53.91,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2017-06-04,53.86,53.86,53.86,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2017-06-11,53.01,53.01,53.01,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2017-06-18,52.89,52.89,52.89,0.0,0.0,53.32,53.32,53.32,0.0,0.0,52.89,52.89,52.89,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2017-06-25,53.28,53.28,53.28,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2017-07-02,53.34,53.34,53.34,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2017-07-09,55.19,55.19,55.19,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2017-07-16,55.73,55.73,55.73,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2017-07-23,55.46,55.46,55.46,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2017-07-30,55.96,55.96,55.96,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2017-08-06,54.33,54.33,54.33,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2017-08-13,55.17,55.17,55.17,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2017-08-20,56.74,56.74,56.74,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2017-08-27,57.21,57.21,57.21,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2017-09-03,57.38,57.38,57.38,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2017-09-10,57.98,57.98,57.98,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.71,57.71,57.71,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2017-09-17,57.1,57.1,57.1,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2017-09-24,55.91,55.91,55.91,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.25,56.25,56.25,0.0,0.0
2017-10-01,57.1,57.1,57.1,0.0,0.0,57.18,57.18,57.18,0.0,0.0,56.93,56.93,56.93,0.0,0.0,57.12,57.12,57.12,0.0,0.0
2017-10-08,58.24,58.24,58.24,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2017-10-15,57.81,57.81,57.81,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2017-10-22,57.42,57.42,57.42,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2017-10-29,58.08,58.08,58.08,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.95,57.95,57.95,0.0,0.0
2017-11-05,57.93,57.93,57.93,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.74,57.74,57.74,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2017-11-12,58.07,58.07,58.07,0.0,0.0,58.36,58.36,58.36,0.0,0.0,57.86,57.86,57.86,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2017-11-19,59.3,59.3,59.3,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2017-11-26,58.89,58.89,58.89,0.0,0.0,58.89,58.89,58.89,0.0,0.0,57.18,57.18,57.18,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2017-12-03,57.18,57.18,57.18,0.0,0.0,57.18,57.18,57.18,0.0,0.0,56.96,56.96,56.96,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2017-12-10,57.26,57.26,57.26,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2017-12-17,58.3,58.3,58.3,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2017-12-24,59.81,59.81,59.81,0.0,0.0,60.15,60.15,60.15,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2017-12-31,61.5,61.5,61.5,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.66,61.66,61.66,0.0,0.0
