Date,SDStock_Open_average,SDStock_Open_max,SDStock_Open_min,SDStock_Open_volatility,SDStock_Open_change,SDStock_High_average,SDStock_High_max,SDStock_High_min,SDStock_High_volatility,SDStock_High_change,SDStock_Low_average,SDStock_Low_max,SDStock_Low_min,SDStock_Low_volatility,SDStock_Low_change,SDStock_Close_average,SDStock_Close_max,SDStock_Close_min,SDStock_Close_volatility,SDStock_Close_change,SDStock_Volume_average,SDStock_Volume_max,SDStock_Volume_min,SDStock_Volume_volatility,SDStock_Volume_change
2016-01-03,0.136,0.19,0.03,0.16,-0.16,0.154,0.2,0.08,0.12000000000000001,-0.12000000000000001,0.112,0.18,0.03,0.15,-0.15,0.122,0.18,0.03,0.15,-0.09999999999999999,67880408,161559680,9064563,152495117,118752868
2016-01-10,0.07,0.08,0.06,0.020000000000000004,-0.020000000000000004,0.08,0.11,0.07,0.039999999999999994,-0.039999999999999994,0.057999999999999996,0.06,0.05,0.009999999999999995,-0.009999999999999995,0.068,0.07,0.06,0.010000000000000009,0.0,23255824,40332116,18098672,22233444,-19467612
2016-01-17,0.0625,0.07,0.05,0.020000000000000004,0.0,0.0675,0.08,0.06,0.020000000000000004,-0.009999999999999995,0.055,0.06,0.05,0.009999999999999995,0.0,0.06,0.07,0.05,0.020000000000000004,0.010000000000000009,14283303,19386096,9053420,10332676,-39332
2016-01-24,0.044,0.06,0.03,0.03,-0.019999999999999997,0.046,0.06,0.04,0.019999999999999997,-0.019999999999999997,0.032,0.04,0.03,0.010000000000000002,-0.010000000000000002,0.036,0.05,0.03,0.020000000000000004,-0.020000000000000004,44214281,82992600,14284408,68708192,-24161164
2016-01-31,0.032,0.04,0.03,0.010000000000000002,0.010000000000000002,0.038,0.04,0.03,0.010000000000000002,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,8327063,19206868,3354896,15851972,-13828812
2016-02-07,0.034,0.04,0.03,0.010000000000000002,-0.010000000000000002,0.036,0.04,0.03,0.010000000000000002,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,7354318,9907244,5104363,4802881,4525407
2016-02-14,0.045,0.06,0.04,0.019999999999999997,0.0,0.0525,0.06,0.04,0.019999999999999997,0.010000000000000002,0.04,0.04,0.04,0.0,0.0,0.0475,0.06,0.04,0.019999999999999997,0.010000000000000002,16294921,27478148,4982019,22496129,-9632652
2016-02-21,0.046,0.05,0.04,0.010000000000000002,-0.010000000000000002,0.05,0.06,0.04,0.019999999999999997,-0.019999999999999997,0.042,0.05,0.04,0.010000000000000002,-0.010000000000000002,0.044000000000000004,0.05,0.04,0.010000000000000002,-0.010000000000000002,8793960,12458743,3370700,9088043,-9088043
2016-02-28,0.042,0.05,0.04,0.010000000000000002,0.010000000000000002,0.048,0.07,0.04,0.030000000000000006,0.030000000000000006,0.042,0.05,0.04,0.010000000000000002,0.010000000000000002,0.048,0.07,0.04,0.030000000000000006,0.030000000000000006,11122388,23479064,2651242,20827822,20827822
2016-03-06,0.11,0.14,0.08,0.06000000000000001,0.020000000000000004,0.134,0.15,0.11,0.039999999999999994,-0.039999999999999994,0.094,0.11,0.07,0.039999999999999994,0.03,0.11,0.14,0.1,0.04000000000000001,-0.04000000000000001,27294399,53380624,12030298,41350326,-41350326
2016-03-13,0.104,0.13,0.08,0.05,0.01999999999999999,0.116,0.15,0.09,0.06,0.04000000000000001,0.09,0.11,0.07,0.039999999999999994,0.010000000000000009,0.094,0.11,0.08,0.03,0.010000000000000009,16707785,27946516,10715524,17230992,8696899
2016-03-20,0.11,0.11,0.11,0.0,0.0,0.1175,0.12,0.11,0.009999999999999995,0.009999999999999995,0.10500000000000001,0.11,0.1,0.009999999999999995,0.0,0.11,0.11,0.11,0.0,0.0,6842114,7861820,5727692,2134128,150862
2016-03-27,0.08600000000000001,0.11,0.05,0.06,-0.06,0.096,0.12,0.06,0.06,-0.06,0.074,0.11,0.04,0.07,-0.07,0.082,0.12,0.05,0.06999999999999999,-0.06999999999999999,23343885,56967056,6909307,50057749,2918808
2016-04-03,0.057999999999999996,0.06,0.05,0.009999999999999995,0.009999999999999995,0.062,0.07,0.06,0.010000000000000009,0.010000000000000009,0.056,0.06,0.05,0.009999999999999995,0.009999999999999995,0.06,0.06,0.06,0.0,0.0,4965105,8593625,2271263,6322362,912664
2016-04-10,0.07,0.08,0.06,0.020000000000000004,0.010000000000000009,0.08,0.09,0.07,0.01999999999999999,0.009999999999999995,0.066,0.07,0.06,0.010000000000000009,0.0,0.07200000000000001,0.08,0.07,0.009999999999999995,0.0,8628261,16165891,4422676,11743215,4062786
2016-04-17,0.062,0.07,0.06,0.010000000000000009,0.010000000000000009,0.068,0.07,0.06,0.010000000000000009,0.010000000000000009,0.06,0.07,0.05,0.020000000000000004,0.020000000000000004,0.064,0.07,0.06,0.010000000000000009,0.010000000000000009,5776387,11233518,4006038,7227480,-7223589
