Date,SPDR S&P Metals & Mining_etf_Open_average,SPDR S&P Metals & Mining_etf_Open_max,SPDR S&P Metals & Mining_etf_Open_min,SPDR S&P Metals & Mining_etf_Open_volatility,SPDR S&P Metals & Mining_etf_Open_change,SPDR S&P Metals & Mining_etf_High_average,SPDR S&P Metals & Mining_etf_High_max,SPDR S&P Metals & Mining_etf_High_min,SPDR S&P Metals & Mining_etf_High_volatility,SPDR S&P Metals & Mining_etf_High_change,SPDR S&P Metals & Mining_etf_Low_average,SPDR S&P Metals & Mining_etf_Low_max,SPDR S&P Metals & Mining_etf_Low_min,SPDR S&P Metals & Mining_etf_Low_volatility,SPDR S&P Metals & Mining_etf_Low_change,SPDR S&P Metals & Mining_etf_Close_average,SPDR S&P Metals & Mining_etf_Close_max,SPDR S&P Metals & Mining_etf_Close_min,SPDR S&P Metals & Mining_etf_Close_volatility,SPDR S&P Metals & Mining_etf_Close_change
2016-05-08,21.4,21.4,21.4,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2016-05-15,21.0,21.0,21.0,0.0,0.0,21.09,21.09,21.09,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2016-05-22,21.65,21.65,21.65,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2016-05-29,22.5,22.5,22.5,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.46,22.46,22.46,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2016-06-05,23.5,23.5,23.5,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2016-06-12,23.8,23.8,23.8,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2016-06-19,23.65,23.65,23.65,0.0,0.0,23.73,23.73,23.73,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2016-06-26,24.41,24.41,24.41,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.39,24.39,24.39,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2016-07-03,25.42,25.42,25.42,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.42,25.42,25.42,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2016-07-10,27.84,27.84,27.84,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.75,27.75,27.75,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2016-07-17,26.76,26.76,26.76,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.61,26.61,26.61,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2016-07-24,28.77,28.77,28.77,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.55,28.55,28.55,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2016-07-31,28.59,28.59,28.59,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2016-08-07,28.11,28.11,28.11,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2016-08-14,27.48,27.48,27.48,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2016-08-21,26.5,26.5,26.5,0.0,0.0,26.95,26.95,26.95,0.0,0.0,25.89,25.89,25.89,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2016-08-28,26.41,26.41,26.41,0.0,0.0,26.74,26.74,26.74,0.0,0.0,25.82,25.82,25.82,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2016-09-04,26.34,26.34,26.34,0.0,0.0,26.38,26.38,26.38,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2016-09-11,24.0,24.0,24.0,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2016-09-18,26.43,26.43,26.43,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2016-09-25,26.81,26.81,26.81,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2016-10-02,25.83,25.83,25.83,0.0,0.0,25.95,25.95,25.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2016-10-09,24.77,24.77,24.77,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2016-10-16,25.61,25.61,25.61,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2016-10-23,24.87,24.87,24.87,0.0,0.0,25.34,25.34,25.34,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2016-10-30,25.5,25.5,25.5,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.4,25.4,25.4,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2016-11-06,29.11,29.11,29.11,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2016-11-13,29.52,29.52,29.52,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2016-11-20,31.83,31.83,31.83,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2016-11-27,31.08,31.08,31.08,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.05,31.05,31.05,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2016-12-04,33.86,33.86,33.86,0.0,0.0,33.95,33.95,33.95,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2016-12-11,31.88,31.88,31.88,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2016-12-18,31.01,31.01,31.01,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2016-12-25,31.58,31.58,31.58,0.0,0.0,31.73,31.73,31.73,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2017-01-01,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2017-01-08,32.1,32.1,32.1,0.0,0.0,32.59,32.59,32.59,0.0,0.0,31.87,31.87,31.87,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2017-01-15,32.52,32.52,32.52,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2017-01-22,33.36,33.36,33.36,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2017-01-29,33.45,33.45,33.45,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2017-02-05,34.4,34.4,34.4,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2017-02-12,34.4,34.4,34.4,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2017-02-19,32.3,32.3,32.3,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2017-02-26,31.89,31.89,31.89,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2017-03-05,30.09,30.09,30.09,0.0,0.0,30.33,30.33,30.33,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2017-03-12,31.21,31.21,31.21,0.0,0.0,31.58,31.58,31.58,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2017-03-19,30.07,30.07,30.07,0.0,0.0,30.23,30.23,30.23,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2017-03-26,30.2,30.2,30.2,0.0,0.0,30.6,30.6,30.6,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2017-04-02,30.53,30.53,30.53,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2017-04-09,30.27,30.27,30.27,0.0,0.0,30.43,30.43,30.43,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2017-04-16,29.87,29.87,29.87,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2017-04-23,30.13,30.13,30.13,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2017-04-30,28.4,28.4,28.4,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2017-05-07,28.8,28.8,28.8,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2017-05-14,28.85,28.85,28.85,0.0,0.0,29.37,29.37,29.37,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2017-05-21,29.46,29.46,29.46,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2017-05-28,29.16,29.16,29.16,0.0,0.0,29.28,29.28,29.28,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2017-06-04,30.25,30.25,30.25,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.89,29.89,29.89,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2017-06-11,28.23,28.23,28.23,0.0,0.0,28.61,28.61,28.61,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2017-06-18,28.95,28.95,28.95,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.51,28.51,28.51,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2017-06-25,30.0,30.0,30.0,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2017-07-02,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2017-07-09,31.15,31.15,31.15,0.0,0.0,31.27,31.27,31.27,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2017-07-16,31.7,31.7,31.7,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2017-07-23,31.59,31.59,31.59,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2017-07-30,30.66,30.66,30.66,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2017-08-06,30.0,30.0,30.0,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.7,29.7,29.7,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2017-08-13,29.89,29.89,29.89,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2017-08-20,31.43,31.43,31.43,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2017-08-27,32.52,32.52,32.52,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2017-09-03,32.67,32.67,32.67,0.0,0.0,32.71,32.71,32.71,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2017-09-10,31.56,31.56,31.56,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2017-09-17,31.56,31.56,31.56,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2017-09-24,32.09,32.09,32.09,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2017-10-01,32.68,32.68,32.68,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2017-10-08,33.04,33.04,33.04,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2017-10-15,33.07,33.07,33.07,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2017-10-22,32.42,32.42,32.42,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2017-10-29,31.99,31.99,31.99,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2017-11-05,31.18,31.18,31.18,0.0,0.0,31.32,31.32,31.32,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2017-11-12,30.51,30.51,30.51,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2017-11-19,31.72,31.72,31.72,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2017-11-26,32.01,32.01,32.01,0.0,0.0,32.49,32.49,32.49,0.0,0.0,31.63,31.63,31.63,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2017-12-03,32.48,32.48,32.48,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2017-12-10,33.1,33.1,33.1,0.0,0.0,33.26,33.26,33.26,0.0,0.0,32.72,32.72,32.72,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2017-12-17,35.3,35.3,35.3,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2017-12-24,36.5,36.5,36.5,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2017-12-31,37.69,37.69,37.69,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.62,37.62,37.62,0.0,0.0
