Date,ProShares S&P 500 ex EnergyEtf_Open_average,ProShares S&P 500 ex EnergyEtf_Open_max,ProShares S&P 500 ex EnergyEtf_Open_min,ProShares S&P 500 ex EnergyEtf_Open_volatility,ProShares S&P 500 ex EnergyEtf_Open_change,ProShares S&P 500 ex EnergyEtf_High_average,ProShares S&P 500 ex EnergyEtf_High_max,ProShares S&P 500 ex EnergyEtf_High_min,ProShares S&P 500 ex EnergyEtf_High_volatility,ProShares S&P 500 ex EnergyEtf_High_change,ProShares S&P 500 ex EnergyEtf_Low_average,ProShares S&P 500 ex EnergyEtf_Low_max,ProShares S&P 500 ex EnergyEtf_Low_min,ProShares S&P 500 ex EnergyEtf_Low_volatility,ProShares S&P 500 ex EnergyEtf_Low_change,ProShares S&P 500 ex EnergyEtf_Close_average,ProShares S&P 500 ex EnergyEtf_Close_max,ProShares S&P 500 ex EnergyEtf_Close_min,ProShares S&P 500 ex EnergyEtf_Close_volatility,ProShares S&P 500 ex EnergyEtf_Close_change
2016-03-13,42.46,42.46,42.46,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2016-03-20,41.83,41.83,41.83,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2016-03-27,42.75,42.75,42.75,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2016-04-03,42.53,42.53,42.53,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2016-04-10,43.01,43.01,43.01,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2016-04-17,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2016-04-24,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2016-05-01,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2016-05-08,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2016-05-15,42.46,42.46,42.46,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-05-22,43.33,43.33,43.33,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2016-05-29,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2016-06-05,43.37,43.37,43.37,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2016-06-12,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2016-06-19,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2016-06-26,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2016-07-03,43.64,43.64,43.64,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2016-07-10,44.58,44.58,44.58,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2016-07-17,44.73,44.73,44.73,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2016-07-24,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2016-07-31,45.05,45.05,45.05,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2016-08-07,44.95,44.95,44.95,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2016-08-14,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2016-08-21,44.96,44.96,44.96,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2016-08-28,45.07,45.07,45.07,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2016-09-04,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2016-09-11,44.08,44.08,44.08,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2016-09-18,44.72,44.72,44.72,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2016-09-25,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2016-10-02,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2016-10-09,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2016-10-16,44.06,44.06,44.06,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2016-10-23,44.17,44.17,44.17,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2016-10-30,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2016-11-06,44.62,44.62,44.62,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2016-11-13,44.89,44.89,44.89,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2016-11-20,45.37,45.37,45.37,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2016-11-27,45.24,45.24,45.24,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2016-12-04,46.57,46.57,46.57,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2016-12-11,46.75,46.75,46.75,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2016-12-18,46.74,46.74,46.74,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2016-12-25,46.07,46.07,46.07,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2017-01-01,46.82,46.82,46.82,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2017-01-08,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2017-01-15,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.59,46.59,46.59,0.0,0.0
2017-01-22,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2017-01-29,46.97,46.97,46.97,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2017-02-05,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2017-02-12,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2017-02-19,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2017-02-26,49.43,49.43,49.43,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2017-03-05,49.36,49.36,49.36,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2017-03-12,49.59,49.59,49.59,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2017-03-19,48.75,48.75,48.75,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2017-03-26,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2017-04-02,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2017-04-09,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2017-04-16,49.11,49.11,49.11,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2017-04-23,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2017-04-30,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2017-05-07,49.75,49.75,49.75,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-05-14,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2017-05-21,50.55,50.55,50.55,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2017-05-28,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2017-06-04,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2017-06-11,50.68,50.68,50.68,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.68,50.68,50.68,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2017-06-18,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2017-06-25,50.59,50.59,50.59,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2017-07-02,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2017-07-09,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-07-16,51.57,51.57,51.57,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2017-07-23,51.68,51.68,51.68,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2017-07-30,51.67,51.67,51.67,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2017-08-06,51.8,51.8,51.8,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2017-08-13,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2017-08-20,51.38,51.38,51.38,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2017-08-27,52.11,52.11,52.11,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2017-09-03,51.71,51.71,51.71,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2017-09-10,52.21,52.21,52.21,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2017-09-17,52.22,52.22,52.22,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2017-09-24,52.27,52.27,52.27,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2017-10-01,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2017-10-08,53.5,53.5,53.5,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2017-10-15,53.6,53.6,53.6,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2017-10-22,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2017-10-29,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2017-11-05,53.72,53.72,53.72,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2017-11-12,54.06,54.06,54.06,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2017-11-19,54.71,54.71,54.71,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2017-11-26,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2017-12-03,54.87,54.87,54.87,0.0,0.0,55.13,55.13,55.13,0.0,0.0,44.29,44.29,44.29,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2017-12-10,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2017-12-17,56.23,56.23,56.23,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2017-12-24,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2017-12-31,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0
