Date,AYI_stock_Open_average,AYI_stock_Open_max,AYI_stock_Open_min,AYI_stock_Open_volatility,AYI_stock_Open_change,AYI_stock_High_average,AYI_stock_High_max,AYI_stock_High_min,AYI_stock_High_volatility,AYI_stock_High_change,AYI_stock_Low_average,AYI_stock_Low_max,AYI_stock_Low_min,AYI_stock_Low_volatility,AYI_stock_Low_change,AYI_stock_Close_average,AYI_stock_Close_max,AYI_stock_Close_min,AYI_stock_Close_volatility,AYI_stock_Close_change,AYI_stock_Volume_average,AYI_stock_Volume_max,AYI_stock_Volume_min,AYI_stock_Volume_volatility,AYI_stock_Volume_change
2016-01-03,229.762,234.88,223.0,11.879999999999995,-8.539999999999992,232.0,237.88,225.3,12.579999999999984,-7.909999999999997,223.036,232.76,204.56,28.19999999999999,-23.75,227.728,236.17,215.48,20.689999999999998,-17.730000000000018,787744,1929242,356699,1572543,1434909
2016-01-10,208.144,218.87,199.51,19.360000000000014,-15.77000000000001,211.314,220.65,205.96,14.689999999999998,-14.689999999999998,201.33,205.61,198.71,6.900000000000006,-4.530000000000001,205.014,209.11,199.57,9.54000000000002,-3.2700000000000102,700395,1087020,535560,551460,-467721
2016-01-17,202.5,204.84,199.82,5.02000000000001,-5.02000000000001,204.7575,207.34,203.13,4.210000000000008,-4.069999999999993,198.2825,202.91,195.7,7.210000000000008,-5.219999999999999,201.2375,206.51,196.63,9.879999999999995,-6.939999999999998,631446,733255,509788,223467,-223467
2016-01-24,194.602,198.75,190.1,8.650000000000006,-8.650000000000006,198.82,202.48,197.08,5.399999999999977,3.259999999999991,191.434,193.85,188.74,5.109999999999985,-2.569999999999993,194.718,202.43,189.78,12.650000000000006,10.050000000000011,516700,825006,301628,523378,455155
2016-01-31,197.082,199.9,193.3,6.599999999999994,-4.990000000000009,198.976,202.1,195.59,6.509999999999991,-6.509999999999991,192.668,198.77,182.85,15.920000000000016,-15.920000000000016,194.168,200.16,184.35,15.810000000000002,-15.810000000000002,538683,776547,417885,358662,333676
2016-02-07,178.768,181.29,175.37,5.9199999999999875,-4.340000000000003,182.18800000000002,184.33,179.49,4.840000000000003,-1.8199999999999932,174.834,180.74,169.42,11.320000000000022,0.37999999999999545,179.02,183.06,175.13,7.930000000000007,2.460000000000008,733172,1076710,543296,533414,-131901
2016-02-14,189.5275,195.77,182.22,13.550000000000011,10.75,193.2825,196.78,186.55,10.22999999999999,7.329999999999984,187.26749999999998,192.82,181.01,11.810000000000002,7.0800000000000125,191.51999999999998,194.84,185.89,8.950000000000017,5.170000000000016,584368,811946,466968,344978,-7148
2016-02-21,197.748,205.96,193.1,12.860000000000014,12.860000000000014,201.764,209.65,196.91,12.740000000000009,11.450000000000017,196.91,205.53,191.95,13.580000000000013,12.430000000000007,200.94,208.74,196.75,11.990000000000009,11.219999999999999,475624,572338,404743,167595,-121798
2016-02-28,215.82,222.42,208.96,13.45999999999998,13.45999999999998,218.966,222.84,211.29,11.550000000000011,11.550000000000011,213.102,217.69,207.45,10.240000000000009,10.240000000000009,217.854,222.13,209.43,12.699999999999989,10.870000000000005,577857,755188,446218,308970,-29746
2016-03-06,215.206,219.59,213.38,6.210000000000008,-5.780000000000001,217.494,221.12,216.16,4.960000000000008,-4.960000000000008,211.556,212.51,209.06,3.4499999999999886,-0.29999999999998295,214.374,215.65,212.53,3.1200000000000045,0.36000000000001364,429533,670632,284492,386140,-329509
2016-03-13,218.342,224.27,213.28,10.990000000000009,10.670000000000016,221.924,225.18,216.66,8.52000000000001,7.610000000000014,216.622,219.62,213.28,6.340000000000003,4.980000000000018,220.358,224.62,215.93,8.689999999999998,4.310000000000002,608883,1189472,338295,851177,851177
2016-03-20,219.34,220.82,217.43,3.3899999999999864,-2.8100000000000023,221.72750000000002,223.86,220.4,3.460000000000008,-0.6899999999999977,216.99,218.87,212.93,5.939999999999998,-5.689999999999998,218.625,221.04,214.91,6.1299999999999955,-6.1299999999999955,353939,459438,229785,229653,-10252
2016-03-27,216.288,220.0,215.03,4.969999999999999,1.039999999999992,219.756,223.87,217.74,6.1299999999999955,6.1299999999999955,214.012,215.49,212.6,2.890000000000015,2.890000000000015,218.344,223.34,215.52,7.819999999999993,7.819999999999993,438348,618730,324319,294411,138719
2016-04-03,238.302,254.78,217.47,37.31,28.620000000000005,243.056,258.12,223.16,34.96000000000001,29.02000000000001,233.204,246.2,217.47,28.72999999999999,28.169999999999987,239.688,254.85,220.17,34.68000000000001,29.950000000000017,986374,1600525,507041,1093484,73049
2016-04-10,253.022,256.05,250.06,5.990000000000009,4.289999999999992,255.652,257.13,253.53,3.5999999999999943,3.3499999999999943,250.526,253.59,247.4,6.189999999999998,6.189999999999998,253.242,256.69,248.17,8.52000000000001,8.52000000000001,403097,522909,287318,235591,-180007
2016-04-17,257.49399999999997,260.0,254.84,5.159999999999997,-0.8899999999999864,259.464,260.83,257.37,3.4599999999999795,-3.1100000000000136,255.668,257.2,254.02,3.1799999999999784,-1.1000000000000227,257.404,259.54,255.6,3.940000000000026,-2.25,302910,383530,232222,151308,97889
2016-04-24,252.97,256.21,245.93,10.279999999999973,-10.159999999999968,254.648,257.93,246.8,11.129999999999995,-9.449999999999989,248.73,253.85,239.4,14.449999999999989,-12.609999999999985,250.842,256.48,243.89,12.590000000000032,-9.01000000000002,529193,685261,318437,366824,294948
2016-05-01,243.504,245.35,240.49,4.859999999999985,-1.710000000000008,245.35399999999998,245.99,243.98,2.0100000000000193,-0.3100000000000023,241.874,242.9,240.0,2.9000000000000057,0.4000000000000057,243.826,245.51,242.18,3.329999999999984,0.3199999999999932,2109924,8821510,285522,8535988,-8535988
2016-05-08,250.114,253.77,245.0,8.77000000000001,5.8799999999999955,253.15,255.04,250.16,4.8799999999999955,2.920000000000016,248.13400000000001,250.49,245.0,5.490000000000009,1.240000000000009,250.49800000000002,252.36,247.34,5.02000000000001,-1.4699999999999989,347605,414498,265606,148892,-83865
2016-05-15,248.18,251.78,246.25,5.530000000000001,0.6299999999999955,251.248,253.39,247.41,5.97999999999999,-0.789999999999992,245.92600000000002,247.35,243.19,4.159999999999997,-1.2699999999999818,248.85,251.52,245.9,5.6200000000000045,-0.6800000000000068,338360,374901,268534,106367,-26890
2016-05-22,254.484,257.02,250.43,6.589999999999975,5.699999999999989,256.826,258.27,252.89,5.3799999999999955,4.199999999999989,252.682,255.12,249.92,5.200000000000017,5.200000000000017,254.852,256.21,250.94,5.269999999999982,5.269999999999982,251696,360511,145625,214886,-126303
2016-05-29,255.83749999999998,258.78,253.37,5.409999999999968,-3.9499999999999886,258.33,264.0,255.01,8.990000000000009,-8.990000000000009,253.71,257.32,251.08,6.239999999999981,-6.239999999999981,256.1,259.04,254.69,4.350000000000023,-4.350000000000023,424653,706697,261633,445064,-445064
2016-06-05,255.984,258.55,252.56,5.990000000000009,1.740000000000009,258.23,260.26,255.66,4.599999999999994,1.1900000000000261,253.82399999999998,257.08,251.07,6.009999999999991,-0.9000000000000057,255.926,259.45,251.59,7.859999999999985,-0.46000000000000796,299270,418329,226747,191582,-127736
2016-06-12,248.386,249.95,246.78,3.1699999999999875,-2.990000000000009,250.72,255.49,248.19,7.300000000000011,-7.300000000000011,246.39600000000002,249.19,244.05,5.139999999999986,-5.139999999999986,247.916,251.03,244.58,6.449999999999989,-6.449999999999989,329652,485017,239920,245097,196472
