Date,GOLD_stock_Open_average,GOLD_stock_Open_max,GOLD_stock_Open_min,GOLD_stock_Open_volatility,GOLD_stock_Open_change,GOLD_stock_High_average,GOLD_stock_High_max,GOLD_stock_High_min,GOLD_stock_High_volatility,GOLD_stock_High_change,GOLD_stock_Low_average,GOLD_stock_Low_max,GOLD_stock_Low_min,GOLD_stock_Low_volatility,GOLD_stock_Low_change,GOLD_stock_Close_average,GOLD_stock_Close_max,GOLD_stock_Close_min,GOLD_stock_Close_volatility,GOLD_stock_Close_change,GOLD_stock_Volume_average,GOLD_stock_Volume_max,GOLD_stock_Volume_min,GOLD_stock_Volume_volatility,GOLD_stock_Volume_change
2016-01-03,8.006,8.48,7.69,0.79,0.79,8.256,8.83,7.83,1.0,0.8199999999999994,7.904,8.29,7.59,0.6999999999999993,0.6899999999999995,8.102,8.75,7.65,1.0999999999999996,0.6699999999999999,23232375,38298520,10416429,27882091,6701871
2016-01-10,8.042,8.46,7.82,0.6400000000000006,-0.47000000000000064,8.188,8.52,8.04,0.4800000000000004,-0.4800000000000004,7.734,7.95,7.44,0.5099999999999998,-0.1800000000000006,7.914,8.15,7.58,0.5700000000000003,-0.25,24638746,33732392,20811168,12921224,10640750
2016-01-17,7.945,8.1,7.8,0.2999999999999998,0.13999999999999968,8.305,8.64,7.98,0.6600000000000001,0.6600000000000001,7.765,8.09,7.38,0.71,0.71,8.1525,8.58,7.59,0.9900000000000002,0.9900000000000002,26731821,30794002,23255172,7538830,-7538830
2016-01-24,9.294,9.53,8.74,0.7899999999999991,0.7599999999999998,9.734,9.95,9.34,0.6099999999999994,0.6099999999999994,9.202,9.5,8.69,0.8100000000000005,0.8100000000000005,9.642,9.91,9.27,0.6400000000000006,0.6400000000000006,27580648,36763016,17992804,18770212,-18770212
2016-01-31,10.328,10.91,9.9,1.0099999999999998,0.7900000000000009,10.846,11.64,10.05,1.5899999999999999,1.3399999999999999,10.188,10.84,9.65,1.1899999999999995,0.7299999999999986,10.696,11.64,9.86,1.7800000000000011,1.5700000000000003,21744408,33191368,12446405,20744963,6433456
2016-02-07,11.84,12.61,10.92,1.6899999999999995,-0.2400000000000002,12.242,12.66,11.6,1.0600000000000005,-0.14000000000000057,11.414,11.91,10.57,1.3399999999999999,-0.16999999999999993,11.786,12.25,11.22,1.0299999999999994,0.33999999999999986,30360505,39140300,18949044,20191256,-20191256
2016-02-14,11.877500000000001,12.46,11.56,0.9000000000000004,0.9000000000000004,12.4125,12.94,12.0,0.9399999999999995,0.9000000000000004,11.7675,12.4,11.49,0.9100000000000001,0.9100000000000001,12.1675,12.63,11.59,1.040000000000001,0.9700000000000006,25703096,32225252,22669308,9555944,-1099816
2016-02-21,13.081999999999999,13.92,12.16,1.7599999999999998,0.8699999999999992,13.724,14.45,13.13,1.3199999999999985,0.46999999999999886,12.911999999999999,13.35,12.12,1.2300000000000004,0.9100000000000001,13.39,13.58,12.82,0.7599999999999998,0.7099999999999991,27910388,40164984,18683040,21481944,-5847736
2016-02-28,13.712,14.05,13.3,0.75,0.41000000000000014,14.102,14.8,13.6,1.200000000000001,0.8000000000000007,13.42,13.61,13.1,0.5099999999999998,0.009999999999999787,13.674,13.91,13.27,0.6400000000000006,-0.16999999999999993,21076146,31811168,14811338,16999830,14755932
2016-03-06,13.814,14.14,12.89,1.25,0.129999999999999,14.296,14.67,13.79,0.8800000000000008,-0.33000000000000007,13.424,13.87,12.64,1.2299999999999986,0.2599999999999998,13.799999999999999,14.17,13.33,0.8399999999999999,0.08999999999999986,26992613,38507232,15392858,23114374,-16552278
2016-03-13,14.346,15.25,13.78,1.4700000000000006,0.5999999999999996,14.858,15.52,14.25,1.2699999999999996,0.7400000000000002,14.066,14.75,13.63,1.1199999999999992,0.8900000000000006,14.512,15.18,13.67,1.5099999999999998,1.0700000000000003,26250033,31421120,18801120,12620000,4949342
2016-03-20,14.23,14.98,13.38,1.5999999999999996,-1.25,14.3925,15.07,13.67,1.4000000000000004,-1.2300000000000004,13.8575,14.54,13.23,1.3099999999999987,-1.299999999999999,14.004999999999999,14.69,13.27,1.42,-1.129999999999999,19325476,31735316,13018845,18716471,-2647601
2016-03-27,13.682,13.96,13.21,0.75,-0.379999999999999,13.916,14.15,13.69,0.46000000000000085,0.009999999999999787,13.398,13.57,13.04,0.5300000000000011,-0.3000000000000007,13.726,14.05,13.58,0.47000000000000064,0.040000000000000924,13998575,18278892,9792338,8486554,4818245
2016-04-03,14.056,14.61,13.58,1.0299999999999994,1.0299999999999994,14.368,15.32,13.69,1.6300000000000008,1.6300000000000008,13.914,14.61,13.39,1.2199999999999989,1.2199999999999989,14.236,15.18,13.5,1.6799999999999997,1.6799999999999997,17287284,23743360,11365486,12377874,9299030
2016-04-10,15.844000000000001,16.28,15.45,0.8300000000000018,0.030000000000001137,16.236,16.66,15.76,0.9000000000000004,-0.6100000000000012,15.504,15.95,15.1,0.8499999999999996,-0.23000000000000043,15.954,16.35,15.42,0.9300000000000015,-0.6699999999999982,18985918,26119892,12919359,13200533,-13200533
2016-04-17,16.194,16.37,15.92,0.45000000000000107,0.22000000000000064,16.478,16.7,15.92,0.7799999999999994,0.6300000000000008,15.816,16.1,15.54,0.5600000000000023,0.27000000000000135,16.098,16.34,15.82,0.5199999999999996,0.3000000000000007,19487716,24826356,11413159,13413197,4466648
2016-04-24,16.75,17.96,16.16,1.8000000000000007,1.7100000000000009,17.33,19.4,16.29,3.1099999999999994,3.1099999999999994,16.574,17.95,16.01,1.9399999999999977,1.9399999999999977,17.224,19.37,16.11,3.2600000000000016,3.2600000000000016,20236812,35558320,13938859,21619461,21619461
2016-05-01,18.39,19.46,17.81,1.6500000000000021,-1.3000000000000007,18.782,19.5,18.19,1.3099999999999987,-0.6600000000000001,17.992,18.83,17.32,1.509999999999998,-0.6899999999999977,18.258,19.11,17.46,1.6499999999999986,-0.6400000000000006,22378982,32058596,16446607,15611989,-14719592
2016-05-08,18.038,18.45,17.42,1.0299999999999976,0.28000000000000114,18.398,18.75,17.9,0.8500000000000014,0.7900000000000027,17.682,18.09,17.21,0.879999999999999,0.7899999999999991,18.058,18.44,17.39,1.0500000000000007,1.0199999999999996,14470967,17899258,11745492,6153766,-2155699
2016-05-15,18.46,19.06,17.27,1.7899999999999991,-0.5899999999999999,19.002,19.73,18.29,1.4400000000000013,-0.6700000000000017,17.908,18.67,17.05,1.620000000000001,-1.0499999999999972,18.45,19.37,17.62,1.75,-0.7100000000000009,21590752,29602988,14315946,15287042,685770
2016-05-22,17.322,17.85,16.71,1.1400000000000006,-0.9000000000000021,17.696,18.21,17.2,1.0100000000000016,-1.0100000000000016,16.862,17.67,16.24,1.4300000000000033,-1.1300000000000026,17.17,17.91,16.62,1.2899999999999991,-1.2899999999999991,18088218,21650168,14189830,7460338,6019384
2016-05-29,17.072499999999998,18.0,16.59,1.4100000000000001,1.4100000000000001,17.685,19.23,17.07,2.16,2.030000000000001,16.9125,18.0,16.4,1.6000000000000014,1.6000000000000014,17.4525,19.18,16.77,2.41,2.41,19754617,30028232,10786255,19241977,5075314
