Date,VMCStock_Open_average,VMCStock_Open_max,VMCStock_Open_min,VMCStock_Open_volatility,VMCStock_Open_change,VMCStock_High_average,VMCStock_High_max,VMCStock_High_min,VMCStock_High_volatility,VMCStock_High_change,VMCStock_Low_average,VMCStock_Low_max,VMCStock_Low_min,VMCStock_Low_volatility,VMCStock_Low_change,VMCStock_Close_average,VMCStock_Close_max,VMCStock_Close_min,VMCStock_Close_volatility,VMCStock_Close_change,VMCStock_Volume_average,VMCStock_Volume_max,VMCStock_Volume_min,VMCStock_Volume_volatility,VMCStock_Volume_change
2016-01-03,90.85,93.5,88.45,5.049999999999997,-5.049999999999997,91.78999999999999,93.5,89.28,4.219999999999999,-4.219999999999999,89.066,92.0,85.92,6.079999999999998,-3.989999999999995,89.984,92.55,86.25,6.299999999999997,-6.170000000000002,1322020,1953973,745017,1208956,-295406
2016-01-10,85.354,86.98,82.5,4.480000000000004,-4.480000000000004,86.644,88.18,84.4,3.780000000000001,-3.1299999999999955,83.536,85.66,81.88,3.780000000000001,-2.8000000000000114,85.054,86.71,83.55,3.1599999999999966,-2.019999999999996,1884052,2340544,1109050,1231494,-1231494
2016-01-17,82.9575,85.1,80.91,4.189999999999998,-1.3699999999999903,85.02,88.07,83.15,4.9199999999999875,2.5999999999999943,81.095,83.71,78.83,4.8799999999999955,2.2099999999999937,82.9325,85.37,81.6,3.7700000000000102,2.8500000000000085,1285277,1545438,1004028,541410,-12080
2016-01-24,84.02,84.66,83.09,1.5699999999999932,-1.2800000000000011,86.018,88.97,84.28,4.689999999999998,3.3599999999999994,82.874,83.13,82.53,0.5999999999999943,0.5600000000000023,84.444,88.2,82.89,5.310000000000002,5.310000000000002,1000848,1897621,578866,1318755,960203
2016-01-31,89.69,93.9,86.64,7.260000000000005,6.359999999999999,90.94,95.44,87.84,7.599999999999994,6.189999999999998,87.926,91.5,85.2,6.299999999999997,3.5600000000000023,89.886,93.77,86.93,6.839999999999989,6.570000000000007,2015819,2703263,1663093,1040170,-47759
2016-02-07,91.014,91.99,88.2,3.789999999999992,-0.37999999999999545,93.116,94.74,91.93,2.809999999999988,0.29999999999999716,88.85,91.37,87.17,4.200000000000003,2.3299999999999983,91.064,93.08,89.22,3.8599999999999994,2.799999999999997,1698090,1856209,1530200,326009,-256040
2016-02-14,94.175,94.67,93.78,0.8900000000000006,-0.0799999999999983,95.64750000000001,97.04,94.08,2.960000000000008,1.8799999999999955,92.8925,93.8,91.8,2.0,0.46000000000000796,94.4,95.34,93.26,2.0799999999999983,1.6199999999999903,1066628,1319038,924218,394820,-143041
2016-02-21,96.16799999999999,99.27,93.67,5.599999999999994,3.9099999999999966,97.894,99.7,96.26,3.4399999999999977,2.8800000000000097,95.39399999999999,98.46,93.24,5.219999999999999,3.1899999999999977,96.918,98.73,94.48,4.25,2.680000000000007,1007836,1514642,654959,859683,177204
2016-02-28,101.058,102.88,98.98,3.8999999999999915,3.8999999999999915,102.17,103.37,99.57,3.8000000000000114,3.8000000000000114,99.92,101.28,98.28,3.0,2.769999999999996,101.372,102.71,98.53,4.179999999999993,3.230000000000004,1107148,1255929,970182,285747,285747
2016-03-06,102.718,104.2,101.32,2.8800000000000097,2.8800000000000097,103.58,104.67,103.05,1.6200000000000045,1.5,101.584,102.94,100.61,2.3299999999999983,2.0600000000000023,103.012,104.13,102.13,2.0,1.1099999999999994,1039304,1248488,736431,512057,-387366
