Date,KOP_stock_Open_average,KOP_stock_Open_max,KOP_stock_Open_min,KOP_stock_Open_volatility,KOP_stock_Open_change,KOP_stock_High_average,KOP_stock_High_max,KOP_stock_High_min,KOP_stock_High_volatility,KOP_stock_High_change,KOP_stock_Low_average,KOP_stock_Low_max,KOP_stock_Low_min,KOP_stock_Low_volatility,KOP_stock_Low_change,KOP_stock_Close_average,KOP_stock_Close_max,KOP_stock_Close_min,KOP_stock_Close_volatility,KOP_stock_Close_change,KOP_stock_Volume_average,KOP_stock_Volume_max,KOP_stock_Volume_min,KOP_stock_Volume_volatility,KOP_stock_Volume_change
2016-01-03,17.913999999999998,18.61,17.11,1.5,-0.9499999999999993,18.206,18.79,17.11,1.6799999999999997,-1.6799999999999997,17.356,18.0,16.45,1.5500000000000007,-1.1500000000000021,17.77,18.61,16.49,2.120000000000001,-2.120000000000001,180714,205539,149731,55808,-38643
2016-01-10,16.311999999999998,16.84,15.62,1.2200000000000006,-0.9500000000000011,16.454,16.84,15.62,1.2200000000000006,-1.1899999999999995,15.488,16.14,14.73,1.4100000000000001,-1.4100000000000001,16.034,16.53,15.28,1.2500000000000018,-1.2500000000000018,238284,285734,168044,117690,-76753
2016-01-17,14.755,15.4,13.98,1.42,-0.25,15.18,15.51,14.67,0.8399999999999999,-0.08999999999999986,14.165000000000001,14.8,13.58,1.2200000000000006,0.8300000000000001,14.6025,14.96,14.26,0.7000000000000011,0.7000000000000011,166614,221176,112256,108920,-108920
2016-01-24,15.1,16.05,14.41,1.6400000000000006,1.4000000000000004,15.654,16.99,14.93,2.0599999999999987,2.0599999999999987,14.882,15.73,14.24,1.4900000000000002,1.4900000000000002,15.442,16.93,14.32,2.6099999999999994,2.6099999999999994,153725,246272,101021,145251,145251
2016-01-31,16.44,16.67,16.15,0.5200000000000031,-0.08000000000000185,16.898,17.36,16.52,0.8399999999999999,-0.030000000000001137,16.189999999999998,16.41,15.76,0.6500000000000004,-0.05000000000000071,16.44,16.82,16.14,0.6799999999999997,-0.11999999999999744,151646,234044,116319,117725,-117725
2016-02-07,16.03,16.52,15.52,1.0,-0.41999999999999993,16.428,16.74,15.96,0.7799999999999976,-0.23000000000000043,15.642,16.06,15.21,0.8499999999999979,-0.5800000000000001,16.09,16.46,15.62,0.8400000000000016,-0.360000000000003,89585,110095,71172,38923,38923
2016-02-14,16.63,16.99,16.3,0.6899999999999977,-0.09999999999999787,16.947499999999998,17.51,16.5,1.0100000000000016,-0.4499999999999993,16.165,16.62,15.89,0.7300000000000004,-0.14999999999999858,16.575,16.8,16.41,0.39000000000000057,-0.35999999999999943,97234,119601,73120,46481,-38876
2016-02-21,16.752,17.38,15.95,1.4299999999999997,0.4400000000000013,17.695999999999998,18.49,16.83,1.6600000000000001,1.0,16.21,16.77,15.56,1.209999999999999,-0.16000000000000014,17.126,17.74,16.18,1.5599999999999987,0.3299999999999983,178139,309447,95967,213480,165175
2016-02-28,18.404,19.44,17.71,1.7300000000000004,1.7300000000000004,18.968,19.93,18.03,1.8999999999999986,1.6799999999999997,18.072,18.87,17.38,1.490000000000002,1.3800000000000026,18.572,19.35,17.54,1.8100000000000023,1.4100000000000001,189158,234109,121695,112414,-40301
2016-03-06,18.88,19.56,18.41,1.1499999999999986,-0.07000000000000028,19.294,19.79,18.65,1.1400000000000006,-0.08999999999999986,18.542,18.96,18.0,0.9600000000000009,-0.07000000000000028,18.830000000000002,19.62,18.37,1.25,-0.6400000000000006,141561,198449,109536,88913,-88913
2016-03-13,20.312,21.73,19.3,2.4299999999999997,2.4299999999999997,21.09,22.18,20.15,2.030000000000001,1.879999999999999,19.964,20.96,19.02,1.9400000000000013,1.6600000000000001,20.758,21.55,19.82,1.7300000000000004,1.2999999999999972,224931,319630,166507,153123,-53664
2016-03-20,21.4225,21.54,21.23,0.3099999999999987,0.14000000000000057,21.9625,22.06,21.77,0.28999999999999915,0.07000000000000028,21.1825,21.34,21.01,0.3299999999999983,-0.10999999999999943,21.7175,21.99,21.45,0.5399999999999991,0.31999999999999673,152608,190451,123395,67056,-61759
2016-03-27,22.342,23.05,21.9,1.1500000000000021,-0.0400000000000027,22.934,23.43,22.29,1.1400000000000006,0.6600000000000001,21.93,22.43,21.38,1.0500000000000007,0.6799999999999997,22.588,23.12,22.09,1.0300000000000011,0.7300000000000004,167085,203741,117621,86120,-18571
2016-04-03,22.162,22.87,21.86,1.0100000000000016,-0.9299999999999997,22.41,22.91,22.08,0.8300000000000018,-0.39000000000000057,21.756,22.35,21.38,0.9700000000000024,-0.5,21.988,22.47,21.59,0.879999999999999,-0.5299999999999976,101278,142549,73922,68627,-60181
2016-04-10,22.490000000000002,22.77,22.16,0.6099999999999994,0.6099999999999994,22.94,23.78,22.26,1.5199999999999996,1.5199999999999996,22.302,22.77,21.69,1.0799999999999983,1.0799999999999983,22.768,23.58,22.1,1.4799999999999969,1.4799999999999969,116856,161132,93317,67815,31825
2016-04-17,24.46,25.09,23.26,1.8299999999999983,1.6699999999999982,24.922,25.27,24.02,1.25,1.25,24.252,24.83,23.13,1.6999999999999993,1.6999999999999993,24.768,25.19,24.0,1.1900000000000013,1.1900000000000013,156273,272393,96178,176215,67484
2016-04-24,25.233999999999998,25.56,25.0,0.5599999999999987,0.33999999999999986,25.698,25.95,25.24,0.7100000000000009,0.28000000000000114,24.75,25.07,24.46,0.6099999999999994,0.08999999999999986,25.224,25.6,24.98,0.620000000000001,0.14999999999999858,178987,234866,146288,88578,13806
2016-05-01,25.076,25.28,24.75,0.5300000000000011,-0.2699999999999996,25.66,26.87,25.17,1.6999999999999993,1.1700000000000017,24.51,24.92,24.19,0.7300000000000004,0.22000000000000242,25.116,25.96,24.2,1.7600000000000016,0.28999999999999915,171670,248940,107984,140956,101395
2016-05-08,25.456,26.0,25.01,0.9899999999999984,-0.8399999999999999,25.73,26.0,25.48,0.5199999999999996,-0.4200000000000017,24.868,25.25,24.61,0.6400000000000006,-0.129999999999999,25.156,25.4,24.81,0.5899999999999999,0.07000000000000028,123274,175737,100696,75041,-75041
2016-05-15,24.528,25.11,24.01,1.0999999999999979,-0.8200000000000003,24.922,25.54,24.32,1.2199999999999989,-1.009999999999998,24.008,24.7,23.61,1.0899999999999999,-1.0899999999999999,24.48,24.86,24.16,0.6999999999999993,-0.46999999999999886,105134,139285,61040,78245,40917
2016-05-22,25.12,26.24,24.38,1.8599999999999994,0.9200000000000017,25.64,26.49,24.93,1.5599999999999987,0.4499999999999993,24.727999999999998,25.15,24.2,0.9499999999999993,0.8200000000000003,25.162,26.02,24.39,1.629999999999999,0.8399999999999999,106670,127591,51354,76237,-68479
2016-05-29,25.677500000000002,26.44,25.03,1.4100000000000001,1.0600000000000023,26.177500000000002,26.68,25.47,1.2100000000000009,1.2100000000000009,25.302500000000002,25.94,24.68,1.2600000000000016,1.1600000000000001,26.1025,26.58,25.31,1.2699999999999996,1.2699999999999996,121409,144057,88780,55277,-55277
2016-06-05,28.448,29.49,26.71,2.7799999999999976,2.469999999999999,29.062,29.67,27.87,1.8000000000000007,1.75,28.13,29.08,26.6,2.479999999999997,2.229999999999997,28.818,29.37,27.53,1.8399999999999999,1.8099999999999987,162411,210549,102268,108281,-95364
2016-06-12,28.974,29.43,28.38,1.0500000000000007,0.16000000000000014,29.42,30.0,28.81,1.1900000000000013,0.5599999999999987,28.656000000000002,29.35,28.22,1.1300000000000026,0.8399999999999999,29.07,29.45,28.64,0.8099999999999987,0.8099999999999987,137403,207925,100494,107431,107431
2016-06-19,29.948,30.56,28.94,1.6199999999999974,-1.0399999999999991,30.388,30.97,29.42,1.5499999999999972,-1.4699999999999989,29.518,30.38,28.27,2.1099999999999994,-1.6799999999999997,29.862,30.52,28.52,2.0,-1.8099999999999987,143253,275116,86828,188288,125231
2016-06-26,29.454,31.09,27.78,3.3099999999999987,2.349999999999998,30.22,31.35,28.25,3.1000000000000014,2.7699999999999996,28.812,30.25,26.76,3.4899999999999984,3.1999999999999993,29.61,30.73,27.1,3.629999999999999,3.3299999999999983,180905,269775,101035,168740,-48285
2016-07-03,30.0975,30.6,29.47,1.1300000000000026,0.6300000000000026,30.65,31.31,30.18,1.129999999999999,1.129999999999999,29.6225,30.33,29.14,1.1899999999999977,1.0899999999999999,30.1575,30.85,29.5,1.3500000000000014,1.3500000000000014,101553,151137,51712,99425,66459
2016-07-10,32.068,33.21,30.95,2.2600000000000016,2.2600000000000016,32.658,33.22,31.48,1.7399999999999984,1.7399999999999984,31.646,32.44,30.95,1.4899999999999984,1.4899999999999984,32.212,33.02,31.33,1.6900000000000048,1.2000000000000028,133672,240937,85252,155685,-3339
2016-07-17,31.054000000000002,31.6,30.44,1.1600000000000001,-0.6000000000000014,31.776,32.06,31.39,0.6700000000000017,-0.5999999999999979,30.54,31.0,30.3,0.6999999999999993,0.3100000000000023,31.009999999999998,31.22,30.44,0.7799999999999976,0.7799999999999976,122101,186185,88574,97611,-97611
2016-07-24,31.134,31.28,30.92,0.35999999999999943,0.14000000000000057,31.552,31.86,31.25,0.6099999999999994,0.6099999999999994,30.796,30.92,30.63,0.2900000000000027,-0.1700000000000017,31.266,31.62,30.98,0.6400000000000006,0.6400000000000006,78139,103276,58716,44560,12513
2016-07-31,31.552,32.91,29.99,2.919999999999998,1.2199999999999953,32.09,33.7,30.45,3.2500000000000036,1.6500000000000021,30.838,32.27,29.52,2.7500000000000036,1.4500000000000028,31.25,32.61,29.99,2.620000000000001,1.629999999999999,157779,261723,60202,201521,138628
2016-08-07,32.572,32.98,32.39,0.5899999999999963,-0.5899999999999963,32.908,33.57,32.58,0.990000000000002,-0.9600000000000009,31.988,32.41,31.6,0.8099999999999952,-0.8099999999999952,32.33,32.76,31.9,0.8599999999999994,-0.8599999999999994,125348,187165,61398,125767,-101752
2016-08-14,32.006,32.41,31.79,0.6199999999999974,0.03999999999999915,32.268,32.5,32.09,0.4099999999999966,-0.3400000000000034,31.734,31.91,31.55,0.35999999999999943,-0.33999999999999986,32.056,32.42,31.82,0.6000000000000014,-0.4200000000000017,62687,83534,47629,35905,16148
2016-08-21,32.42,32.96,31.56,1.4000000000000021,1.1900000000000013,32.982,33.38,32.41,0.970000000000006,0.8600000000000065,32.059999999999995,32.55,31.22,1.3299999999999983,0.8999999999999986,32.592,33.03,32.32,0.7100000000000009,-0.03999999999999915,80543,112537,53029,59508,-41981
2016-08-28,32.626,32.81,32.38,0.4299999999999997,0.39000000000000057,32.95,33.23,32.69,0.5399999999999991,0.05000000000000426,32.126,32.37,31.8,0.5699999999999967,0.10000000000000142,32.75,33.01,32.52,0.4899999999999949,0.1599999999999966,68253,123962,38994,84968,21933
2016-09-04,32.730000000000004,33.13,32.35,0.7800000000000011,-0.7800000000000011,33.0825,33.64,32.6,1.0399999999999991,-1.0399999999999991,31.8175,32.55,30.02,2.5299999999999976,-2.2699999999999996,32.1175,32.77,30.22,2.5500000000000043,-2.5500000000000043,106611,134714,78442,56272,35247
2016-09-11,29.512,30.37,28.6,1.7699999999999996,-0.2699999999999996,30.184,30.94,29.37,1.5700000000000003,-0.8900000000000006,29.09,29.74,28.54,1.1999999999999993,-0.23999999999999844,29.682,30.9,28.65,2.25,-1.0499999999999972,110479,145255,81761,63494,28546
2016-09-18,31.016000000000002,31.69,30.09,1.6000000000000014,1.3399999999999999,31.386,31.99,30.78,1.2099999999999973,0.8599999999999994,30.762,31.41,30.09,1.3200000000000003,1.0,31.024,31.59,30.54,1.0500000000000007,0.6000000000000014,64805,77083,42564,34519,-34519
2016-09-25,31.44,32.4,30.75,1.6499999999999986,1.4799999999999969,32.074,32.68,31.18,1.5,0.8599999999999994,31.064,31.87,30.44,1.4299999999999997,1.3200000000000003,31.64,32.21,30.71,1.5,1.2100000000000009,79508,113271,41732,71539,71539
2016-10-02,32.518,32.95,32.25,0.7000000000000028,0.7000000000000028,32.922000000000004,33.14,32.62,0.5200000000000031,0.3300000000000054,31.939999999999998,32.05,31.84,0.2099999999999973,0.129999999999999,32.43,32.92,32.08,0.8400000000000034,-0.3999999999999986,64221,106044,38801,67243,-67243
2016-10-09,32.302,32.73,32.06,0.6699999999999946,-0.20000000000000284,32.842,33.14,32.38,0.759999999999998,-0.3100000000000023,31.860000000000003,32.34,31.28,1.0600000000000023,-0.25,32.364,32.99,31.99,1.0000000000000036,-0.8700000000000045,61613,70384,45160,25224,6519
2016-10-16,32.808,33.79,32.02,1.769999999999996,1.769999999999996,33.480000000000004,34.2,32.63,1.5700000000000003,1.509999999999998,32.403999999999996,32.92,31.94,0.9800000000000004,0.9800000000000004,33.146,34.14,32.27,1.8699999999999974,1.5999999999999943,68413,94305,43341,50964,50964
2016-10-23,33.16,34.25,31.9,2.3500000000000014,-2.3500000000000014,33.522,34.46,32.35,2.1099999999999994,-2.1099999999999994,32.56,33.55,31.75,1.7999999999999972,-1.6999999999999957,32.78,33.7,31.85,1.8500000000000014,-1.4000000000000057,71021,102612,40855,61757,1895
2016-10-30,32.97,34.45,31.7,2.7500000000000036,1.2000000000000028,33.28,34.45,32.3,2.1500000000000057,1.0500000000000043,31.726,32.45,31.3,1.1500000000000021,-0.38000000000000256,32.36,33.45,31.6,1.8500000000000014,-1.1499999999999986,125526,246923,72666,174257,174257
2016-11-06,33.66,36.05,32.2,3.8499999999999943,3.8499999999999943,35.17,37.2,33.4,3.8000000000000043,3.8000000000000043,33.576,35.98,32.2,3.779999999999994,3.779999999999994,34.49,36.4,32.45,3.9499999999999957,3.9499999999999957,207491,242481,151910,90571,-45692
2016-11-13,37.14,38.15,36.5,1.6499999999999986,1.0,37.71,38.25,36.7,1.5499999999999972,0.19999999999999574,36.47,37.3,35.95,1.3499999999999943,0.3500000000000014,37.32,37.85,36.5,1.3500000000000014,0.8500000000000014,161761,238969,133789,105180,-101146
2016-11-20,39.2,40.6,38.1,2.5,2.5,40.087500000000006,40.95,39.35,1.6000000000000014,1.25,38.9,40.05,37.95,2.0999999999999943,2.0999999999999943,39.8125,40.5,39.05,1.4500000000000028,1.3000000000000043,148722,226461,41294,185167,-105806
2016-11-27,39.06,40.25,38.3,1.9500000000000028,-1.5,39.76,40.35,39.3,1.0500000000000043,-0.5500000000000043,38.4,39.25,37.65,1.6000000000000014,-0.7000000000000028,38.96,39.65,38.35,1.2999999999999972,0.19999999999999574,125648,205352,90892,114460,-9451
2016-12-04,41.26,42.7,40.2,2.5,2.5,41.84,42.7,41.1,1.6000000000000014,1.6000000000000014,40.71,41.35,40.1,1.25,1.25,41.480000000000004,42.35,40.95,1.3999999999999986,0.6499999999999986,132599,163173,89510,73663,-53082
2016-12-11,41.37,41.85,40.5,1.3500000000000014,0.05000000000000426,41.83,42.0,41.55,0.45000000000000284,-0.10000000000000142,40.558,40.95,40.16,0.7900000000000063,-0.3999999999999986,41.21,41.85,40.6,1.25,-0.8500000000000014,184455,550053,76571,473482,473482
