Date,NCStock_Open_average,NCStock_Open_max,NCStock_Open_min,NCStock_Open_volatility,NCStock_Open_change,NCStock_High_average,NCStock_High_max,NCStock_High_min,NCStock_High_volatility,NCStock_High_change,NCStock_Low_average,NCStock_Low_max,NCStock_Low_min,NCStock_Low_volatility,NCStock_Low_change,NCStock_Close_average,NCStock_Close_max,NCStock_Close_min,NCStock_Close_volatility,NCStock_Close_change,NCStock_Volume_average,NCStock_Volume_max,NCStock_Volume_min,NCStock_Volume_volatility,NCStock_Volume_change
2016-01-03,42.73,43.61,41.66,1.9500000000000028,1.1300000000000026,43.604,44.36,43.0,1.3599999999999994,0.0799999999999983,42.206,43.25,40.75,2.5,1.4500000000000028,43.102,44.01,42.31,1.6999999999999957,-0.14999999999999858,31159,37364,21894,15470,-15470
2016-01-10,42.602,43.11,42.27,0.8399999999999963,0.8399999999999963,43.774,44.83,42.58,2.25,2.0700000000000003,42.268,43.02,41.66,1.3600000000000065,1.3600000000000065,43.29,44.5,42.25,2.25,2.25,32059,41720,21257,20463,18244
2016-01-17,44.792500000000004,45.93,42.7,3.229999999999997,1.2100000000000009,45.7475,46.45,44.72,1.730000000000004,1.730000000000004,43.7775,45.01,42.35,2.6599999999999966,2.1199999999999974,45.005,45.82,43.49,2.3299999999999983,2.3299999999999983,32933,45161,21592,23569,-13414
2016-01-24,46.014,46.86,45.2,1.6599999999999966,1.6599999999999966,46.672,47.79,45.84,1.9499999999999957,1.9499999999999957,45.46,46.81,44.33,2.480000000000004,2.480000000000004,45.96,47.59,44.88,2.710000000000001,2.710000000000001,20600,24428,17569,6859,6859
2016-01-31,46.638,47.6,45.49,2.1099999999999994,-0.6199999999999974,47.34,48.7,46.18,2.520000000000003,-2.520000000000003,45.486000000000004,46.53,44.28,2.25,-1.0500000000000043,46.278,47.86,45.06,2.799999999999997,-2.799999999999997,23388,40207,12897,27310,-4003
2016-02-07,45.238,46.24,44.37,1.8700000000000045,-0.21000000000000085,46.456,48.45,45.04,3.4100000000000037,2.4000000000000057,44.682,45.12,44.35,0.769999999999996,0.240000000000002,45.592,46.85,44.78,2.0700000000000003,1.0399999999999991,29739,45127,20019,25108,25108
2016-02-14,47.285,47.9,46.69,1.2100000000000009,0.3500000000000014,48.235,48.79,47.55,1.240000000000002,1.240000000000002,46.53,47.45,45.68,1.7700000000000031,1.7700000000000031,47.485,48.3,46.28,2.019999999999996,2.019999999999996,17065,28444,11465,16979,-1422
2016-02-21,49.92,51.3,48.81,2.489999999999995,2.309999999999995,50.884,51.5,50.14,1.3599999999999994,1.3599999999999994,49.346000000000004,50.75,48.42,2.3299999999999983,1.5,50.37,51.09,49.51,1.5800000000000054,1.0,18553,30094,10347,19747,-12633
2016-02-28,50.306,51.51,48.69,2.8200000000000003,-2.1400000000000006,51.032,52.0,48.69,3.3100000000000023,-2.770000000000003,48.592,50.03,46.49,3.539999999999999,-1.3400000000000034,49.827999999999996,51.66,48.25,3.4099999999999966,-1.1599999999999966,25434,60867,11070,49797,-2247
2016-03-06,48.624,50.59,47.61,2.980000000000004,2.510000000000005,49.68,52.6,48.27,4.329999999999998,4.329999999999998,47.912,49.61,47.27,2.3399999999999963,1.9200000000000017,49.333999999999996,52.48,47.88,4.599999999999994,4.479999999999997,21443,22723,19387,3336,-3336
2016-03-13,53.39,54.84,52.21,2.6300000000000026,1.3499999999999943,54.752,56.68,52.82,3.8599999999999994,3.8599999999999994,52.566,53.8,51.49,2.309999999999995,2.309999999999995,54.134,56.24,52.41,3.8300000000000054,3.8300000000000054,41244,85228,22665,62563,62563
2016-03-20,55.7975,56.52,54.5,2.020000000000003,-0.6500000000000057,56.5275,56.6,56.39,0.21000000000000085,0.0799999999999983,54.8375,55.54,53.63,1.9099999999999966,0.8200000000000003,55.7525,56.16,54.95,1.2099999999999937,1.1899999999999977,24486,31841,21490,10351,803
2016-03-27,56.794,57.52,56.22,1.3000000000000043,0.8299999999999983,57.524,58.25,56.7,1.5499999999999972,1.1099999999999994,56.472,57.19,56.01,1.1799999999999997,0.8599999999999994,57.108,57.57,56.47,1.1000000000000014,1.009999999999998,31579,37312,26620,10692,2159
2016-04-03,57.906,58.44,57.34,1.0999999999999943,0.490000000000002,58.336,58.72,57.94,0.7800000000000011,0.3999999999999986,57.292,57.64,56.98,0.6600000000000037,0.14999999999999858,58.008,58.57,57.7,0.8699999999999974,0.19999999999999574,23737,34130,14363,19767,-13860
2016-04-10,58.202,59.03,57.64,1.3900000000000006,0.03999999999999915,58.891999999999996,59.5,58.5,1.0,0.03999999999999915,57.722,58.31,57.42,0.8900000000000006,-0.1599999999999966,58.36,58.91,57.82,1.0899999999999963,0.7800000000000011,21458,25008,15741,9267,-9267
2016-04-17,59.403999999999996,60.74,58.41,2.3300000000000054,2.3300000000000054,60.184,61.29,59.48,1.8100000000000023,1.1200000000000045,58.782,59.63,57.94,1.6900000000000048,1.220000000000006,59.614,60.97,58.85,2.1199999999999974,0.6600000000000037,33440,57620,11676,45944,-24673
2016-04-24,59.846,60.25,59.08,1.1700000000000017,-0.6700000000000017,60.442,60.99,59.81,1.1799999999999997,-0.4799999999999969,59.004,59.75,58.12,1.6300000000000026,-0.970000000000006,59.81,60.3,59.24,1.0599999999999952,-0.3399999999999963,19395,31404,14144,17260,-1502
2016-05-01,58.702,59.87,55.94,3.9299999999999997,-3.5600000000000023,59.596000000000004,60.51,58.09,2.4199999999999946,-2.4199999999999946,57.546,59.46,55.28,4.18,-3.8500000000000014,58.494,60.09,56.15,3.940000000000005,-2.460000000000001,19154,28614,13928,14686,-6771
2016-05-08,55.198,57.63,52.63,5.0,-5.0,55.528,58.63,52.65,5.980000000000004,-5.980000000000004,53.714,55.66,50.77,4.8899999999999935,-4.8899999999999935,53.858000000000004,55.84,51.02,4.82,-4.82,19212,30315,13677,16638,16638
2016-05-15,51.461999999999996,52.74,50.73,2.010000000000005,0.5600000000000023,52.612,53.23,51.82,1.4099999999999966,-0.259999999999998,50.339999999999996,51.25,49.8,1.4500000000000028,0.5800000000000054,51.516,52.24,50.97,1.2700000000000031,-0.490000000000002,27954,33519,19989,13530,28
