Date,Global X LithiumEtf_Open_average,Global X LithiumEtf_Open_max,Global X LithiumEtf_Open_min,Global X LithiumEtf_Open_volatility,Global X LithiumEtf_Open_change,Global X LithiumEtf_High_average,Global X LithiumEtf_High_max,Global X LithiumEtf_High_min,Global X LithiumEtf_High_volatility,Global X LithiumEtf_High_change,Global X LithiumEtf_Low_average,Global X LithiumEtf_Low_max,Global X LithiumEtf_Low_min,Global X LithiumEtf_Low_volatility,Global X LithiumEtf_Low_change,Global X LithiumEtf_Close_average,Global X LithiumEtf_Close_max,Global X LithiumEtf_Close_min,Global X LithiumEtf_Close_volatility,Global X LithiumEtf_Close_change
2016-01-03,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2016-01-10,18.0,18.0,18.0,0.0,0.0,18.01,18.01,18.01,0.0,0.0,17.2,17.2,17.2,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2016-01-17,18.45,18.45,18.45,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2016-01-24,17.72,17.72,17.72,0.0,0.0,18.07,18.07,18.07,0.0,0.0,17.72,17.72,17.72,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2016-01-31,18.3,18.3,18.3,0.0,0.0,18.36,18.36,18.36,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2016-02-07,17.33,17.33,17.33,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2016-02-14,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.13,18.13,18.13,0.0,0.0
2016-02-21,19.02,19.02,19.02,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2016-02-28,19.99,19.99,19.99,0.0,0.0,20.68,20.68,20.68,0.0,0.0,19.85,19.85,19.85,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2016-03-06,20.5,20.5,20.5,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2016-03-13,21.67,21.67,21.67,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2016-03-20,21.1,21.1,21.1,0.0,0.0,21.63,21.63,21.63,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2016-03-27,21.24,21.24,21.24,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2016-04-03,21.28,21.28,21.28,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2016-04-10,22.48,22.48,22.48,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2016-04-17,23.35,23.35,23.35,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2016-04-24,22.82,22.82,22.82,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2016-05-01,22.65,22.65,22.65,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2016-05-08,23.27,23.27,23.27,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2016-05-15,23.19,23.19,23.19,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2016-05-22,24.19,24.19,24.19,0.0,0.0,24.23,24.23,24.23,0.0,0.0,23.95,23.95,23.95,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2016-05-29,24.39,24.39,24.39,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2016-06-05,25.24,25.24,25.24,0.0,0.0,25.32,25.32,25.32,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2016-06-12,24.76,24.76,24.76,0.0,0.0,25.34,25.34,25.34,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2016-06-19,24.66,24.66,24.66,0.0,0.0,24.83,24.83,24.83,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2016-06-26,25.0,25.0,25.0,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.82,24.82,24.82,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2016-07-03,24.79,24.79,24.79,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2016-07-10,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2016-07-17,24.84,24.84,24.84,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2016-07-24,24.96,24.96,24.96,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-07-31,25.16,25.16,25.16,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2016-08-07,25.15,25.15,25.15,0.0,0.0,25.19,25.19,25.19,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2016-08-14,24.7,24.7,24.7,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2016-08-21,24.8,24.8,24.8,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2016-08-28,24.94,24.94,24.94,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.73,24.73,24.73,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2016-09-04,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2016-09-11,24.44,24.44,24.44,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2016-09-18,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2016-09-25,24.63,24.63,24.63,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2016-10-02,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2016-10-09,23.72,23.72,23.72,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2016-10-16,24.3,24.3,24.3,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2016-10-23,23.93,23.93,23.93,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2016-10-30,23.93,23.93,23.93,0.0,0.0,24.13,24.13,24.13,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2016-11-06,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2016-11-13,23.75,23.75,23.75,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2016-11-20,24.22,24.22,24.22,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2016-11-27,24.6,24.6,24.6,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2016-12-04,25.79,25.79,25.79,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2016-12-11,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2016-12-18,24.75,24.75,24.75,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2016-12-25,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2017-01-01,25.57,25.57,25.57,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2017-01-08,26.38,26.38,26.38,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2017-01-15,26.45,26.45,26.45,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2017-01-22,27.25,27.25,27.25,0.0,0.0,27.27,27.27,27.27,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2017-01-29,27.01,27.01,27.01,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2017-02-05,26.72,26.72,26.72,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2017-02-12,26.56,26.56,26.56,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2017-02-19,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2017-02-26,26.52,26.52,26.52,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2017-03-05,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2017-03-12,26.91,26.91,26.91,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.91,26.91,26.91,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2017-03-19,27.14,27.14,27.14,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2017-03-26,28.11,28.11,28.11,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2017-04-02,28.73,28.73,28.73,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2017-04-09,28.27,28.27,28.27,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2017-04-16,28.46,28.46,28.46,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2017-04-23,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2017-04-30,28.1,28.1,28.1,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2017-05-07,29.05,29.05,29.05,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2017-05-14,28.95,28.95,28.95,0.0,0.0,29.29,29.29,29.29,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2017-05-21,29.88,29.88,29.88,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2017-05-28,29.93,29.93,29.93,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2017-06-04,30.0,30.0,30.0,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2017-06-11,29.22,29.22,29.22,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2017-06-18,29.09,29.09,29.09,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2017-06-25,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2017-07-02,29.2,29.2,29.2,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2017-07-09,30.5,30.5,30.5,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2017-07-16,30.66,30.66,30.66,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2017-07-23,30.72,30.72,30.72,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2017-07-30,32.32,32.32,32.32,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2017-08-06,31.39,31.39,31.39,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2017-08-13,32.16,32.16,32.16,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2017-08-20,33.1,33.1,33.1,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2017-08-27,33.97,33.97,33.97,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2017-09-03,34.6,34.6,34.6,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2017-09-10,37.5,37.5,37.5,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2017-09-17,37.72,37.72,37.72,0.0,0.0,37.77,37.77,37.77,0.0,0.0,36.73,36.73,36.73,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2017-09-24,37.34,37.34,37.34,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2017-10-01,39.49,39.49,39.49,0.0,0.0,39.58,39.58,39.58,0.0,0.0,38.45,38.45,38.45,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2017-10-08,39.33,39.33,39.33,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2017-10-15,39.56,39.56,39.56,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2017-10-22,39.12,39.12,39.12,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2017-10-29,39.18,39.18,39.18,0.0,0.0,39.34,39.34,39.34,0.0,0.0,38.72,38.72,38.72,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2017-11-05,40.31,40.31,40.31,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2017-11-12,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2017-11-19,40.34,40.34,40.34,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2017-11-26,39.83,39.83,39.83,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.55,39.55,39.55,0.0,0.0
