Date,NLOK_stock_Open_average,NLOK_stock_Open_max,NLOK_stock_Open_min,NLOK_stock_Open_volatility,NLOK_stock_Open_change,NLOK_stock_High_average,NLOK_stock_High_max,NLOK_stock_High_min,NLOK_stock_High_volatility,NLOK_stock_High_change,NLOK_stock_Low_average,NLOK_stock_Low_max,NLOK_stock_Low_min,NLOK_stock_Low_volatility,NLOK_stock_Low_change,NLOK_stock_Close_average,NLOK_stock_Close_max,NLOK_stock_Close_min,NLOK_stock_Close_volatility,NLOK_stock_Close_change,NLOK_stock_Volume_average,NLOK_stock_Volume_max,NLOK_stock_Volume_min,NLOK_stock_Volume_volatility,NLOK_stock_Volume_change
2016-01-03,16.59,16.78,16.49,0.2900000000000027,-0.019999999999999574,16.794,16.9,16.64,0.259999999999998,-0.14999999999999858,16.46,16.6,16.38,0.22000000000000242,0.00999999999999801,16.676,16.81,16.5,0.3099999999999987,-0.28000000000000114,6775561,8246937,5265245,2981692,1855670
2016-01-10,16.608,16.94,16.34,0.6000000000000014,0.40000000000000213,16.728,16.94,16.54,0.40000000000000213,0.33999999999999986,16.18,16.37,15.8,0.5700000000000003,-0.4399999999999977,16.336,16.62,15.88,0.7400000000000002,-0.5099999999999998,8718059,14563895,5953096,8610799,6490380
2016-01-17,15.475,16.18,14.97,1.209999999999999,-0.6699999999999999,15.6225,16.21,15.22,0.9900000000000002,-0.5400000000000009,15.1175,15.43,14.74,0.6899999999999995,0.2599999999999998,15.355,15.67,15.15,0.5199999999999996,0.34999999999999964,9255052,14227400,5319953,8907447,-8907447
2016-01-24,15.566,15.84,15.22,0.6199999999999992,0.1899999999999995,15.746,16.0,15.51,0.4900000000000002,0.34999999999999964,15.394,15.75,15.14,0.6099999999999994,0.6099999999999994,15.554,15.97,15.15,0.8200000000000003,0.8200000000000003,7596996,15071265,4752377,10318888,8605671
2016-01-31,15.884,16.7,15.45,1.25,0.8599999999999994,15.992,16.96,15.55,1.4100000000000001,0.9900000000000002,15.492,15.82,15.24,0.5800000000000001,0.15000000000000036,15.656,15.91,15.44,0.47000000000000064,0.009999999999999787,10856251,23911748,4218829,19692919,14137556
2016-02-07,15.274000000000001,15.65,14.98,0.6699999999999999,-0.5099999999999998,15.478,15.76,15.22,0.5399999999999991,-0.2599999999999998,15.018,15.22,14.88,0.33999999999999986,-0.27000000000000135,15.26,15.49,15.07,0.41999999999999993,-0.07000000000000028,7911264,9719873,6552450,3167423,-3167423
2016-02-14,15.8525,15.98,15.62,0.3600000000000012,0.3200000000000003,16.0325,16.14,15.82,0.3200000000000003,0.2699999999999996,15.7125,15.89,15.39,0.5,0.3699999999999992,15.955,16.08,15.74,0.3399999999999981,0.3100000000000005,6979063,11493625,4577907,6915718,-6915718
2016-02-21,16.493333333333332,19.47,15.6,3.869999999999999,3.289999999999999,16.598333333333333,19.47,15.7,3.7699999999999996,3.09,16.27166666666667,19.47,15.32,4.149999999999999,3.34,16.40833333333333,19.47,15.53,3.9399999999999995,3.259999999999998,5835614,7440142,4677572,2762570,-826634
2016-02-28,16.172,16.73,15.6,1.1300000000000008,1.1300000000000008,16.424,16.91,15.68,1.2300000000000004,1.2300000000000004,15.870000000000001,16.17,15.44,0.7300000000000022,0.7000000000000011,16.29,16.62,15.55,1.0700000000000003,1.0700000000000003,11062979,16278454,6734564,9543890,9543890
2016-03-06,17.366,18.23,16.81,1.4200000000000017,1.4200000000000017,17.658,18.5,17.12,1.379999999999999,1.3200000000000003,17.148,18.15,16.54,1.6099999999999994,1.6099999999999994,17.544,18.39,16.95,1.4400000000000013,1.3000000000000007,10851688,11849802,8269233,3580569,-108381
