Date,BKEP_stock_Open_average,BKEP_stock_Open_max,BKEP_stock_Open_min,BKEP_stock_Open_volatility,BKEP_stock_Open_change,BKEP_stock_High_average,BKEP_stock_High_max,BKEP_stock_High_min,BKEP_stock_High_volatility,BKEP_stock_High_change,BKEP_stock_Low_average,BKEP_stock_Low_max,BKEP_stock_Low_min,BKEP_stock_Low_volatility,BKEP_stock_Low_change,BKEP_stock_Close_average,BKEP_stock_Close_max,BKEP_stock_Close_min,BKEP_stock_Close_volatility,BKEP_stock_Close_change,BKEP_stock_Volume_average,BKEP_stock_Volume_max,BKEP_stock_Volume_min,BKEP_stock_Volume_volatility,BKEP_stock_Volume_change
2016-01-03,5.466,5.61,5.24,0.3700000000000001,-0.3700000000000001,5.572,5.77,5.36,0.40999999999999925,-0.2699999999999996,5.318,5.57,5.1,0.47000000000000064,-0.47000000000000064,5.416,5.6,5.11,0.4899999999999993,-0.16999999999999993,125747,480303,24482,455821,455821
2016-01-10,4.968,5.33,4.52,0.8100000000000005,-0.6699999999999999,5.158,5.58,4.73,0.8499999999999996,-0.8499999999999996,4.686,5.14,4.5,0.6399999999999997,-0.6399999999999997,4.884,5.16,4.68,0.4800000000000004,-0.4800000000000004,60450,86068,32644,53424,28465
2016-01-17,4.47,4.77,4.24,0.5299999999999994,0.2599999999999998,5.155,5.63,4.7,0.9299999999999997,0.9299999999999997,4.33,4.77,3.81,0.9599999999999995,0.3899999999999997,4.635,5.01,4.36,0.6499999999999995,0.6099999999999994,108067,179546,26700,152846,-69244
2016-01-24,4.9,5.03,4.71,0.3200000000000003,-0.29000000000000004,5.028,5.14,4.85,0.29000000000000004,-0.05999999999999961,4.74,4.92,4.6,0.3200000000000003,-0.20999999999999996,4.914,5.03,4.84,0.1900000000000004,0.03000000000000025,100596,304872,19984,284888,273174
2016-01-31,4.702,4.94,4.5,0.4400000000000004,-0.4400000000000004,4.888,5.12,4.63,0.4900000000000002,-0.4800000000000004,4.532,4.7,4.35,0.35000000000000053,-0.2699999999999996,4.662,4.9,4.53,0.3700000000000001,-0.27000000000000046,45483,74940,18644,56296,-24259
2016-02-07,4.306,4.55,4.01,0.54,-0.28000000000000025,4.478,4.83,4.24,0.5899999999999999,0.27000000000000046,4.093999999999999,4.31,3.86,0.44999999999999973,-0.20999999999999996,4.212,4.4,4.04,0.3600000000000003,-0.1900000000000004,48898,75929,19553,56376,12389
2016-02-14,4.48,4.59,4.3,0.29000000000000004,0.23000000000000043,4.6425,4.85,4.38,0.46999999999999975,0.46999999999999975,4.365,4.45,4.16,0.29000000000000004,0.29000000000000004,4.55,4.72,4.34,0.3799999999999999,0.3799999999999999,64393,132378,13862,118516,101085
2016-02-21,4.86,5.0,4.7,0.2999999999999998,0.20999999999999996,4.9816666666666665,5.01,4.91,0.09999999999999964,0.0,4.763333333333334,5.0,4.54,0.45999999999999996,0.23000000000000043,4.923333333333334,5.0,4.85,0.15000000000000036,0.019999999999999574,33443,59404,0,59404,-45173
2016-02-28,5.016,5.1,4.97,0.1299999999999999,0.09999999999999964,5.15,5.36,5.05,0.3100000000000005,0.3100000000000005,4.932,5.01,4.87,0.13999999999999968,0.07000000000000028,5.014,5.15,4.95,0.20000000000000018,0.20000000000000018,57893,117376,36172,81204,76795
2016-03-06,4.89,5.15,4.5,0.6500000000000004,-0.25,5.048,5.24,4.82,0.41999999999999993,-0.07000000000000028,4.668,5.0,4.12,0.8799999999999999,-0.29000000000000004,4.922,5.07,4.77,0.3000000000000007,0.07000000000000028,60824,80825,42695,38130,14135
