Date,Vanguard Small-Cap GrowthEtf_Open_average,Vanguard Small-Cap GrowthEtf_Open_max,Vanguard Small-Cap GrowthEtf_Open_min,Vanguard Small-Cap GrowthEtf_Open_volatility,Vanguard Small-Cap GrowthEtf_Open_change,Vanguard Small-Cap GrowthEtf_High_average,Vanguard Small-Cap GrowthEtf_High_max,Vanguard Small-Cap GrowthEtf_High_min,Vanguard Small-Cap GrowthEtf_High_volatility,Vanguard Small-Cap GrowthEtf_High_change,Vanguard Small-Cap GrowthEtf_Low_average,Vanguard Small-Cap GrowthEtf_Low_max,Vanguard Small-Cap GrowthEtf_Low_min,Vanguard Small-Cap GrowthEtf_Low_volatility,Vanguard Small-Cap GrowthEtf_Low_change,Vanguard Small-Cap GrowthEtf_Close_average,Vanguard Small-Cap GrowthEtf_Close_max,Vanguard Small-Cap GrowthEtf_Close_min,Vanguard Small-Cap GrowthEtf_Close_volatility,Vanguard Small-Cap GrowthEtf_Close_change
2016-01-03,114.59,114.59,114.59,0.0,0.0,115.05,115.05,115.05,0.0,0.0,112.31,112.31,112.31,0.0,0.0,112.43,112.43,112.43,0.0,0.0
2016-01-10,107.0,107.0,107.0,0.0,0.0,108.06,108.06,108.06,0.0,0.0,105.43,105.43,105.43,0.0,0.0,107.92,107.92,107.92,0.0,0.0
2016-01-17,108.69,108.69,108.69,0.0,0.0,109.97,109.97,109.97,0.0,0.0,108.56,108.56,108.56,0.0,0.0,109.73,109.73,109.73,0.0,0.0
2016-01-24,107.65,107.65,107.65,0.0,0.0,110.53,110.53,110.53,0.0,0.0,107.54,107.54,107.54,0.0,0.0,110.53,110.53,110.53,0.0,0.0
2016-01-31,108.21,108.21,108.21,0.0,0.0,108.21,108.21,108.21,0.0,0.0,105.09,105.09,105.09,0.0,0.0,105.18,105.18,105.18,0.0,0.0
2016-02-07,101.71,101.71,101.71,0.0,0.0,102.69,102.69,102.69,0.0,0.0,100.85,100.85,100.85,0.0,0.0,102.53,102.53,102.53,0.0,0.0
2016-02-14,106.48,106.48,106.48,0.0,0.0,107.55,107.55,107.55,0.0,0.0,105.79,105.79,105.79,0.0,0.0,107.54,107.54,107.54,0.0,0.0
2016-02-21,110.81,110.81,110.81,0.0,0.0,111.32,111.32,111.32,0.0,0.0,110.49,110.49,110.49,0.0,0.0,111.06,111.06,111.06,0.0,0.0
2016-02-28,115.2,115.2,115.2,0.0,0.0,116.47,116.47,116.47,0.0,0.0,114.76,114.76,114.76,0.0,0.0,115.74,115.74,115.74,0.0,0.0
2016-03-06,114.61,114.61,114.61,0.0,0.0,116.15,116.15,116.15,0.0,0.0,114.53,114.53,114.53,0.0,0.0,116.04,116.04,116.04,0.0,0.0
2016-03-13,116.69,116.69,116.69,0.0,0.0,117.72,117.72,117.72,0.0,0.0,116.49,116.49,116.49,0.0,0.0,117.33,117.33,117.33,0.0,0.0
2016-03-20,114.56,114.56,114.56,0.0,0.0,115.33,115.33,115.33,0.0,0.0,113.83,113.83,113.83,0.0,0.0,115.33,115.33,115.33,0.0,0.0
2016-03-27,118.0,118.0,118.0,0.0,0.0,119.55,119.55,119.55,0.0,0.0,117.86,117.86,117.86,0.0,0.0,119.48,119.48,119.48,0.0,0.0
2016-04-03,118.88,118.88,118.88,0.0,0.0,119.06,119.06,119.06,0.0,0.0,117.68,117.68,117.68,0.0,0.0,118.15,118.15,118.15,0.0,0.0
2016-04-10,120.2,120.2,120.2,0.0,0.0,120.91,120.91,120.91,0.0,0.0,120.08,120.08,120.08,0.0,0.0,120.83,120.83,120.83,0.0,0.0
2016-04-17,121.48,121.48,121.48,0.0,0.0,122.4,122.4,122.4,0.0,0.0,121.33,121.33,121.33,0.0,0.0,122.38,122.38,122.38,0.0,0.0
2016-04-24,121.23,121.23,121.23,0.0,0.0,121.53,121.53,121.53,0.0,0.0,119.65,119.65,119.65,0.0,0.0,120.59,120.59,120.59,0.0,0.0
2016-05-01,118.04,118.04,118.04,0.0,0.0,119.05,119.05,119.05,0.0,0.0,117.53,117.53,117.53,0.0,0.0,118.96,118.96,118.96,0.0,0.0
2016-05-08,118.56,118.56,118.56,0.0,0.0,119.19,119.19,119.19,0.0,0.0,117.74,117.74,117.74,0.0,0.0,118.15,118.15,118.15,0.0,0.0
2016-05-15,118.13,118.13,118.13,0.0,0.0,119.42,119.42,119.42,0.0,0.0,117.86,117.86,117.86,0.0,0.0,119.42,119.42,119.42,0.0,0.0
2016-05-22,122.25,122.25,122.25,0.0,0.0,123.33,123.33,123.33,0.0,0.0,122.24,122.24,122.24,0.0,0.0,123.33,123.33,123.33,0.0,0.0
2016-05-29,125.42,125.42,125.42,0.0,0.0,125.42,125.42,125.42,0.0,0.0,123.86,123.86,123.86,0.0,0.0,124.82,124.82,124.82,0.0,0.0
2016-06-05,125.18,125.18,125.18,0.0,0.0,125.18,125.18,125.18,0.0,0.0,123.89,123.89,123.89,0.0,0.0,124.2,124.2,124.2,0.0,0.0
2016-06-12,122.62,122.62,122.62,0.0,0.0,122.74,122.74,122.74,0.0,0.0,121.79,121.79,121.79,0.0,0.0,122.1,122.1,122.1,0.0,0.0
2016-06-19,120.36,120.36,120.36,0.0,0.0,122.29,122.29,122.29,0.0,0.0,120.05,120.05,120.05,0.0,0.0,120.59,120.59,120.59,0.0,0.0
2016-06-26,123.97,123.97,123.97,0.0,0.0,124.9,124.9,124.9,0.0,0.0,123.84,123.84,123.84,0.0,0.0,124.31,124.31,124.31,0.0,0.0
2016-07-03,125.29,125.29,125.29,0.0,0.0,127.09,127.09,127.09,0.0,0.0,125.24,125.24,125.24,0.0,0.0,126.85,126.85,126.85,0.0,0.0
2016-07-10,128.74,128.74,128.74,0.0,0.0,128.87,128.87,128.87,0.0,0.0,128.16,128.16,128.16,0.0,0.0,128.43,128.43,128.43,0.0,0.0
2016-07-17,128.78,128.78,128.78,0.0,0.0,129.98,129.98,129.98,0.0,0.0,128.66,128.66,128.66,0.0,0.0,129.84,129.84,129.84,0.0,0.0
2016-07-24,130.16,130.16,130.16,0.0,0.0,131.13,131.13,131.13,0.0,0.0,129.58,129.58,129.58,0.0,0.0,130.56,130.56,130.56,0.0,0.0
2016-07-31,130.61,130.61,130.61,0.0,0.0,131.31,131.31,131.31,0.0,0.0,130.36,130.36,130.36,0.0,0.0,131.11,131.11,131.11,0.0,0.0
2016-08-07,130.81,130.81,130.81,0.0,0.0,131.4,131.4,131.4,0.0,0.0,130.59,130.59,130.59,0.0,0.0,131.15,131.15,131.15,0.0,0.0
2016-08-14,130.94,130.94,130.94,0.0,0.0,131.41,131.41,131.41,0.0,0.0,130.69,130.69,130.69,0.0,0.0,131.32,131.32,131.32,0.0,0.0
2016-08-21,131.66,131.66,131.66,0.0,0.0,132.55,132.55,132.55,0.0,0.0,130.5,130.5,130.5,0.0,0.0,131.2,131.2,131.2,0.0,0.0
2016-08-28,132.42,132.42,132.42,0.0,0.0,133.03,133.03,133.03,0.0,0.0,132.24,132.24,132.24,0.0,0.0,132.97,132.97,132.97,0.0,0.0
2016-09-04,132.02,132.02,132.02,0.0,0.0,132.04,132.04,132.04,0.0,0.0,129.1,129.1,129.1,0.0,0.0,129.1,129.1,129.1,0.0,0.0
2016-09-11,129.48,129.48,129.48,0.0,0.0,130.03,130.03,130.03,0.0,0.0,129.19,129.19,129.19,0.0,0.0,129.77,129.77,129.77,0.0,0.0
2016-09-18,133.02,133.02,133.02,0.0,0.0,133.34,133.34,133.34,0.0,0.0,132.44,132.44,132.44,0.0,0.0,132.47,132.47,132.47,0.0,0.0
2016-09-25,131.37,131.37,131.37,0.0,0.0,132.25,132.25,132.25,0.0,0.0,130.65,130.65,130.65,0.0,0.0,131.78,131.78,131.78,0.0,0.0
2016-10-02,130.84,130.84,130.84,0.0,0.0,131.12,131.12,131.12,0.0,0.0,129.25,129.25,129.25,0.0,0.0,129.93,129.93,129.93,0.0,0.0
2016-10-09,128.53,128.53,128.53,0.0,0.0,129.03,129.03,129.03,0.0,0.0,127.39,127.39,127.39,0.0,0.0,127.45,127.45,127.45,0.0,0.0
2016-10-16,127.12,127.12,127.12,0.0,0.0,127.9,127.9,127.9,0.0,0.0,126.8,126.8,126.8,0.0,0.0,127.63,127.63,127.63,0.0,0.0
2016-10-23,124.04,124.04,124.04,0.0,0.0,125.15,125.15,125.15,0.0,0.0,123.96,123.96,123.96,0.0,0.0,124.21,124.21,124.21,0.0,0.0
2016-10-30,121.14,121.14,121.14,0.0,0.0,122.64,122.64,122.64,0.0,0.0,121.0,121.0,121.0,0.0,0.0,121.6,121.6,121.6,0.0,0.0
2016-11-06,127.54,127.54,127.54,0.0,0.0,129.41,129.41,129.41,0.0,0.0,127.4,127.4,127.4,0.0,0.0,129.19,129.19,129.19,0.0,0.0
2016-11-13,132.48,132.48,132.48,0.0,0.0,132.59,132.59,132.59,0.0,0.0,131.9,131.9,131.9,0.0,0.0,132.19,132.19,132.19,0.0,0.0
2016-11-20,134.77,134.77,134.77,0.0,0.0,134.99,134.99,134.99,0.0,0.0,134.42,134.42,134.42,0.0,0.0,134.99,134.99,134.99,0.0,0.0
2016-11-27,131.49,131.49,131.49,0.0,0.0,132.21,132.21,132.21,0.0,0.0,131.34,131.34,131.34,0.0,0.0,131.71,131.71,131.71,0.0,0.0
2016-12-04,137.77,137.77,137.77,0.0,0.0,138.23,138.23,138.23,0.0,0.0,137.02,137.02,137.02,0.0,0.0,137.26,137.26,137.26,0.0,0.0
2016-12-11,135.24,135.24,135.24,0.0,0.0,135.98,135.98,135.98,0.0,0.0,134.59,134.59,134.59,0.0,0.0,134.77,134.77,134.77,0.0,0.0
2016-12-18,133.54,133.54,133.54,0.0,0.0,134.19,134.19,134.19,0.0,0.0,133.54,133.54,133.54,0.0,0.0,134.19,134.19,134.19,0.0,0.0
2016-12-25,133.84,133.84,133.84,0.0,0.0,133.84,133.84,133.84,0.0,0.0,132.7,132.7,132.7,0.0,0.0,133.14,133.14,133.14,0.0,0.0
2017-01-01,135.77,135.77,135.77,0.0,0.0,136.06,136.06,136.06,0.0,0.0,135.15,135.15,135.15,0.0,0.0,135.34,135.34,135.34,0.0,0.0
2017-01-08,136.15,136.15,136.15,0.0,0.0,137.19,137.19,137.19,0.0,0.0,136.15,136.15,136.15,0.0,0.0,136.81,136.81,136.81,0.0,0.0
2017-01-15,135.3,135.3,135.3,0.0,0.0,135.85,135.85,135.85,0.0,0.0,135.04,135.04,135.04,0.0,0.0,135.47,135.47,135.47,0.0,0.0
2017-01-22,137.59,137.59,137.59,0.0,0.0,137.74,137.74,137.74,0.0,0.0,136.62,136.62,136.62,0.0,0.0,137.01,137.01,137.01,0.0,0.0
2017-01-29,137.3,137.3,137.3,0.0,0.0,138.28,138.28,138.28,0.0,0.0,137.06,137.06,137.06,0.0,0.0,138.21,138.21,138.21,0.0,0.0
2017-02-05,139.69,139.69,139.69,0.0,0.0,140.07,140.07,140.07,0.0,0.0,139.23,139.23,139.23,0.0,0.0,139.81,139.81,139.81,0.0,0.0
2017-02-12,140.4,140.4,140.4,0.0,0.0,141.3,141.3,141.3,0.0,0.0,140.31,140.31,140.31,0.0,0.0,141.3,141.3,141.3,0.0,0.0
2017-02-19,139.76,139.76,139.76,0.0,0.0,140.94,140.94,140.94,0.0,0.0,139.49,139.49,139.49,0.0,0.0,140.92,140.92,140.92,0.0,0.0
