Date,iShares US EnergyEtf_Open_average,iShares US EnergyEtf_Open_max,iShares US EnergyEtf_Open_min,iShares US EnergyEtf_Open_volatility,iShares US EnergyEtf_Open_change,iShares US EnergyEtf_High_average,iShares US EnergyEtf_High_max,iShares US EnergyEtf_High_min,iShares US EnergyEtf_High_volatility,iShares US EnergyEtf_High_change,iShares US EnergyEtf_Low_average,iShares US EnergyEtf_Low_max,iShares US EnergyEtf_Low_min,iShares US EnergyEtf_Low_volatility,iShares US EnergyEtf_Low_change,iShares US EnergyEtf_Close_average,iShares US EnergyEtf_Close_max,iShares US EnergyEtf_Close_min,iShares US EnergyEtf_Close_volatility,iShares US EnergyEtf_Close_change
2016-10-09,37.76,37.76,37.76,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2016-10-16,37.52,37.52,37.52,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2016-10-23,37.07,37.07,37.07,0.0,0.0,37.54,37.54,37.54,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2016-10-30,36.15,36.15,36.15,0.0,0.0,36.38,36.38,36.38,0.0,0.0,35.81,35.81,35.81,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2016-11-06,37.48,37.48,37.48,0.0,0.0,37.49,37.49,37.49,0.0,0.0,36.72,36.72,36.72,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2016-11-13,37.9,37.9,37.9,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2016-11-20,38.75,38.75,38.75,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2016-11-27,39.77,39.77,39.77,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2016-12-04,40.91,40.91,40.91,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2016-12-11,41.09,41.09,41.09,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2016-12-18,40.75,40.75,40.75,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2016-12-25,40.29,40.29,40.29,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2017-01-01,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2017-01-08,39.74,39.74,39.74,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2017-01-15,39.88,39.88,39.88,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2017-01-22,39.76,39.76,39.76,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2017-01-29,38.91,38.91,38.91,0.0,0.0,39.37,39.37,39.37,0.0,0.0,38.77,38.77,38.77,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2017-02-05,39.03,39.03,39.03,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2017-02-12,38.36,38.36,38.36,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2017-02-19,37.88,37.88,37.88,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2017-02-26,38.4,38.4,38.4,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2017-03-05,37.51,37.51,37.51,0.0,0.0,37.53,37.53,37.53,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2017-03-12,37.47,37.47,37.47,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2017-03-19,36.59,36.59,36.59,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2017-03-26,37.33,37.33,37.33,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2017-04-02,37.69,37.69,37.69,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2017-04-09,37.58,37.58,37.58,0.0,0.0,37.64,37.64,37.64,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2017-04-16,36.11,36.11,36.11,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.87,35.87,35.87,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2017-04-23,36.43,36.43,36.43,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2017-04-30,35.22,35.22,35.22,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2017-05-07,36.13,36.13,36.13,0.0,0.0,36.21,36.21,36.21,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2017-05-14,35.91,35.91,35.91,0.0,0.0,36.33,36.33,36.33,0.0,0.0,35.87,35.87,35.87,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2017-05-21,35.38,35.38,35.38,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2017-05-28,34.78,34.78,34.78,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2017-06-04,34.39,34.39,34.39,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.39,34.39,34.39,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2017-06-11,34.88,34.88,34.88,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.67,34.67,34.67,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2017-06-18,33.99,33.99,33.99,0.0,0.0,34.31,34.31,34.31,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2017-06-25,34.43,34.43,34.43,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2017-07-02,33.85,33.85,33.85,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2017-07-09,34.46,34.46,34.46,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2017-07-16,34.68,34.68,34.68,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2017-07-23,35.0,35.0,35.0,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2017-07-30,34.57,34.57,34.57,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2017-08-06,33.89,33.89,33.89,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2017-08-13,32.72,32.72,32.72,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2017-08-20,33.22,33.22,33.22,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2017-08-27,33.31,33.31,33.31,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2017-09-03,34.27,34.27,34.27,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2017-09-10,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2017-09-17,35.69,35.69,35.69,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2017-09-24,36.13,36.13,36.13,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2017-10-01,36.02,36.02,36.02,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2017-10-08,36.26,36.26,36.26,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2017-10-15,35.79,35.79,35.79,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2017-10-22,35.24,35.24,35.24,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2017-10-29,36.21,36.21,36.21,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2017-11-05,37.08,37.08,37.08,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2017-11-12,35.61,35.61,35.61,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2017-11-19,36.05,36.05,36.05,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2017-11-26,36.84,36.84,36.84,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.58,36.58,36.58,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2017-12-03,36.59,36.59,36.59,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2017-12-10,36.89,36.89,36.89,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2017-12-17,38.24,38.24,38.24,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2017-12-24,38.54,38.54,38.54,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2017-12-31,39.75,39.75,39.75,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.81,39.81,39.81,0.0,0.0
