Date,JPMorgan Diversified Return Global EquityEtf_Open_average,JPMorgan Diversified Return Global EquityEtf_Open_max,JPMorgan Diversified Return Global EquityEtf_Open_min,JPMorgan Diversified Return Global EquityEtf_Open_volatility,JPMorgan Diversified Return Global EquityEtf_Open_change,JPMorgan Diversified Return Global EquityEtf_High_average,JPMorgan Diversified Return Global EquityEtf_High_max,JPMorgan Diversified Return Global EquityEtf_High_min,JPMorgan Diversified Return Global EquityEtf_High_volatility,JPMorgan Diversified Return Global EquityEtf_High_change,JPMorgan Diversified Return Global EquityEtf_Low_average,JPMorgan Diversified Return Global EquityEtf_Low_max,JPMorgan Diversified Return Global EquityEtf_Low_min,JPMorgan Diversified Return Global EquityEtf_Low_volatility,JPMorgan Diversified Return Global EquityEtf_Low_change,JPMorgan Diversified Return Global EquityEtf_Close_average,JPMorgan Diversified Return Global EquityEtf_Close_max,JPMorgan Diversified Return Global EquityEtf_Close_min,JPMorgan Diversified Return Global EquityEtf_Close_volatility,JPMorgan Diversified Return Global EquityEtf_Close_change
2016-03-13,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2016-03-20,49.41,49.41,49.41,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2016-03-27,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2016-04-03,49.97,49.97,49.97,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2016-04-10,50.9,50.9,50.9,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2016-04-17,51.3,51.3,51.3,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2016-04-24,50.74,50.74,50.74,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2016-05-01,50.07,50.07,50.07,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2016-05-08,50.37,50.37,50.37,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2016-05-15,50.1,50.1,50.1,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2016-05-22,50.9,50.9,50.9,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2016-05-29,50.85,50.85,50.85,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.82,50.82,50.82,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2016-06-05,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2016-06-12,49.8,49.8,49.8,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2016-06-19,49.29,49.29,49.29,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2016-06-26,51.19,51.19,51.19,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2016-07-03,51.13,51.13,51.13,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2016-07-10,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2016-07-17,51.98,51.98,51.98,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2016-07-24,52.73,52.73,52.73,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2016-07-31,52.38,52.38,52.38,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2016-08-07,53.31,53.31,53.31,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2016-08-14,52.82,52.82,52.82,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2016-08-21,53.12,53.12,53.12,0.0,0.0,53.18,53.18,53.18,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2016-08-28,53.13,53.13,53.13,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2016-09-04,52.93,52.93,52.93,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2016-09-11,51.86,51.86,51.86,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2016-09-18,53.51,53.51,53.51,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2016-09-25,53.4,53.4,53.4,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2016-10-02,52.47,52.47,52.47,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2016-10-09,52.35,52.35,52.35,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2016-10-16,52.14,52.14,52.14,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2016-10-23,51.75,51.75,51.75,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2016-10-30,51.17,51.17,51.17,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2016-11-06,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2016-11-13,50.48,50.48,50.48,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2016-11-20,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2016-11-27,51.03,51.03,51.03,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2016-12-04,52.29,52.29,52.29,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2016-12-11,51.77,51.77,51.77,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2016-12-18,50.93,50.93,50.93,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2016-12-25,50.99,50.99,50.99,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2017-01-01,51.98,51.98,51.98,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2017-01-08,52.33,52.33,52.33,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2017-01-15,52.31,52.31,52.31,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2017-01-22,52.42,52.42,52.42,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2017-01-29,52.75,52.75,52.75,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2017-02-05,52.99,52.99,52.99,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2017-02-12,53.24,53.24,53.24,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2017-02-19,53.44,53.44,53.44,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2017-02-26,53.36,53.36,53.36,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2017-03-05,53.34,53.34,53.34,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2017-03-12,54.24,54.24,54.24,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2017-03-19,54.33,54.33,54.33,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2017-03-26,54.46,54.46,54.46,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2017-04-02,54.17,54.17,54.17,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2017-04-09,54.18,54.18,54.18,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.97,53.97,53.97,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2017-04-16,54.31,54.31,54.31,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2017-04-23,55.17,55.17,55.17,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2017-04-30,55.64,55.64,55.64,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.64,55.64,55.64,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2017-05-07,55.88,55.88,55.88,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2017-05-14,56.3,56.3,56.3,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2017-05-21,56.9,56.9,56.9,0.0,0.0,57.08,57.08,57.08,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2017-05-28,57.9,57.9,57.9,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2017-06-04,57.48,57.48,57.48,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2017-06-11,57.58,57.58,57.58,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.74,57.74,57.74,0.0,0.0
2017-06-18,57.57,57.57,57.57,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2017-06-25,57.52,57.52,57.52,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2017-07-02,56.82,56.82,56.82,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2017-07-09,58.1,58.1,58.1,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2017-07-16,58.66,58.66,58.66,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2017-07-23,58.53,58.53,58.53,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2017-07-30,59.06,59.06,59.06,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.93,58.93,58.93,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2017-08-06,57.97,57.97,57.97,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2017-08-13,58.21,58.21,58.21,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2017-08-20,58.73,58.73,58.73,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2017-08-27,59.11,59.11,59.11,0.0,0.0,59.17,59.17,59.17,0.0,0.0,59.07,59.07,59.07,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2017-09-03,59.11,59.11,59.11,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2017-09-10,59.37,59.37,59.37,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2017-09-17,59.4,59.4,59.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2017-09-24,59.3,59.3,59.3,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2017-10-01,59.7,59.7,59.7,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2017-10-08,60.92,60.92,60.92,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2017-10-15,60.96,60.96,60.96,0.0,0.0,60.97,60.97,60.97,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2017-10-22,60.94,60.94,60.94,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2017-10-29,61.5,61.5,61.5,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.51,61.51,61.51,0.0,0.0
2017-11-05,61.28,61.28,61.28,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2017-11-12,61.32,61.32,61.32,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2017-11-19,62.3,62.3,62.3,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2017-11-26,62.54,62.54,62.54,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2017-12-03,62.1,62.1,62.1,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.19,62.19,62.19,0.0,0.0
2017-12-10,62.5,62.5,62.5,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2017-12-17,62.82,62.82,62.82,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2017-12-24,62.69,62.69,62.69,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2017-12-31,63.68,63.68,63.68,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.86,63.86,63.86,0.0,0.0
