Date,ASML_stock_Open_average,ASML_stock_Open_max,ASML_stock_Open_min,ASML_stock_Open_volatility,ASML_stock_Open_change,ASML_stock_High_average,ASML_stock_High_max,ASML_stock_High_min,ASML_stock_High_volatility,ASML_stock_High_change,ASML_stock_Low_average,ASML_stock_Low_max,ASML_stock_Low_min,ASML_stock_Low_volatility,ASML_stock_Low_change,ASML_stock_Close_average,ASML_stock_Close_max,ASML_stock_Close_min,ASML_stock_Close_volatility,ASML_stock_Close_change,ASML_stock_Volume_average,ASML_stock_Volume_max,ASML_stock_Volume_min,ASML_stock_Volume_volatility,ASML_stock_Volume_change
2016-01-03,84.316,87.29,81.77,5.52000000000001,-5.52000000000001,85.2,87.42,82.12,5.299999999999997,-5.299999999999997,83.536,85.91,80.13,5.780000000000001,-5.780000000000001,84.22,87.3,80.28,7.019999999999996,-7.019999999999996,1424572,2323890,811233,1512657,-1375911
2016-01-10,81.99,83.35,78.62,4.72999999999999,-4.359999999999999,82.65,83.95,79.45,4.5,-3.8100000000000023,80.276,81.67,77.17,4.5,-4.429999999999993,81.068,82.9,77.47,5.430000000000007,-4.840000000000003,1186604,1550303,875908,674395,432414
2016-01-17,84.8375,91.22,79.79,11.429999999999993,11.429999999999993,86.7325,91.72,80.86,10.86,10.86,83.9825,90.07,79.31,10.759999999999991,10.759999999999991,85.825,90.36,80.32,10.040000000000006,10.040000000000006,2245434,4539193,1254324,3284869,213151
2016-01-24,89.766,90.28,89.14,1.1400000000000006,-1.1400000000000006,90.898,91.93,90.32,1.6100000000000136,1.3000000000000114,89.19200000000001,89.42,88.93,0.4899999999999949,-0.37999999999999545,90.254,91.84,89.71,2.1300000000000097,2.1200000000000045,1096603,1846224,674943,1171281,291478
2016-01-31,90.412,91.02,89.92,1.0999999999999943,-1.0999999999999943,91.288,92.74,89.92,2.819999999999993,-2.819999999999993,89.304,90.82,88.05,2.769999999999996,-2.769999999999996,90.312,92.24,88.36,3.8799999999999955,-3.8799999999999955,743690,892981,529140,363841,363841
2016-02-07,83.52,84.96,80.98,3.9799999999999898,-3.9799999999999898,84.502,86.89,82.09,4.799999999999997,-4.799999999999997,82.41799999999999,84.69,80.24,4.450000000000003,-4.390000000000001,83.384,86.36,81.74,4.6200000000000045,-4.319999999999993,1428068,2413076,1099920,1313156,-137855
2016-02-14,85.42750000000001,87.12,83.06,4.060000000000002,4.060000000000002,86.4875,88.55,84.23,4.319999999999993,4.319999999999993,85.0625,86.75,82.72,4.030000000000001,4.030000000000001,86.0475,88.01,83.98,4.030000000000001,4.030000000000001,874479,1254952,672532,582420,496662
2016-02-21,89.09333333333333,91.1,87.42,3.6799999999999926,3.0900000000000034,89.87,91.21,88.47,2.739999999999995,2.450000000000003,88.865,90.92,87.29,3.6299999999999955,3.260000000000005,89.56166666666667,90.92,87.92,3.0,3.0,664888,1526587,249117,1277470,-561703
2016-02-28,92.898,94.84,91.33,3.510000000000005,3.510000000000005,93.942,95.52,92.19,3.3299999999999983,3.3299999999999983,92.636,94.68,91.02,3.660000000000011,3.660000000000011,93.64,95.35,91.02,4.329999999999998,4.329999999999998,632587,1181824,366813,815011,815011
2016-03-06,95.352,97.29,94.09,3.200000000000003,2.950000000000003,96.25,97.82,94.46,3.3599999999999994,1.5499999999999972,94.762,96.8,93.72,3.0799999999999983,2.489999999999995,95.526,97.75,93.79,3.9599999999999937,1.7099999999999937,716702,1122975,168978,953997,-359596
2016-03-13,96.898,97.78,96.0,1.7800000000000011,0.3100000000000023,97.774,98.67,96.92,1.75,0.7900000000000063,96.56400000000001,97.65,95.71,1.940000000000012,1.0400000000000063,97.32000000000001,97.98,96.59,1.3900000000000006,0.9900000000000091,362931,520688,299676,221012,-66021
2016-03-20,97.3125,98.6,96.16,2.4399999999999977,-1.2999999999999972,98.02250000000001,98.65,96.93,1.7199999999999989,-1.039999999999992,96.965,97.67,95.98,1.6899999999999977,-1.25,97.675,98.24,96.93,1.309999999999988,-0.8899999999999864,627560,892270,293238,599032,-274360
