Date,AVIFY_stock_Open_average,AVIFY_stock_Open_max,AVIFY_stock_Open_min,AVIFY_stock_Open_volatility,AVIFY_stock_Open_change,AVIFY_stock_High_average,AVIFY_stock_High_max,AVIFY_stock_High_min,AVIFY_stock_High_volatility,AVIFY_stock_High_change,AVIFY_stock_Low_average,AVIFY_stock_Low_max,AVIFY_stock_Low_min,AVIFY_stock_Low_volatility,AVIFY_stock_Low_change,AVIFY_stock_Close_average,AVIFY_stock_Close_max,AVIFY_stock_Close_min,AVIFY_stock_Close_volatility,AVIFY_stock_Close_change,AVIFY_stock_Volume_average,AVIFY_stock_Volume_max,AVIFY_stock_Volume_min,AVIFY_stock_Volume_volatility,AVIFY_stock_Volume_change
2016-05-22,4.3716,4.51,4.245,0.2649999999999997,0.17999999999999972,4.4046,4.52,4.33,0.1899999999999995,0.1899999999999995,4.2828,4.34,4.16,0.17999999999999972,0.08899999999999952,4.3592,4.5,4.251,0.24899999999999967,0.12099999999999955,1346,1963,494,1469,1214
2016-05-29,4.55875,4.64,4.48,0.15999999999999925,0.13999999999999968,4.5835,4.68,4.5,0.17999999999999972,0.17999999999999972,4.53625,4.615,4.45,0.16500000000000004,0.14999999999999947,4.54,4.615,4.45,0.16500000000000004,0.14999999999999947,5205,10020,666,9354,-1624
2016-06-05,4.656,4.695,4.6,0.09500000000000064,-0.034999999999999254,4.7202,4.75,4.67,0.08000000000000007,-0.08000000000000007,4.6474,4.695,4.6,0.09500000000000064,0.008000000000000895,4.7112,4.75,4.655,0.09499999999999975,-0.08000000000000007,1839,2892,633,2259,701
2016-06-12,4.6209999999999996,4.7,4.555,0.14500000000000046,-0.14500000000000046,4.6453999999999995,4.7,4.555,0.14500000000000046,-0.14500000000000046,4.5662,4.672,4.36,0.3119999999999994,-0.12300000000000022,4.6444,4.7,4.55,0.15000000000000036,-0.15000000000000036,2410,5720,905,4815,-125
2016-06-19,4.5268,4.55,4.49,0.05999999999999961,0.008999999999999453,4.56,4.58,4.5489999999999995,0.031000000000000583,-0.001000000000000334,4.5207999999999995,4.5489999999999995,4.49,0.058999999999999275,0.008999999999999453,4.5422,4.58,4.503,0.07699999999999996,0.004999999999999893,2310,4618,626,3992,-32
2016-06-26,4.4704,4.64,4.372,0.2679999999999998,0.038000000000000256,4.566,4.64,4.48,0.15999999999999925,0.13999999999999968,4.4102,4.45,4.372,0.07800000000000029,0.038000000000000256,4.4879999999999995,4.6,4.381,0.21899999999999942,0.07100000000000062,1280,2058,612,1446,968
2016-07-03,4.59375,4.67,4.495,0.17499999999999982,0.09499999999999975,4.63475,4.68,4.569,0.11099999999999977,0.11099999999999977,4.52125,4.59,4.45,0.13999999999999968,0.09499999999999975,4.56625,4.596,4.51,0.0860000000000003,0.020999999999999908,2340,3132,890,2242,1637
2016-07-10,4.818,5.03,4.68,0.35000000000000053,0.3100000000000005,4.9178,5.08,4.819,0.2610000000000001,0.2110000000000003,4.7636,4.83,4.68,0.15000000000000036,0.0600000000000005,4.8356,5.03,4.731,0.2990000000000004,0.04900000000000038,2400,4970,884,4086,4075
2016-07-17,4.9162,5.04,4.775,0.2649999999999997,0.17499999999999982,5.0348,5.154,4.78,0.37399999999999967,0.33999999999999986,4.8831999999999995,4.94,4.77,0.17000000000000082,0.1200000000000001,4.994000000000001,5.15,4.78,0.3700000000000001,0.33999999999999986,3155,5600,1153,4447,1571
2016-07-24,5.0862,5.131,5.01,0.12100000000000044,-0.01499999999999968,5.1352,5.17,5.105,0.0649999999999995,-0.01499999999999968,4.9892,5.131,4.86,0.2709999999999999,0.13700000000000045,5.127800000000001,5.17,5.0680000000000005,0.10199999999999942,-0.0519999999999996,3517,10507,303,10204,-879
2016-07-31,5.1,5.17,4.97,0.20000000000000018,-0.1200000000000001,5.14,5.18,5.05,0.1299999999999999,-0.02999999999999936,5.0718,5.17,4.97,0.20000000000000018,-0.1299999999999999,5.1244000000000005,5.18,5.05,0.1299999999999999,-0.02999999999999936,6834,14509,1433,13076,11635
2016-08-07,5.335,5.47,5.16,0.3099999999999996,0.2599999999999998,5.422,5.56,5.33,0.22999999999999954,0.08999999999999986,5.289,5.36,5.16,0.20000000000000018,0.20000000000000018,5.3926,5.56,5.2,0.35999999999999943,0.20999999999999996,3051,6976,1200,5776,2630
2016-08-14,5.071400000000001,5.332000000000001,4.96,0.3720000000000008,-0.2920000000000007,5.1144,5.428,5.0,0.42799999999999994,-0.36299999999999955,5.05,5.32,4.95,0.3700000000000001,-0.3000000000000007,5.0682,5.32,4.995,0.3250000000000002,-0.3000000000000007,2605,3629,1367,2262,1011
2016-08-21,4.958600000000001,4.988,4.89,0.09800000000000075,-0.09000000000000075,4.9994000000000005,5.015,4.98,0.034999999999999254,-0.0039999999999995595,4.938,4.97,4.89,0.08000000000000007,-0.07000000000000028,4.9722,5.011,4.95,0.06099999999999994,0.051000000000000156,3118,7835,480,7355,6210
2016-08-28,4.7208,4.756,4.692,0.06400000000000006,0.004999999999999893,4.799799999999999,4.85,4.76,0.08999999999999986,-0.08399999999999963,4.7208,4.756,4.692,0.06400000000000006,0.004999999999999893,4.787,4.84,4.76,0.08000000000000007,-0.03000000000000025,7601,21760,1777,19983,-19062
2016-09-04,4.598,4.685,4.5,0.1849999999999996,-0.1849999999999996,4.5985,4.685,4.5,0.1849999999999996,-0.1849999999999996,4.57575,4.66,4.454,0.2060000000000004,-0.2060000000000004,4.5905000000000005,4.667,4.486000000000001,0.18099999999999916,-0.18099999999999916,2019,3531,536,2995,2335
2016-09-11,4.508,4.64,4.436,0.20399999999999974,0.20399999999999974,4.5514,4.65,4.44,0.20999999999999996,0.20999999999999996,4.4926,4.638999999999999,4.41,0.2289999999999992,0.2289999999999992,4.5294,4.64,4.44,0.1999999999999993,0.1999999999999993,12148,45098,644,44454,-3331
2016-09-18,4.63,4.67,4.61,0.05999999999999961,-0.019999999999999574,4.652,4.68,4.63,0.04999999999999982,-0.02999999999999936,4.622,4.67,4.59,0.08000000000000007,-0.040000000000000036,4.644,4.68,4.63,0.04999999999999982,-0.04999999999999982,5172,9711,599,9112,735
2016-09-25,4.61,4.62,4.59,0.03000000000000025,-0.03000000000000025,4.654,4.75,4.62,0.1299999999999999,0.1299999999999999,4.597,4.61,4.57,0.040000000000000036,-0.02999999999999936,4.649,4.75,4.605,0.14499999999999957,0.13999999999999968,6912,12433,1176,11257,9424
2016-10-02,4.67625,4.735,4.63,0.10500000000000043,0.08000000000000007,4.73625,4.75,4.71,0.040000000000000036,-0.040000000000000036,4.63875,4.735,4.56,0.1750000000000007,-0.07000000000000028,4.69375,4.75,4.56,0.1900000000000004,-0.1900000000000004,3426,5518,584,4934,2747
2016-10-09,4.2938,4.52,4.195,0.3249999999999993,-0.2699999999999996,4.3618,4.529,4.21,0.31899999999999995,-0.07899999999999974,4.242,4.38,4.12,0.2599999999999998,-0.1299999999999999,4.32,4.49,4.123,0.367,-0.11300000000000043,25420,102620,1623,100997,6336
2016-10-16,4.426,4.5,4.34,0.16000000000000014,0.16000000000000014,4.486,4.55,4.421,0.12899999999999956,0.07899999999999974,4.388,4.44,4.34,0.10000000000000053,0.0600000000000005,4.4258,4.537,4.35,0.18700000000000028,-0.011999999999999567,5711,11678,992,10686,-8487
2016-10-23,4.4622,4.53,4.4,0.1299999999999999,0.0860000000000003,4.5154,4.53,4.5,0.03000000000000025,-0.009999999999999787,4.4402,4.495,4.4,0.09499999999999975,0.0860000000000003,4.507,4.5169999999999995,4.5,0.01699999999999946,0.0019999999999997797,971,1444,564,880,-415
2016-10-30,4.434,4.52,4.41,0.10999999999999943,0.009999999999999787,4.4736,4.52,4.415,0.10499999999999954,-0.09999999999999964,4.4118,4.421,4.4,0.020999999999999908,0.017999999999999794,4.4544,4.52,4.415,0.10499999999999954,-0.10199999999999942,2994,6161,349,5812,-5812
2016-11-06,4.3309999999999995,4.42,4.27,0.15000000000000036,-0.13000000000000078,4.3684,4.42,4.297,0.12300000000000022,-0.11800000000000033,4.286,4.4,4.165,0.23500000000000032,-0.23500000000000032,4.3469999999999995,4.42,4.297,0.12300000000000022,-0.11800000000000033,1418,2592,869,1723,176
2016-11-13,4.1370000000000005,4.19,4.09,0.10000000000000053,-0.10000000000000053,4.1395,4.19,4.095,0.09500000000000064,-0.09500000000000064,4.072,4.168,4.02,0.14800000000000058,0.03000000000000025,4.08575,4.168,4.02,0.14800000000000058,0.03000000000000025,3166,9965,298,9667,-8395
2016-11-20,4.03775,4.059,4.02,0.03900000000000059,-0.03900000000000059,4.08675,4.129,4.059,0.0699999999999994,0.0699999999999994,4.03775,4.059,4.02,0.03900000000000059,-0.03900000000000059,4.08675,4.129,4.059,0.0699999999999994,0.0699999999999994,1678,3257,300,2957,2957
2016-11-27,4.1104,4.17,4.033,0.13699999999999957,-0.13699999999999957,4.1238,4.17,4.06,0.11000000000000032,-0.11000000000000032,4.056,4.12,4.03,0.08999999999999986,-0.019999999999999574,4.072,4.12,4.03,0.08999999999999986,-0.040000000000000036,2717,4790,988,3802,2480
2016-12-04,4.1052,4.168,4.02,0.14800000000000058,0.1349999999999998,4.1364,4.18,4.06,0.1200000000000001,0.1200000000000001,4.085,4.155,4.02,0.13500000000000068,0.040000000000000036,4.108,4.18,4.02,0.16000000000000014,0.10999999999999943,3922,8425,747,7678,-2310
2016-12-11,4.1419999999999995,4.22,4.05,0.16999999999999993,-0.040000000000000036,4.1944,4.22,4.18,0.040000000000000036,-0.040000000000000036,4.056,4.1,4.02,0.08000000000000007,-0.03000000000000025,4.164,4.187,4.095,0.09200000000000053,-0.08499999999999996,5826,14250,2506,11744,-8696
2016-12-18,3.9836,4.033,3.94,0.09300000000000042,-0.09300000000000042,4.0258,4.128,3.986,0.1419999999999999,-0.13400000000000034,3.9688,4.02,3.94,0.07999999999999963,-0.07999999999999963,3.9938,4.032,3.94,0.09200000000000008,-0.09200000000000008,6483,20968,729,20239,1124
2016-12-25,4.0215,4.15,3.94,0.2100000000000004,0.06999999999999984,4.077500000000001,4.15,4.0,0.15000000000000036,0.14000000000000057,4.00375,4.105,3.94,0.16500000000000048,0.06999999999999984,4.0615000000000006,4.15,3.99,0.16000000000000014,0.16000000000000014,3233,4990,2013,2977,272
2017-01-01,4.1675,4.256,4.075,0.18100000000000005,0.18100000000000005,4.20725,4.31,4.1,0.20999999999999996,0.20999999999999996,4.16725,4.256,4.075,0.18100000000000005,0.18100000000000005,4.207,4.31,4.1,0.20999999999999996,0.20999999999999996,2960,4125,802,3323,-1025
2017-01-08,4.342499999999999,4.42,4.3,0.1200000000000001,0.11000000000000032,4.3534999999999995,4.42,4.31,0.11000000000000032,0.11000000000000032,4.3075,4.34,4.26,0.08000000000000007,0.08000000000000007,4.340999999999999,4.42,4.26,0.16000000000000014,0.16000000000000014,1930,2510,296,2214,33
2017-01-15,4.4005,4.4639999999999995,4.34,0.12399999999999967,0.0600000000000005,4.43275,4.47,4.398,0.07200000000000006,-0.06299999999999972,4.398,4.4639999999999995,4.34,0.12399999999999967,0.04999999999999982,4.4305,4.47,4.391,0.07899999999999974,-0.07200000000000006,2512,5665,915,4750,3682
2017-01-22,4.5074000000000005,4.66,4.4,0.2599999999999998,0.2599999999999998,4.5214,4.66,4.409,0.25100000000000033,0.2400000000000002,4.4896,4.646,4.39,0.2560000000000002,0.2560000000000002,4.4982,4.66,4.409,0.25100000000000033,0.25,3988,7486,1385,6101,-5035
2017-01-29,4.652,4.71,4.59,0.1200000000000001,-0.040000000000000036,4.662,4.71,4.59,0.1200000000000001,-0.019999999999999574,4.5984,4.65,4.53,0.1200000000000001,0.1200000000000001,4.6084000000000005,4.66,4.53,0.1299999999999999,0.1200000000000001,4385,8200,1430,6770,-6216
2017-02-05,4.7586,4.855,4.65,0.20500000000000007,0.15999999999999925,4.8,4.92,4.705,0.21499999999999986,0.11000000000000032,4.7464,4.812,4.65,0.16199999999999992,0.15999999999999925,4.779,4.92,4.66,0.2599999999999998,0.11500000000000021,1837,4387,948,3439,263
2017-02-12,4.8484,4.867,4.805,0.06200000000000028,0.06200000000000028,4.8688,4.88,4.865,0.01499999999999968,-0.0129999999999999,4.8394,4.867,4.805,0.06200000000000028,0.06200000000000028,4.8558,4.88,4.83,0.04999999999999982,-0.0129999999999999,1858,4389,193,4196,-4196
2017-02-19,4.8622499999999995,4.873,4.843999999999999,0.029000000000000803,-0.0129999999999999,4.8759999999999994,4.88,4.872,0.008000000000000007,0.0,4.8375,4.86,4.82,0.040000000000000036,0.03000000000000025,4.85875,4.88,4.84,0.040000000000000036,-0.01499999999999968,4578,6778,1928,4850,698
2017-02-26,4.88,4.93,4.8,0.1299999999999999,0.05999999999999961,4.9136,4.93,4.89,0.040000000000000036,0.019999999999999574,4.859,4.902,4.76,0.14200000000000035,0.03200000000000003,4.8952,4.918,4.875,0.04300000000000015,0.015000000000000568,2533,5598,1335,4263,-4224
2017-03-05,4.851,4.885,4.8,0.08499999999999996,-0.0129999999999999,4.8954,4.93,4.86,0.0699999999999994,-0.038000000000000256,4.8454,4.885,4.8,0.08499999999999996,-0.0129999999999999,4.8944,4.93,4.86,0.0699999999999994,-0.038000000000000256,1646,3576,555,3021,-486
2017-03-12,4.9494,5.1,4.897,0.2029999999999994,0.16999999999999993,4.9694,5.1,4.897,0.2029999999999994,0.16999999999999993,4.912,5.035,4.838,0.19700000000000006,0.16500000000000004,4.9538,5.077,4.897,0.17999999999999972,0.17499999999999982,2091,4009,521,3488,1055
2017-03-19,5.099,5.125,5.06,0.06500000000000039,0.009999999999999787,5.1304,5.162000000000001,5.09,0.07200000000000095,0.07200000000000095,5.093,5.125,5.06,0.06500000000000039,0.009999999999999787,5.1224,5.162000000000001,5.09,0.07200000000000095,0.07200000000000095,1603,4010,231,3779,555
2017-03-26,5.2021999999999995,5.22,5.18,0.040000000000000036,-0.006000000000000227,5.220000000000001,5.23,5.19,0.040000000000000036,0.040000000000000036,5.1946,5.216,5.172000000000001,0.043999999999999595,0.007999999999999119,5.2052000000000005,5.23,5.18,0.05000000000000071,-0.010000000000000675,2011,2809,1248,1561,300
2017-04-02,5.0864,5.18,4.992,0.18799999999999972,-0.14999999999999947,5.096,5.18,5.03,0.14999999999999947,-0.14999999999999947,5.0446,5.16,4.935,0.22500000000000053,-0.17499999999999982,5.0626,5.17,4.985,0.1849999999999996,-0.17499999999999982,3287,4318,2347,1971,1195
2017-04-09,5.0305,5.082,5.01,0.07200000000000006,-0.009999999999999787,5.0355,5.082,5.01,0.07200000000000006,0.010000000000000675,5.0249999999999995,5.06,5.01,0.04999999999999982,-0.009999999999999787,5.029999999999999,5.06,5.01,0.04999999999999982,0.010000000000000675,364,571,192,379,379
2017-04-16,5.086,5.1,5.065,0.034999999999999254,-0.019999999999999574,5.0889999999999995,5.1,5.065,0.034999999999999254,-0.034999999999999254,5.0424,5.085,4.93,0.15500000000000025,-0.019999999999999574,5.0714,5.1,5.05,0.04999999999999982,-0.034999999999999254,1463,3341,478,2863,-1498
2017-04-23,5.0214,5.065,4.94,0.125,-0.03300000000000036,5.0576,5.09,5.032,0.05799999999999983,-0.03300000000000036,4.9954,5.032,4.94,0.09199999999999964,0.041999999999999815,5.024,5.053,4.99,0.06299999999999972,0.041999999999999815,1141,1593,535,1058,-1058
2017-04-30,5.116,5.21,5.02,0.1900000000000004,0.16000000000000014,5.162,5.24,5.08,0.16000000000000014,0.16000000000000014,5.1114,5.21,5.02,0.1900000000000004,0.16000000000000014,5.1424,5.24,5.05,0.1900000000000004,0.1900000000000004,1767,5047,586,4461,-203
2017-05-07,5.2139999999999995,5.27,5.05,0.21999999999999975,0.019999999999999574,5.247,5.27,5.215,0.054999999999999716,0.019999999999999574,5.141,5.22,5.05,0.16999999999999993,0.0019999999999997797,5.2066,5.25,5.14,0.11000000000000032,0.07800000000000029,2345,3408,1264,2144,-2144
2017-05-14,5.2242,5.3,5.12,0.17999999999999972,-0.16999999999999993,5.2832,5.3,5.255,0.04499999999999993,-0.03500000000000014,5.17,5.252999999999999,5.1,0.15299999999999958,-0.11699999999999999,5.229,5.3,5.1,0.20000000000000018,0.017999999999999794,4194,16057,346,15711,-1073
2017-05-21,5.1368,5.275,5.05,0.22500000000000053,0.16500000000000004,5.256200000000001,5.282,5.232,0.04999999999999982,0.034999999999999254,5.131,5.275,5.05,0.22500000000000053,0.16500000000000004,5.2078,5.282,5.08,0.20199999999999996,0.07699999999999996,2689,5360,740,4620,-3364
2017-05-28,5.11675,5.247000000000001,4.97,0.277000000000001,-0.06700000000000106,5.18975,5.247000000000001,5.152,0.09500000000000064,-0.06700000000000106,5.0375,5.1,4.97,0.1299999999999999,-0.08999999999999986,5.073,5.152,5.01,0.14200000000000035,-0.08999999999999986,1668,3251,887,2364,363
2017-06-04,5.059,5.12,4.97,0.15000000000000036,0.08999999999999986,5.11,5.16,5.065,0.09499999999999975,-0.024999999999999467,5.051,5.12,4.94,0.17999999999999972,0.10999999999999943,5.094,5.12,5.06,0.0600000000000005,-0.03000000000000025,1467,2262,650,1612,253
2017-06-11,5.1086,5.15,5.05,0.10000000000000053,-0.03000000000000025,5.1202,5.15,5.06,0.09000000000000075,-0.06799999999999962,5.067,5.125,5.01,0.11500000000000021,-0.03000000000000025,5.085,5.125,5.05,0.07500000000000018,-0.0600000000000005,4964,20918,526,20392,-1013
2017-06-18,5.16,5.22,5.08,0.13999999999999968,0.13999999999999968,5.2074,5.41,5.098,0.3120000000000003,0.3120000000000003,5.1566,5.22,5.08,0.13999999999999968,0.13999999999999968,5.2056,5.41,5.095,0.3150000000000004,0.3150000000000004,3880,11681,645,11036,7182
2017-06-25,5.309,5.37,5.22,0.15000000000000036,-0.07000000000000028,5.3246,5.4,5.263,0.13700000000000045,-0.10000000000000053,5.303,5.37,5.22,0.15000000000000036,-0.10000000000000053,5.3246,5.4,5.263,0.13700000000000045,-0.10000000000000053,1019,1520,678,842,-750
2017-07-02,5.268,5.3,5.24,0.05999999999999961,0.02799999999999958,5.281750000000001,5.315,5.24,0.07500000000000018,0.04300000000000015,5.243,5.272,5.2,0.07200000000000006,-0.07200000000000006,5.281750000000001,5.315,5.24,0.07500000000000018,0.04300000000000015,2986,7205,320,6885,3649
2017-07-09,5.375,5.49,5.25,0.2400000000000002,0.2400000000000002,5.4475,5.55,5.32,0.22999999999999954,0.22999999999999954,5.3625,5.45,5.25,0.20000000000000018,0.1900000000000004,5.41675,5.49,5.317,0.17300000000000004,0.12300000000000022,3951,9130,1754,7376,6557
2017-07-16,5.4966,5.55,5.47,0.08000000000000007,0.04699999999999971,5.518199999999999,5.55,5.47,0.08000000000000007,0.07699999999999996,5.4925999999999995,5.53,5.47,0.0600000000000005,0.04699999999999971,5.509,5.55,5.47,0.08000000000000007,0.07699999999999996,1542,4419,435,3984,448
2017-07-23,5.6164000000000005,5.68,5.57,0.10999999999999943,-0.009999999999999787,5.657,5.723,5.57,0.15299999999999958,-0.09200000000000053,5.5958,5.657,5.53,0.12699999999999978,-0.019999999999999574,5.6242,5.723,5.53,0.19299999999999962,-0.05799999999999894,2483,3628,1139,2489,230
2017-07-30,5.5798000000000005,5.63,5.532,0.09799999999999986,0.08300000000000018,5.5918,5.63,5.532,0.09799999999999986,0.08300000000000018,5.558,5.615,5.51,0.10500000000000043,0.10500000000000043,5.558,5.615,5.51,0.10500000000000043,0.10500000000000043,994,2026,435,1591,-337
2017-08-06,5.5502,5.6,5.5,0.09999999999999964,-0.09999999999999964,5.5502,5.6,5.5,0.09999999999999964,-0.09999999999999964,5.455,5.518,5.367000000000001,0.1509999999999989,-0.11299999999999955,5.494,5.55,5.402,0.1479999999999997,-0.1479999999999997,2146,6213,618,5595,-5595
2017-08-13,5.3748000000000005,5.405,5.327000000000001,0.0779999999999994,-0.07499999999999929,5.3854,5.405,5.362,0.04300000000000015,-0.03200000000000003,5.3474,5.382999999999999,5.31,0.07299999999999951,-0.040000000000000036,5.3549999999999995,5.382999999999999,5.31,0.07299999999999951,-0.002000000000000668,905,1955,335,1620,356
2017-08-20,5.35,5.38,5.3,0.08000000000000007,0.03000000000000025,5.3694,5.428,5.309,0.11899999999999977,0.07800000000000029,5.334,5.37,5.29,0.08000000000000007,0.010000000000000675,5.3366,5.37,5.3,0.07000000000000028,0.010000000000000675,6543,14509,567,13942,13942
2017-08-27,5.6148,5.705,5.45,0.2549999999999999,0.1899999999999995,5.6446,5.755,5.48,0.27499999999999947,0.27499999999999947,5.5762,5.64,5.45,0.1899999999999995,0.1899999999999995,5.6046000000000005,5.755,5.473,0.28200000000000003,0.28200000000000003,2269,5532,656,4876,3982
2017-09-03,5.749499999999999,5.84,5.62,0.21999999999999975,0.137999999999999,5.85,5.88,5.8,0.08000000000000007,0.0,5.68325,5.752999999999999,5.62,0.13299999999999912,0.0829999999999993,5.7825,5.88,5.69,0.1899999999999995,-0.1200000000000001,3504,6596,848,5748,-1940
