Date,CPSSStock_Open_average,CPSSStock_Open_max,CPSSStock_Open_min,CPSSStock_Open_volatility,CPSSStock_Open_change,CPSSStock_High_average,CPSSStock_High_max,CPSSStock_High_min,CPSSStock_High_volatility,CPSSStock_High_change,CPSSStock_Low_average,CPSSStock_Low_max,CPSSStock_Low_min,CPSSStock_Low_volatility,CPSSStock_Low_change,CPSSStock_Close_average,CPSSStock_Close_max,CPSSStock_Close_min,CPSSStock_Close_volatility,CPSSStock_Close_change,CPSSStock_Volume_average,CPSSStock_Volume_max,CPSSStock_Volume_min,CPSSStock_Volume_volatility,CPSSStock_Volume_change
2016-01-03,4.926,5.08,4.75,0.33000000000000007,-0.17999999999999972,5.01,5.11,4.92,0.1900000000000004,-0.1900000000000004,4.7620000000000005,4.82,4.7,0.1200000000000001,-0.1200000000000001,4.868,4.99,4.72,0.27000000000000046,-0.25,74559,97736,38509,59227,-49254
2016-01-10,4.51,4.74,4.06,0.6800000000000006,-0.6800000000000006,4.628,5.0,4.06,0.9400000000000004,-0.71,4.132,4.53,3.75,0.7800000000000002,-0.7800000000000002,4.352,4.68,3.9,0.7799999999999998,-0.7100000000000004,144882,189121,93921,95200,95200
2016-01-17,3.9475,4.1,3.77,0.3299999999999996,0.17999999999999972,4.1075,4.31,3.95,0.35999999999999943,0.35999999999999943,3.8049999999999997,3.92,3.64,0.2799999999999998,0.14000000000000012,4.01,4.3,3.83,0.46999999999999975,0.46999999999999975,113802,145322,85180,60142,24523
2016-01-24,4.3340000000000005,4.45,4.21,0.2400000000000002,-0.03000000000000025,4.508,4.56,4.45,0.10999999999999943,0.03999999999999915,4.2059999999999995,4.29,4.13,0.16000000000000014,0.16000000000000014,4.352,4.45,4.17,0.28000000000000025,0.27000000000000046,83125,98623,62924,35699,4853
2016-01-31,4.33,4.44,4.18,0.2600000000000007,-0.020000000000000462,4.456,4.59,4.32,0.2699999999999996,0.08000000000000007,4.1899999999999995,4.37,4.01,0.3600000000000003,0.0600000000000005,4.322,4.43,4.13,0.2999999999999998,0.05999999999999961,58559,108118,36630,71488,-22266
2016-02-07,4.066,4.4,3.83,0.5700000000000003,-0.4400000000000004,4.186,4.42,4.05,0.3700000000000001,-0.3700000000000001,3.948,4.18,3.83,0.34999999999999964,-0.2799999999999998,4.066,4.37,3.97,0.3999999999999999,-0.3799999999999999,64483,109884,35899,73985,15866
2016-02-14,4.21,4.37,4.01,0.3600000000000003,0.3600000000000003,4.345,4.44,4.21,0.23000000000000043,0.23000000000000043,4.13,4.2,4.01,0.1900000000000004,0.1900000000000004,4.265,4.36,4.14,0.22000000000000064,0.16999999999999993,51830,67991,27757,40234,2156
2016-02-21,4.3,4.35,4.2,0.14999999999999947,-0.1299999999999999,4.39,4.51,4.32,0.1899999999999995,-0.03000000000000025,4.106,4.26,3.91,0.34999999999999964,-0.1299999999999999,4.258,4.37,4.15,0.21999999999999975,-0.13999999999999968,90794,147039,33005,114034,37348
2016-02-28,4.498,4.73,4.12,0.6100000000000003,0.6100000000000003,4.726,4.99,4.52,0.47000000000000064,0.1899999999999995,4.408,4.66,4.05,0.6100000000000003,0.5,4.564,4.71,4.39,0.3200000000000003,0.1800000000000006,53373,77259,26856,50403,-41458
2016-03-06,4.362,4.57,4.25,0.3200000000000003,-0.3200000000000003,4.422,4.65,4.33,0.3200000000000003,-0.3200000000000003,4.2,4.27,4.13,0.13999999999999968,-0.0600000000000005,4.258,4.34,4.14,0.20000000000000018,-0.1800000000000006,68592,133921,34978,98943,73804
