Date,Morgan Stanley Market Vectors Double Short Euro_etf_Open_average,Morgan Stanley Market Vectors Double Short Euro_etf_Open_max,Morgan Stanley Market Vectors Double Short Euro_etf_Open_min,Morgan Stanley Market Vectors Double Short Euro_etf_Open_volatility,Morgan Stanley Market Vectors Double Short Euro_etf_Open_change,Morgan Stanley Market Vectors Double Short Euro_etf_High_average,Morgan Stanley Market Vectors Double Short Euro_etf_High_max,Morgan Stanley Market Vectors Double Short Euro_etf_High_min,Morgan Stanley Market Vectors Double Short Euro_etf_High_volatility,Morgan Stanley Market Vectors Double Short Euro_etf_High_change,Morgan Stanley Market Vectors Double Short Euro_etf_Low_average,Morgan Stanley Market Vectors Double Short Euro_etf_Low_max,Morgan Stanley Market Vectors Double Short Euro_etf_Low_min,Morgan Stanley Market Vectors Double Short Euro_etf_Low_volatility,Morgan Stanley Market Vectors Double Short Euro_etf_Low_change,Morgan Stanley Market Vectors Double Short Euro_etf_Close_average,Morgan Stanley Market Vectors Double Short Euro_etf_Close_max,Morgan Stanley Market Vectors Double Short Euro_etf_Close_min,Morgan Stanley Market Vectors Double Short Euro_etf_Close_volatility,Morgan Stanley Market Vectors Double Short Euro_etf_Close_change
2016-03-13,54.74,54.74,54.74,0.0,0.0,55.36,55.36,55.36,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2016-03-20,56.05,56.05,56.05,0.0,0.0,56.36,56.36,56.36,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.25,56.25,56.25,0.0,0.0
2016-03-27,54.27,54.27,54.27,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.8,53.8,53.8,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2016-04-03,54.04,54.04,54.04,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2016-04-10,55.15,55.15,55.15,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2016-04-17,55.18,55.18,55.18,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2016-04-24,53.98,53.98,53.98,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2016-05-01,53.71,53.71,53.71,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2016-05-08,54.55,54.55,54.55,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2016-05-15,55.39,55.39,55.39,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2016-05-22,56.54,56.54,56.54,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2016-05-29,54.74,54.74,54.74,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2016-06-05,54.75,54.75,54.75,0.0,0.0,55.45,55.45,55.45,0.0,0.0,54.75,54.75,54.75,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2016-06-12,55.87,55.87,55.87,0.0,0.0,56.32,56.32,56.32,0.0,0.0,55.87,55.87,55.87,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2016-06-19,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2016-06-26,56.51,56.51,56.51,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.38,56.38,56.38,0.0,0.0
2016-07-03,57.7,57.7,57.7,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2016-07-10,56.89,56.89,56.89,0.0,0.0,57.34,57.34,57.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2016-07-17,58.0,58.0,58.0,0.0,0.0,58.3,58.3,58.3,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2016-07-24,56.16,56.16,56.16,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2016-07-31,55.65,55.65,55.65,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2016-08-07,55.94,55.94,55.94,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2016-08-14,54.5,54.5,54.5,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2016-08-21,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2016-08-28,56.71,56.71,56.71,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2016-09-04,55.58,55.58,55.58,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2016-09-11,56.18,56.18,56.18,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2016-09-18,55.65,55.65,55.65,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2016-09-25,55.48,55.48,55.48,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2016-10-02,56.07,56.07,56.07,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.49,56.49,56.49,0.0,0.0
2016-10-09,58.04,58.04,58.04,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2016-10-16,59.4,59.4,59.4,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2016-10-23,58.94,58.94,58.94,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2016-10-30,56.72,56.72,56.72,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2016-11-06,59.5,59.5,59.5,0.0,0.0,60.5,60.5,60.5,0.0,0.0,58.79,58.79,58.79,0.0,0.0,59.69,59.69,59.69,0.0,0.0
2016-11-13,63.25,63.25,63.25,0.0,0.0,63.5,63.5,63.5,0.0,0.0,62.7,62.7,62.7,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2016-11-20,63.23,63.23,63.23,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2016-11-27,62.4,62.4,62.4,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2016-12-04,63.31,63.31,63.31,0.0,0.0,64.35,64.35,64.35,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.43,63.43,63.43,0.0,0.0
2016-12-11,64.64,64.64,64.64,0.0,0.0,65.61,65.61,65.61,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2016-12-18,64.65,64.65,64.65,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2016-12-25,64.0,64.0,64.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,61.68,61.68,61.68,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2017-01-01,63.74,63.74,63.74,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.74,63.74,63.74,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2017-01-08,62.44,62.44,62.44,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2017-01-15,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2017-01-22,61.9,61.9,61.9,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2017-01-29,60.56,60.56,60.56,0.0,0.0,62.21,62.21,62.21,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2017-02-05,62.91,62.91,62.91,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2017-02-12,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.37,62.37,62.37,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2017-02-19,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2017-02-26,63.8,63.8,63.8,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2017-03-05,62.0,62.0,62.0,0.0,0.0,62.7,62.7,62.7,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2017-03-12,61.22,61.22,61.22,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2017-03-19,60.75,60.75,60.75,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2017-03-26,62.01,62.01,62.01,0.0,0.0,62.31,62.31,62.31,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.31,62.31,62.31,0.0,0.0
2017-04-02,62.62,62.62,62.62,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.62,62.62,62.62,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2017-04-09,62.84,62.84,62.84,0.0,0.0,63.12,63.12,63.12,0.0,0.0,62.83,62.83,62.83,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2017-04-16,62.06,62.06,62.06,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2017-04-23,59.56,59.56,59.56,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2017-04-30,58.79,58.79,58.79,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.79,58.79,58.79,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2017-05-07,59.58,59.58,59.58,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2017-05-14,56.75,56.75,56.75,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2017-05-21,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2017-05-28,56.16,56.16,56.16,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2017-06-04,56.65,56.65,56.65,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.49,56.49,56.49,0.0,0.0
2017-06-11,56.42,56.42,56.42,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2017-06-18,56.38,56.38,56.38,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2017-06-25,54.48,54.48,54.48,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2017-07-02,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2017-07-09,53.84,53.84,53.84,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2017-07-16,51.92,51.92,51.92,0.0,0.0,52.27,52.27,52.27,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2017-07-23,51.18,51.18,51.18,0.0,0.0,51.19,51.19,51.19,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2017-07-30,48.57,48.57,48.57,0.0,0.0,51.86,51.86,51.86,0.0,0.0,48.57,48.57,48.57,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-08-06,50.5,50.5,50.5,0.0,0.0,51.48,51.48,51.48,0.0,0.0,50.5,50.5,50.5,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2017-08-13,51.43,51.43,51.43,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2017-08-20,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2017-08-27,50.24,50.24,50.24,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2017-09-03,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2017-09-10,50.0,50.0,50.0,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2017-09-17,48.82,48.82,48.82,0.0,0.0,49.86,49.86,49.86,0.0,0.0,48.82,48.82,48.82,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2017-09-24,49.54,49.54,49.54,0.0,0.0,50.85,50.85,50.85,0.0,0.0,48.41,48.41,48.41,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2017-10-01,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2017-10-08,50.01,50.01,50.01,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2017-10-15,50.5,50.5,50.5,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2017-10-22,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2017-10-29,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2017-11-05,52.2,52.2,52.2,0.0,0.0,54.05,54.05,54.05,0.0,0.0,50.66,50.66,50.66,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2017-11-12,50.7,50.7,50.7,0.0,0.0,53.2,53.2,53.2,0.0,0.0,50.7,50.7,50.7,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2017-11-19,54.0,54.0,54.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2017-11-26,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2017-12-03,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2017-12-10,50.99,50.99,50.99,0.0,0.0,51.25,51.25,51.25,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2017-12-17,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2017-12-24,48.57,48.57,48.57,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2017-12-31,48.03,48.03,48.03,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0
