Date,RS_stock_Open_average,RS_stock_Open_max,RS_stock_Open_min,RS_stock_Open_volatility,RS_stock_Open_change,RS_stock_High_average,RS_stock_High_max,RS_stock_High_min,RS_stock_High_volatility,RS_stock_High_change,RS_stock_Low_average,RS_stock_Low_max,RS_stock_Low_min,RS_stock_Low_volatility,RS_stock_Low_change,RS_stock_Close_average,RS_stock_Close_max,RS_stock_Close_min,RS_stock_Close_volatility,RS_stock_Close_change,RS_stock_Volume_average,RS_stock_Volume_max,RS_stock_Volume_min,RS_stock_Volume_volatility,RS_stock_Volume_change
2016-01-03,57.196,57.93,56.31,1.6199999999999974,-0.8399999999999963,57.856,58.92,56.65,2.270000000000003,-1.1499999999999986,56.21,57.59,53.73,3.8600000000000065,-2.8800000000000026,56.852000000000004,58.74,53.8,4.940000000000005,-3.6500000000000057,596654,880248,432273,447975,310066
2016-01-10,54.078,54.7,53.1,1.6000000000000014,-1.1799999999999997,54.414,55.22,53.1,2.1199999999999974,-1.2999999999999972,52.75,53.26,51.67,1.5899999999999963,-1.5899999999999963,53.714,54.33,52.48,1.8500000000000014,-1.7000000000000028,543297,789333,439790,349543,305887
2016-01-17,52.375,53.46,50.62,2.8400000000000034,0.00999999999999801,53.355000000000004,53.99,52.1,1.8900000000000006,0.05000000000000426,51.5325,53.0,50.08,2.9200000000000017,1.6499999999999986,52.504999999999995,53.73,51.75,1.9799999999999969,1.9399999999999977,751277,1068069,517700,550369,-199822
2016-01-24,53.858000000000004,54.59,53.22,1.3700000000000045,0.9299999999999997,55.016,57.04,53.98,3.0600000000000023,3.0600000000000023,53.216,54.31,52.08,2.230000000000004,2.230000000000004,54.408,56.94,52.39,4.549999999999997,4.549999999999997,658853,883350,422376,460974,314864
2016-01-31,57.104,58.39,55.66,2.730000000000004,1.0700000000000003,58.084,59.93,56.54,3.3900000000000006,2.1899999999999977,56.478,57.87,55.41,2.460000000000001,1.7999999999999972,57.354,58.4,56.48,1.9200000000000017,0.9799999999999969,557014,732798,468243,264555,-5373
2016-02-07,57.062000000000005,57.67,56.34,1.3299999999999983,0.21000000000000085,58.082,58.93,56.95,1.9799999999999969,0.759999999999998,56.588,57.04,55.64,1.3999999999999986,-0.18999999999999773,57.54,58.86,56.26,2.6000000000000014,0.990000000000002,500826,620049,437973,182076,-32776
2016-02-14,59.8575,61.0,59.22,1.7800000000000011,-0.23000000000000398,60.4825,61.0,59.98,1.0200000000000031,0.240000000000002,58.807500000000005,59.2,58.31,0.8900000000000006,-0.23999999999999488,59.695,60.47,58.97,1.5,0.480000000000004,904605,1096738,772148,324590,16111
2016-02-21,59.756,60.91,58.54,2.3699999999999974,0.6899999999999977,60.626,61.31,59.72,1.5900000000000034,0.4100000000000037,59.156,60.04,58.06,1.9799999999999969,0.5799999999999983,59.924,60.43,59.3,1.1300000000000026,0.3500000000000014,512199,685789,413784,272005,-90106
2016-02-28,63.502,66.0,60.53,5.469999999999999,5.319999999999993,64.8,66.81,61.72,5.090000000000003,4.1299999999999955,62.404,64.93,60.07,4.8600000000000065,3.25,63.79,65.83,60.89,4.939999999999998,3.0700000000000003,911010,1288158,390023,898135,898135
2016-03-06,65.292,66.99,64.33,2.6599999999999966,2.6599999999999966,66.318,67.53,65.61,1.9200000000000017,1.9200000000000017,64.452,66.11,63.52,2.5899999999999963,2.5899999999999963,65.818,67.08,64.63,2.450000000000003,1.5,709181,852358,541910,310448,-310448
