Date,EQR_stock_Open_average,EQR_stock_Open_max,EQR_stock_Open_min,EQR_stock_Open_volatility,EQR_stock_Open_change,EQR_stock_High_average,EQR_stock_High_max,EQR_stock_High_min,EQR_stock_High_volatility,EQR_stock_High_change,EQR_stock_Low_average,EQR_stock_Low_max,EQR_stock_Low_min,EQR_stock_Low_volatility,EQR_stock_Low_change,EQR_stock_Close_average,EQR_stock_Close_max,EQR_stock_Close_min,EQR_stock_Close_volatility,EQR_stock_Close_change,EQR_stock_Volume_average,EQR_stock_Volume_max,EQR_stock_Volume_min,EQR_stock_Volume_volatility,EQR_stock_Volume_change
2016-01-03,71.822,72.35,71.02,1.3299999999999983,0.23999999999999488,72.518,72.98,72.18,0.7999999999999972,0.23999999999999488,71.01,71.68,70.24,1.440000000000012,-0.46000000000000796,71.664,72.75,70.35,2.4000000000000057,-0.9699999999999989,1534178,1727860,1379146,348714,-246635
2016-01-10,70.798,72.18,68.86,3.3200000000000074,-1.7900000000000063,71.574,72.36,70.35,2.010000000000005,-1.190000000000012,70.074,70.96,68.41,2.549999999999997,-1.9399999999999977,70.7,71.35,70.13,1.2199999999999989,-1.0699999999999932,1944167,2233624,1560969,672655,349823
2016-01-17,69.455,70.22,68.53,1.6899999999999977,-1.1599999999999966,70.03999999999999,71.16,69.11,2.049999999999997,-1.4899999999999949,68.405,69.91,67.31,2.5999999999999943,-1.3799999999999955,69.1175,70.68,68.19,2.490000000000009,-1.3100000000000023,1859799,2210601,1647374,563227,279607
2016-01-24,69.688,71.1,68.4,2.6999999999999886,-0.8699999999999903,70.402,71.32,68.94,2.3799999999999955,-1.75,68.452,69.71,66.88,2.8299999999999983,-1.980000000000004,69.46000000000001,71.18,67.65,3.530000000000001,-0.9899999999999949,2219454,3139556,1638300,1501256,1296464
2016-01-31,67.874,68.73,67.19,1.5400000000000063,-0.23000000000000398,68.554,69.44,67.77,1.6700000000000017,-1.4699999999999989,66.37,67.65,65.44,2.210000000000008,-2.210000000000008,67.458,68.49,65.69,2.799999999999997,-2.799999999999997,2506401,3100417,2142982,957435,79863
2016-02-07,64.172,65.41,63.12,2.289999999999999,-1.4399999999999977,64.586,65.69,63.49,2.1999999999999957,-1.7199999999999989,63.199999999999996,63.74,62.37,1.3700000000000045,-0.240000000000002,63.792,64.47,63.12,1.3500000000000014,-0.8399999999999963,2058619,2786917,1222405,1564512,-879242
2016-02-14,64.63,65.12,64.29,0.8299999999999983,0.8299999999999983,65.185,65.82,64.54,1.279999999999987,1.279999999999987,64.185,64.7,63.51,1.1900000000000048,1.1900000000000048,64.8725,65.27,64.43,0.8399999999999892,0.8399999999999892,1764715,2212975,1482509,730466,-42107
2016-02-21,66.12599999999999,66.82,65.61,1.2099999999999937,0.7199999999999989,66.654,67.15,66.11,1.0400000000000063,0.25,65.412,65.72,64.41,1.3100000000000023,-0.0799999999999983,66.104,66.54,65.37,1.1700000000000017,0.3100000000000023,2083958,3068102,1660519,1407583,1349415
2016-02-28,68.67399999999999,70.97,66.64,4.329999999999998,4.329999999999998,69.77,71.52,67.31,4.209999999999994,4.209999999999994,68.35,70.46,66.31,4.1499999999999915,4.1499999999999915,69.514,71.47,66.49,4.980000000000004,4.980000000000004,2644314,3181528,2064463,1117065,-1117065
2016-03-06,71.612,72.39,70.99,1.4000000000000057,0.980000000000004,72.31400000000001,72.98,71.83,1.1500000000000057,1.1500000000000057,70.764,70.84,70.66,0.18000000000000682,0.13000000000000966,71.654,72.9,70.97,1.9300000000000068,1.240000000000009,2055650,2880152,1208834,1671318,1306415
2016-03-13,73.184,74.7,72.51,2.1899999999999977,1.990000000000009,73.93,75.39,72.9,2.489999999999995,2.1899999999999977,72.75399999999999,74.21,72.07,2.1400000000000006,2.019999999999996,73.47,74.45,72.59,1.8599999999999994,1.6700000000000017,1807178,3298426,1272678,2025748,1966616
2016-03-20,72.91,74.16,72.19,1.9699999999999989,-1.9699999999999989,73.305,74.33,72.55,1.7800000000000011,-1.7800000000000011,72.30499999999999,72.82,71.77,1.0499999999999972,-1.0499999999999972,72.69749999999999,73.02,72.49,0.5300000000000011,-0.5300000000000011,1824869,2051215,1698229,352986,-286289
2016-03-27,74.13799999999999,74.96,72.56,2.3999999999999915,2.1499999999999915,75.018,75.43,73.87,1.5600000000000023,1.5600000000000023,73.924,74.49,72.56,1.9299999999999926,1.8900000000000006,74.792,75.21,73.7,1.509999999999991,1.4699999999999989,1664526,2229426,1414383,815043,14388
2016-04-03,74.398,75.26,73.89,1.3700000000000045,-1.0400000000000063,74.844,75.49,74.56,0.9299999999999926,-0.7800000000000011,73.856,74.21,73.63,0.5799999999999983,-0.4299999999999926,74.218,74.67,73.9,0.769999999999996,-0.7600000000000051,1377362,1730363,1095709,634654,-448096
2016-04-10,71.616,73.33,69.35,3.980000000000004,-3.980000000000004,72.06,73.33,70.43,2.8999999999999915,-2.049999999999997,70.504,72.2,68.99,3.210000000000008,-3.1500000000000057,71.092,72.36,69.37,2.989999999999995,-1.3900000000000006,2535715,3062809,2111990,950819,-373201
2016-04-17,70.874,71.82,70.0,1.8199999999999932,-0.9000000000000057,71.432,72.0,70.88,1.1200000000000045,-0.39000000000000057,70.19800000000001,71.18,69.58,1.6000000000000085,-0.4300000000000068,70.724,71.75,69.82,1.9300000000000068,-0.5900000000000034,1706958,2088898,1198247,890651,-267093
