Date,NSECStock_Open_average,NSECStock_Open_max,NSECStock_Open_min,NSECStock_Open_volatility,NSECStock_Open_change,NSECStock_High_average,NSECStock_High_max,NSECStock_High_min,NSECStock_High_volatility,NSECStock_High_change,NSECStock_Low_average,NSECStock_Low_max,NSECStock_Low_min,NSECStock_Low_volatility,NSECStock_Low_change,NSECStock_Close_average,NSECStock_Close_max,NSECStock_Close_min,NSECStock_Close_volatility,NSECStock_Close_change,NSECStock_Volume_average,NSECStock_Volume_max,NSECStock_Volume_min,NSECStock_Volume_volatility,NSECStock_Volume_change
2016-01-03,14.998,15.8,14.32,1.4800000000000004,-0.9600000000000009,15.362,15.8,15.07,0.7300000000000004,-0.379999999999999,14.676,15.8,14.21,1.5899999999999999,-0.33999999999999986,15.176,15.8,14.8,1.0,-0.28999999999999915,940,2191,40,2151,-1349
2016-01-10,14.762,15.0,14.15,0.8499999999999996,0.8499999999999996,15.104000000000001,15.24,14.92,0.3200000000000003,-0.08999999999999986,14.538,15.0,13.73,1.2699999999999996,0.9800000000000004,14.806,15.07,14.45,0.620000000000001,0.5700000000000003,8908,26618,2014,24604,4412
2016-01-17,15.309999999999999,15.45,15.15,0.29999999999999893,0.29999999999999893,15.4225,15.8,15.22,0.5800000000000001,0.22999999999999865,14.997499999999999,15.45,14.45,1.0,-0.5500000000000007,15.04,15.45,14.45,1.0,-0.7200000000000006,1654,2830,243,2587,-651
2016-01-24,15.252,15.8,14.65,1.1500000000000004,0.35999999999999943,15.424000000000001,15.8,14.65,1.1500000000000004,0.41999999999999993,15.09,15.8,14.65,1.1500000000000004,0.34999999999999964,15.266,15.8,14.65,1.1500000000000004,0.3899999999999988,546,1130,61,1069,104
2016-01-31,15.52,15.8,15.0,0.8000000000000007,0.11000000000000121,15.71,15.8,15.59,0.21000000000000085,0.11000000000000121,15.504999999999999,15.74,15.0,0.7400000000000002,0.05000000000000071,15.5075,15.75,15.0,0.75,0.0600000000000005,689,2364,28,2336,2122
2016-02-07,15.598,15.8,15.06,0.7400000000000002,-0.6899999999999995,15.860000000000001,15.99,15.8,0.1899999999999995,0.1899999999999995,15.46,15.8,14.65,1.1500000000000004,-1.0999999999999996,15.738,15.99,15.35,0.6400000000000006,0.1899999999999995,603,2683,9,2674,-2674
2016-02-14,15.64,16.3,15.0,1.3000000000000007,-0.10999999999999943,16.15,16.3,15.9,0.40000000000000036,0.34999999999999964,15.6125,16.3,15.0,1.3000000000000007,0.0,15.7375,16.3,15.0,1.3000000000000007,-0.5,154,538,11,527,-21
2016-02-21,15.42,15.9,14.63,1.2699999999999996,0.6500000000000004,15.5925,15.9,15.12,0.7800000000000011,0.45000000000000107,15.045,15.3,14.63,0.6699999999999999,-0.25,15.4325,15.86,15.12,0.7400000000000002,0.41000000000000014,1357,4214,3,4211,-4184
2016-02-28,15.232,15.76,14.8,0.9599999999999991,0.21999999999999886,15.424,15.76,14.92,0.8399999999999999,0.2599999999999998,14.918,15.75,14.0,1.75,0.9100000000000001,15.238,15.75,14.92,0.8300000000000001,0.4900000000000002,1181,3027,60,2967,615
2016-03-06,15.422,15.6,14.97,0.629999999999999,-0.5299999999999994,15.508,15.6,15.4,0.1999999999999993,-0.09999999999999964,15.268,15.6,14.97,0.629999999999999,-0.049999999999998934,15.4,15.6,15.25,0.34999999999999964,0.15000000000000036,769,2876,11,2865,-2808
