Date,IQ Global Resources_etf_Open_average,IQ Global Resources_etf_Open_max,IQ Global Resources_etf_Open_min,IQ Global Resources_etf_Open_volatility,IQ Global Resources_etf_Open_change,IQ Global Resources_etf_High_average,IQ Global Resources_etf_High_max,IQ Global Resources_etf_High_min,IQ Global Resources_etf_High_volatility,IQ Global Resources_etf_High_change,IQ Global Resources_etf_Low_average,IQ Global Resources_etf_Low_max,IQ Global Resources_etf_Low_min,IQ Global Resources_etf_Low_volatility,IQ Global Resources_etf_Low_change,IQ Global Resources_etf_Close_average,IQ Global Resources_etf_Close_max,IQ Global Resources_etf_Close_min,IQ Global Resources_etf_Close_volatility,IQ Global Resources_etf_Close_change
2016-06-12,24.26,24.26,24.26,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2016-06-19,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2016-06-26,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2016-07-03,25.53,25.53,25.53,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2016-07-10,26.24,26.24,26.24,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2016-07-17,25.75,25.75,25.75,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2016-07-24,26.32,26.32,26.32,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2016-07-31,26.08,26.08,26.08,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2016-08-07,26.34,26.34,26.34,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2016-08-14,25.95,25.95,25.95,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.84,25.84,25.84,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2016-08-21,25.77,25.77,25.77,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2016-08-28,25.84,25.84,25.84,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2016-09-04,25.67,25.67,25.67,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2016-09-11,25.2,25.2,25.2,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2016-09-18,25.99,25.99,25.99,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2016-09-25,26.01,26.01,26.01,0.0,0.0,26.2,26.2,26.2,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2016-10-02,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2016-10-09,25.52,25.52,25.52,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2016-10-16,25.78,25.78,25.78,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2016-10-23,25.59,25.59,25.59,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2016-10-30,25.97,25.97,25.97,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2016-11-06,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2016-11-13,25.18,25.18,25.18,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2016-11-20,25.26,25.26,25.26,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2016-11-27,24.96,24.96,24.96,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2016-12-04,25.32,25.32,25.32,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2016-12-11,24.79,24.79,24.79,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2016-12-18,24.73,24.73,24.73,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2016-12-25,25.24,25.24,25.24,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2017-01-01,25.5,25.5,25.5,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2017-01-08,25.57,25.57,25.57,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2017-01-15,25.75,25.75,25.75,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2017-01-22,26.02,26.02,26.02,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2017-01-29,26.19,26.19,26.19,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2017-02-05,26.48,26.48,26.48,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2017-02-12,26.45,26.45,26.45,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2017-02-19,26.16,26.16,26.16,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2017-02-26,25.83,25.83,25.83,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2017-03-05,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2017-03-12,25.99,25.99,25.99,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2017-03-19,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2017-03-26,25.82,25.82,25.82,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2017-04-02,26.25,26.25,26.25,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2017-04-09,26.39,26.39,26.39,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2017-04-16,25.95,25.95,25.95,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2017-04-23,25.86,25.86,25.86,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2017-04-30,25.18,25.18,25.18,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2017-05-07,25.39,25.39,25.39,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2017-05-14,25.63,25.63,25.63,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2017-05-21,25.47,25.47,25.47,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2017-05-28,25.39,25.39,25.39,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2017-06-04,25.64,25.64,25.64,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2017-06-11,25.34,25.34,25.34,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2017-06-18,25.46,25.46,25.46,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2017-06-25,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2017-07-02,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2017-07-09,25.72,25.72,25.72,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2017-07-16,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2017-07-23,26.28,26.28,26.28,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2017-07-30,26.4,26.4,26.4,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2017-08-06,26.39,26.39,26.39,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2017-08-13,26.29,26.29,26.29,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2017-08-20,26.42,26.42,26.42,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2017-08-27,26.88,26.88,26.88,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2017-09-03,27.0,27.0,27.0,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2017-09-10,27.05,27.05,27.05,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2017-09-17,27.06,27.06,27.06,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2017-09-24,27.0,27.0,27.0,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2017-10-01,27.25,27.25,27.25,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2017-10-08,27.54,27.54,27.54,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2017-10-15,27.26,27.26,27.26,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2017-10-22,26.98,26.98,26.98,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2017-10-29,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2017-11-05,27.38,27.38,27.38,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2017-11-12,27.17,27.17,27.17,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2017-11-19,27.74,27.74,27.74,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2017-11-26,27.56,27.56,27.56,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2017-12-03,27.32,27.32,27.32,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2017-12-10,27.54,27.54,27.54,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2017-12-17,28.12,28.12,28.12,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2017-12-24,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2017-12-31,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.95,28.95,28.95,0.0,0.0
