Date,NTCT_stock_Open_average,NTCT_stock_Open_max,NTCT_stock_Open_min,NTCT_stock_Open_volatility,NTCT_stock_Open_change,NTCT_stock_High_average,NTCT_stock_High_max,NTCT_stock_High_min,NTCT_stock_High_volatility,NTCT_stock_High_change,NTCT_stock_Low_average,NTCT_stock_Low_max,NTCT_stock_Low_min,NTCT_stock_Low_volatility,NTCT_stock_Low_change,NTCT_stock_Close_average,NTCT_stock_Close_max,NTCT_stock_Close_min,NTCT_stock_Close_volatility,NTCT_stock_Close_change,NTCT_stock_Volume_average,NTCT_stock_Volume_max,NTCT_stock_Volume_min,NTCT_stock_Volume_volatility,NTCT_stock_Volume_change
2016-01-03,29.212,30.41,27.36,3.0500000000000007,-3.0500000000000007,29.496,30.41,27.56,2.8500000000000014,-2.8500000000000014,28.406,29.8,26.53,3.2699999999999996,-3.2699999999999996,28.64,30.22,26.92,3.299999999999997,-3.299999999999997,574931,744982,352475,392507,201170
2016-01-10,26.506,27.12,25.61,1.5100000000000016,-1.4699999999999989,26.886,27.25,26.33,0.9200000000000017,-0.9100000000000001,25.888,26.41,25.53,0.879999999999999,-0.879999999999999,26.378,26.82,25.83,0.990000000000002,-0.6000000000000014,538969,607084,446866,160218,160218
2016-01-17,26.14,27.31,25.26,2.049999999999997,1.0599999999999987,26.92,27.53,25.94,1.5899999999999999,0.6300000000000026,25.5625,26.79,24.42,2.3699999999999974,1.3299999999999983,26.3675,27.37,25.6,1.7699999999999996,1.7699999999999996,1098006,1596315,807274,789041,-268112
2016-01-24,25.828,27.69,21.42,6.27,-5.859999999999999,26.676,28.61,22.24,6.370000000000001,-5.900000000000002,24.51,27.66,19.57,8.09,-5.759999999999998,25.312,28.0,21.55,6.449999999999999,-5.559999999999999,1954528,3978272,552860,3425412,2858208
2016-01-31,21.126,21.31,20.85,0.4599999999999973,-0.4599999999999973,21.348,21.5,20.96,0.5399999999999991,-0.5399999999999991,20.492,20.86,19.89,0.9699999999999989,-0.6400000000000006,20.79,21.21,19.99,1.2200000000000024,-0.9500000000000028,2563273,3978740,2099916,1878824,-277540
2016-02-07,19.446,19.79,18.87,0.9199999999999982,-0.2799999999999976,19.986,20.46,19.53,0.9299999999999997,0.14999999999999858,19.118,19.65,18.77,0.879999999999999,0.21999999999999886,19.514,19.85,19.08,0.7700000000000031,0.7700000000000031,1674025,2269703,1244474,1025229,-942092
2016-02-14,20.355,20.45,20.15,0.3000000000000007,0.23000000000000043,20.6025,20.81,20.41,0.3999999999999986,0.14000000000000057,20.1375,20.25,19.87,0.379999999999999,0.3200000000000003,20.36,20.44,20.31,0.13000000000000256,0.0400000000000027,1061773,1410372,768191,642181,-193733
2016-02-21,20.35666666666667,20.6,19.8,0.8000000000000007,-0.08999999999999986,20.611666666666668,20.95,20.36,0.5899999999999999,-0.4399999999999977,19.87,20.51,19.29,1.2200000000000024,0.41000000000000014,20.388333333333335,20.73,20.01,0.7199999999999989,-0.21999999999999886,1169493,1621394,717396,903998,566512
2016-02-28,20.61,20.82,20.48,0.33999999999999986,0.25,20.798,20.95,20.54,0.41000000000000014,0.0,20.176000000000002,20.41,19.85,0.5599999999999987,0.5599999999999987,20.616,20.84,20.46,0.379999999999999,-0.07000000000000028,1224540,1808656,1004031,804625,-9846
2016-03-06,20.01,20.55,19.52,1.0300000000000011,-1.0300000000000011,20.27,20.77,19.81,0.9600000000000009,-0.33999999999999986,19.53,20.39,18.84,1.5500000000000007,-1.120000000000001,19.902,20.53,19.28,1.25,-0.25,1218789,1829850,873624,956226,768044
