Date,Vanguard Long-Term Bond_etf_Open_average,Vanguard Long-Term Bond_etf_Open_max,Vanguard Long-Term Bond_etf_Open_min,Vanguard Long-Term Bond_etf_Open_volatility,Vanguard Long-Term Bond_etf_Open_change,Vanguard Long-Term Bond_etf_High_average,Vanguard Long-Term Bond_etf_High_max,Vanguard Long-Term Bond_etf_High_min,Vanguard Long-Term Bond_etf_High_volatility,Vanguard Long-Term Bond_etf_High_change,Vanguard Long-Term Bond_etf_Low_average,Vanguard Long-Term Bond_etf_Low_max,Vanguard Long-Term Bond_etf_Low_min,Vanguard Long-Term Bond_etf_Low_volatility,Vanguard Long-Term Bond_etf_Low_change,Vanguard Long-Term Bond_etf_Close_average,Vanguard Long-Term Bond_etf_Close_max,Vanguard Long-Term Bond_etf_Close_min,Vanguard Long-Term Bond_etf_Close_volatility,Vanguard Long-Term Bond_etf_Close_change
2016-01-03,87.88,87.88,87.88,0.0,0.0,88.23,88.23,88.23,0.0,0.0,87.72,87.72,87.72,0.0,0.0,88.18,88.18,88.18,0.0,0.0
2016-01-10,88.6,88.6,88.6,0.0,0.0,88.79,88.79,88.79,0.0,0.0,88.29,88.29,88.29,0.0,0.0,88.68,88.68,88.68,0.0,0.0
2016-01-17,88.37,88.37,88.37,0.0,0.0,88.55,88.55,88.55,0.0,0.0,88.08,88.08,88.08,0.0,0.0,88.45,88.45,88.45,0.0,0.0
2016-01-24,89.0,89.0,89.0,0.0,0.0,89.28,89.28,89.28,0.0,0.0,88.7,88.7,88.7,0.0,0.0,88.84,88.84,88.84,0.0,0.0
2016-01-31,88.95,88.95,88.95,0.0,0.0,89.34,89.34,89.34,0.0,0.0,88.7,88.7,88.7,0.0,0.0,89.3,89.3,89.3,0.0,0.0
2016-02-07,90.5,90.5,90.5,0.0,0.0,90.5,90.5,90.5,0.0,0.0,89.59,89.59,89.59,0.0,0.0,90.18,90.18,90.18,0.0,0.0
2016-02-14,89.99,89.99,89.99,0.0,0.0,90.25,90.25,90.25,0.0,0.0,89.7,89.7,89.7,0.0,0.0,89.85,89.85,89.85,0.0,0.0
2016-02-21,90.02,90.02,90.02,0.0,0.0,90.4,90.4,90.4,0.0,0.0,89.94,89.94,89.94,0.0,0.0,90.21,90.21,90.21,0.0,0.0
2016-02-28,89.82,89.82,89.82,0.0,0.0,90.17,90.17,90.17,0.0,0.0,89.51,89.51,89.51,0.0,0.0,90.08,90.08,90.08,0.0,0.0
2016-03-06,90.7,90.7,90.7,0.0,0.0,90.93,90.93,90.93,0.0,0.0,90.25,90.25,90.25,0.0,0.0,90.58,90.58,90.58,0.0,0.0
2016-03-13,91.98,91.98,91.98,0.0,0.0,92.25,92.25,92.25,0.0,0.0,91.69,91.69,91.69,0.0,0.0,91.93,91.93,91.93,0.0,0.0
2016-03-20,92.6,92.6,92.6,0.0,0.0,92.89,92.89,92.89,0.0,0.0,92.0,92.0,92.0,0.0,0.0,92.47,92.47,92.47,0.0,0.0
2016-03-27,93.01,93.01,93.01,0.0,0.0,93.13,93.13,93.13,0.0,0.0,92.52,92.52,92.52,0.0,0.0,93.09,93.09,93.09,0.0,0.0
2016-04-03,93.99,93.99,93.99,0.0,0.0,94.26,94.26,94.26,0.0,0.0,93.67,93.67,93.67,0.0,0.0,93.92,93.92,93.92,0.0,0.0
2016-04-10,93.61,93.61,93.61,0.0,0.0,94.04,94.04,94.04,0.0,0.0,93.6,93.6,93.6,0.0,0.0,93.84,93.84,93.84,0.0,0.0
2016-04-17,93.41,93.41,93.41,0.0,0.0,93.69,93.69,93.69,0.0,0.0,93.19,93.19,93.19,0.0,0.0,93.53,93.53,93.53,0.0,0.0
2016-04-24,93.42,93.42,93.42,0.0,0.0,93.95,93.95,93.95,0.0,0.0,93.32,93.32,93.32,0.0,0.0,93.78,93.78,93.78,0.0,0.0
2016-05-01,94.28,94.28,94.28,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.03,94.03,94.03,0.0,0.0,94.23,94.23,94.23,0.0,0.0
2016-05-08,94.32,94.32,94.32,0.0,0.0,94.86,94.86,94.86,0.0,0.0,94.32,94.32,94.32,0.0,0.0,94.82,94.82,94.82,0.0,0.0
2016-05-15,93.14,93.14,93.14,0.0,0.0,93.59,93.59,93.59,0.0,0.0,93.0,93.0,93.0,0.0,0.0,93.37,93.37,93.37,0.0,0.0
2016-05-22,93.74,93.74,93.74,0.0,0.0,93.78,93.78,93.78,0.0,0.0,93.38,93.38,93.38,0.0,0.0,93.49,93.49,93.49,0.0,0.0
2016-05-29,94.79,94.79,94.79,0.0,0.0,95.0,95.0,95.0,0.0,0.0,94.26,94.26,94.26,0.0,0.0,95.0,95.0,95.0,0.0,0.0
2016-06-05,95.97,95.97,95.97,0.0,0.0,96.29,96.29,96.29,0.0,0.0,95.66,95.66,95.66,0.0,0.0,95.91,95.91,95.91,0.0,0.0
2016-06-12,96.58,96.58,96.58,0.0,0.0,96.73,96.73,96.73,0.0,0.0,95.95,95.95,95.95,0.0,0.0,96.15,96.15,96.15,0.0,0.0
2016-06-19,96.61,96.61,96.61,0.0,0.0,96.75,96.75,96.75,0.0,0.0,96.01,96.01,96.01,0.0,0.0,96.27,96.27,96.27,0.0,0.0
2016-06-26,99.16,99.16,99.16,0.0,0.0,99.24,99.24,99.24,0.0,0.0,98.17,98.17,98.17,0.0,0.0,99.1,99.1,99.1,0.0,0.0
2016-07-03,100.73,100.73,100.73,0.0,0.0,101.24,101.24,101.24,0.0,0.0,100.55,100.55,100.55,0.0,0.0,101.24,101.24,101.24,0.0,0.0
2016-07-10,99.17,99.17,99.17,0.0,0.0,99.17,99.17,99.17,0.0,0.0,98.5,98.5,98.5,0.0,0.0,98.74,98.74,98.74,0.0,0.0
2016-07-17,98.6,98.6,98.6,0.0,0.0,99.27,99.27,99.27,0.0,0.0,98.38,98.38,98.38,0.0,0.0,99.12,99.12,99.12,0.0,0.0
2016-07-24,99.8,99.8,99.8,0.0,0.0,100.46,100.46,100.46,0.0,0.0,99.68,99.68,99.68,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2016-07-31,98.8,98.8,98.8,0.0,0.0,98.83,98.83,98.83,0.0,0.0,98.13,98.13,98.13,0.0,0.0,98.22,98.22,98.22,0.0,0.0
2016-08-07,99.84,99.84,99.84,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.47,99.47,99.47,0.0,0.0,99.71,99.71,99.71,0.0,0.0
2016-08-14,99.14,99.14,99.14,0.0,0.0,99.27,99.27,99.27,0.0,0.0,98.84,98.84,98.84,0.0,0.0,99.2,99.2,99.2,0.0,0.0
2016-08-21,99.85,99.85,99.85,0.0,0.0,100.25,100.25,100.25,0.0,0.0,98.92,98.92,98.92,0.0,0.0,99.1,99.1,99.1,0.0,0.0
2016-08-28,99.22,99.22,99.22,0.0,0.0,99.28,99.28,99.28,0.0,0.0,98.69,98.69,98.69,0.0,0.0,99.07,99.07,99.07,0.0,0.0
2016-09-04,97.69,97.69,97.69,0.0,0.0,97.83,97.83,97.83,0.0,0.0,96.88,96.88,96.88,0.0,0.0,97.05,97.05,97.05,0.0,0.0
