Date,DRADStock_Open_average,DRADStock_Open_max,DRADStock_Open_min,DRADStock_Open_volatility,DRADStock_Open_change,DRADStock_High_average,DRADStock_High_max,DRADStock_High_min,DRADStock_High_volatility,DRADStock_High_change,DRADStock_Low_average,DRADStock_Low_max,DRADStock_Low_min,DRADStock_Low_volatility,DRADStock_Low_change,DRADStock_Close_average,DRADStock_Close_max,DRADStock_Close_min,DRADStock_Close_volatility,DRADStock_Close_change,DRADStock_Volume_average,DRADStock_Volume_max,DRADStock_Volume_min,DRADStock_Volume_volatility,DRADStock_Volume_change
2016-01-03,5.58,5.73,5.5,0.23000000000000043,-0.23000000000000043,5.65,5.74,5.52,0.22000000000000064,-0.22000000000000064,5.442,5.55,5.29,0.2599999999999998,-0.16999999999999993,5.566,5.65,5.5,0.15000000000000036,-0.07000000000000028,68757,116989,45005,71984,-61174
2016-01-10,5.37,5.61,4.81,0.8000000000000007,-0.8000000000000007,5.474,5.66,5.09,0.5700000000000003,-0.5600000000000005,5.186,5.5,4.64,0.8600000000000003,-0.8600000000000003,5.3,5.56,5.02,0.54,-0.45999999999999996,61782,93535,32959,60576,40742
2016-01-17,4.8975,5.1,4.7,0.39999999999999947,-0.1900000000000004,5.13,5.35,4.84,0.5099999999999998,-0.23999999999999932,4.8325,4.96,4.7,0.2599999999999998,-0.16000000000000014,4.994999999999999,5.1,4.81,0.29000000000000004,0.0,96606,120522,48320,72202,-53023
2016-01-24,5.17,5.71,4.93,0.7800000000000002,-0.1299999999999999,5.25,5.71,5.0,0.71,-0.34999999999999964,4.99,5.13,4.9,0.22999999999999954,-0.15999999999999925,5.068,5.26,4.91,0.34999999999999964,-0.29000000000000004,57438,76159,38790,37369,-17845
2016-01-31,5.01,5.06,4.92,0.13999999999999968,-0.04999999999999982,5.086,5.16,4.96,0.20000000000000018,-0.20000000000000018,4.952,5.03,4.9,0.1299999999999999,-0.02999999999999936,5.0040000000000004,5.12,4.9,0.21999999999999975,-0.21999999999999975,40446,75238,22313,52925,-52925
2016-02-07,4.792,4.86,4.73,0.1299999999999999,-0.07000000000000028,4.858,4.9,4.79,0.11000000000000032,-0.11000000000000032,4.734,4.77,4.68,0.08999999999999986,-0.08999999999999986,4.782,4.83,4.72,0.11000000000000032,-0.11000000000000032,24847,27831,21473,6358,3218
2016-02-14,4.5325,4.6,4.47,0.1299999999999999,-0.02999999999999936,4.645,4.82,4.5,0.3200000000000003,0.16000000000000014,4.4,4.57,4.22,0.35000000000000053,0.35000000000000053,4.574999999999999,4.67,4.47,0.20000000000000018,0.11000000000000032,58556,90912,26629,64283,-64283
2016-02-21,4.8549999999999995,5.25,4.68,0.5700000000000003,0.5700000000000003,4.973333333333334,5.32,4.74,0.5800000000000001,0.5099999999999998,4.803333333333333,5.25,4.59,0.6600000000000001,0.6299999999999999,4.95,5.28,4.72,0.5600000000000005,0.5300000000000002,27005,61766,0,61766,-24213
2016-02-28,5.19,5.3,5.13,0.16999999999999993,-0.13999999999999968,5.242,5.39,5.19,0.1999999999999993,-0.1999999999999993,5.132,5.21,5.01,0.20000000000000018,-0.20000000000000018,5.164,5.21,5.09,0.1200000000000001,-0.1200000000000001,31269,41514,17925,23589,5580
2016-03-06,4.94,5.0,4.88,0.1200000000000001,0.04999999999999982,4.998,5.0,4.99,0.009999999999999787,0.0,4.846,4.9,4.79,0.11000000000000032,-0.03000000000000025,4.894,4.94,4.82,0.1200000000000001,-0.1200000000000001,33569,71778,12557,59221,-25335
