Date,Vanguard Mid-Cap GrowthEtf_Open_average,Vanguard Mid-Cap GrowthEtf_Open_max,Vanguard Mid-Cap GrowthEtf_Open_min,Vanguard Mid-Cap GrowthEtf_Open_volatility,Vanguard Mid-Cap GrowthEtf_Open_change,Vanguard Mid-Cap GrowthEtf_High_average,Vanguard Mid-Cap GrowthEtf_High_max,Vanguard Mid-Cap GrowthEtf_High_min,Vanguard Mid-Cap GrowthEtf_High_volatility,Vanguard Mid-Cap GrowthEtf_High_change,Vanguard Mid-Cap GrowthEtf_Low_average,Vanguard Mid-Cap GrowthEtf_Low_max,Vanguard Mid-Cap GrowthEtf_Low_min,Vanguard Mid-Cap GrowthEtf_Low_volatility,Vanguard Mid-Cap GrowthEtf_Low_change,Vanguard Mid-Cap GrowthEtf_Close_average,Vanguard Mid-Cap GrowthEtf_Close_max,Vanguard Mid-Cap GrowthEtf_Close_min,Vanguard Mid-Cap GrowthEtf_Close_volatility,Vanguard Mid-Cap GrowthEtf_Close_change
2016-01-03,95.03,95.03,95.03,0.0,0.0,95.19,95.19,95.19,0.0,0.0,93.27,93.27,93.27,0.0,0.0,93.41,93.41,93.41,0.0,0.0
2016-01-10,88.96,88.96,88.96,0.0,0.0,90.13,90.13,90.13,0.0,0.0,88.47,88.47,88.47,0.0,0.0,89.95,89.95,89.95,0.0,0.0
2016-01-17,90.7,90.7,90.7,0.0,0.0,91.64,91.64,91.64,0.0,0.0,90.55,90.55,90.55,0.0,0.0,91.46,91.46,91.46,0.0,0.0
2016-01-24,89.65,89.65,89.65,0.0,0.0,91.82,91.82,91.82,0.0,0.0,89.65,89.65,89.65,0.0,0.0,91.82,91.82,91.82,0.0,0.0
2016-01-31,90.25,90.25,90.25,0.0,0.0,90.25,90.25,90.25,0.0,0.0,87.85,87.85,87.85,0.0,0.0,88.1,88.1,88.1,0.0,0.0
2016-02-07,85.97,85.97,85.97,0.0,0.0,87.14,87.14,87.14,0.0,0.0,85.32,85.32,85.32,0.0,0.0,87.09,87.09,87.09,0.0,0.0
2016-02-14,89.95,89.95,89.95,0.0,0.0,90.81,90.81,90.81,0.0,0.0,89.56,89.56,89.56,0.0,0.0,90.77,90.77,90.77,0.0,0.0
2016-02-21,93.5,93.5,93.5,0.0,0.0,93.68,93.68,93.68,0.0,0.0,93.03,93.03,93.03,0.0,0.0,93.47,93.47,93.47,0.0,0.0
2016-02-28,96.44,96.44,96.44,0.0,0.0,97.12,97.12,97.12,0.0,0.0,96.07,96.07,96.07,0.0,0.0,96.54,96.54,96.54,0.0,0.0
2016-03-06,96.71,96.71,96.71,0.0,0.0,97.83,97.83,97.83,0.0,0.0,96.71,96.71,96.71,0.0,0.0,97.78,97.78,97.78,0.0,0.0
