Date,Direxion Daily Russia Bull 3X Shares_etf_Open_average,Direxion Daily Russia Bull 3X Shares_etf_Open_max,Direxion Daily Russia Bull 3X Shares_etf_Open_min,Direxion Daily Russia Bull 3X Shares_etf_Open_volatility,Direxion Daily Russia Bull 3X Shares_etf_Open_change,Direxion Daily Russia Bull 3X Shares_etf_High_average,Direxion Daily Russia Bull 3X Shares_etf_High_max,Direxion Daily Russia Bull 3X Shares_etf_High_min,Direxion Daily Russia Bull 3X Shares_etf_High_volatility,Direxion Daily Russia Bull 3X Shares_etf_High_change,Direxion Daily Russia Bull 3X Shares_etf_Low_average,Direxion Daily Russia Bull 3X Shares_etf_Low_max,Direxion Daily Russia Bull 3X Shares_etf_Low_min,Direxion Daily Russia Bull 3X Shares_etf_Low_volatility,Direxion Daily Russia Bull 3X Shares_etf_Low_change,Direxion Daily Russia Bull 3X Shares_etf_Close_average,Direxion Daily Russia Bull 3X Shares_etf_Close_max,Direxion Daily Russia Bull 3X Shares_etf_Close_min,Direxion Daily Russia Bull 3X Shares_etf_Close_volatility,Direxion Daily Russia Bull 3X Shares_etf_Close_change
2016-05-01,27.71,27.71,27.71,0.0,0.0,28.87,28.87,28.87,0.0,0.0,27.71,27.71,27.71,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2016-05-08,29.15,29.15,29.15,0.0,0.0,30.12,30.12,30.12,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2016-05-15,27.49,27.49,27.49,0.0,0.0,27.59,27.59,27.59,0.0,0.0,26.75,26.75,26.75,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2016-05-22,29.23,29.23,29.23,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2016-05-29,27.89,27.89,27.89,0.0,0.0,29.27,29.27,29.27,0.0,0.0,27.38,27.38,27.38,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2016-06-05,30.5,30.5,30.5,0.0,0.0,30.64,30.64,30.64,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2016-06-12,28.62,28.62,28.62,0.0,0.0,29.0,29.0,29.0,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2016-06-19,26.65,26.65,26.65,0.0,0.0,28.43,28.43,28.43,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2016-06-26,29.84,29.84,29.84,0.0,0.0,30.8,30.8,30.8,0.0,0.0,29.73,29.73,29.73,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2016-07-03,29.65,29.65,29.65,0.0,0.0,30.5,30.5,30.5,0.0,0.0,29.21,29.21,29.21,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2016-07-10,33.94,33.94,33.94,0.0,0.0,34.04,34.04,34.04,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2016-07-17,32.18,32.18,32.18,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.86,31.86,31.86,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2016-07-24,31.05,31.05,31.05,0.0,0.0,32.29,32.29,32.29,0.0,0.0,30.5,30.5,30.5,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2016-07-31,32.27,32.27,32.27,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2016-08-07,34.59,34.59,34.59,0.0,0.0,34.81,34.81,34.81,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2016-08-14,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2016-08-21,34.11,34.11,34.11,0.0,0.0,35.6,35.6,35.6,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2016-08-28,34.03,34.03,34.03,0.0,0.0,34.57,34.57,34.57,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2016-09-04,36.06,36.06,36.06,0.0,0.0,36.06,36.06,36.06,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2016-09-11,32.52,32.52,32.52,0.0,0.0,32.66,32.66,32.66,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2016-09-18,35.41,35.41,35.41,0.0,0.0,35.72,35.72,35.72,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2016-09-25,35.27,35.27,35.27,0.0,0.0,35.41,35.41,35.41,0.0,0.0,34.48,34.48,34.48,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2016-10-02,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0,34.52,34.52,34.52,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2016-10-09,33.7,33.7,33.7,0.0,0.0,33.94,33.94,33.94,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2016-10-16,33.38,33.38,33.38,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2016-10-23,33.42,33.42,33.42,0.0,0.0,33.78,33.78,33.78,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2016-10-30,29.97,29.97,29.97,0.0,0.0,30.38,30.38,30.38,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2016-11-06,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,30.53,30.53,30.53,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2016-11-13,33.84,33.84,33.84,0.0,0.0,34.6,34.6,34.6,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2016-11-20,37.15,37.15,37.15,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2016-11-27,39.38,39.38,39.38,0.0,0.0,40.49,40.49,40.49,0.0,0.0,39.38,39.38,39.38,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2016-12-04,46.33,46.33,46.33,0.0,0.0,47.73,47.73,47.73,0.0,0.0,46.05,46.05,46.05,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2016-12-11,49.0,49.0,49.0,0.0,0.0,49.49,49.49,49.49,0.0,0.0,46.27,46.27,46.27,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2016-12-18,45.51,45.51,45.51,0.0,0.0,46.45,46.45,46.45,0.0,0.0,45.15,45.15,45.15,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2016-12-25,50.51,50.51,50.51,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2017-01-01,52.9,52.9,52.9,0.0,0.0,53.7,53.7,53.7,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2017-01-08,51.48,51.48,51.48,0.0,0.0,52.38,52.38,52.38,0.0,0.0,51.36,51.36,51.36,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2017-01-15,49.54,49.54,49.54,0.0,0.0,50.17,50.17,50.17,0.0,0.0,48.59,48.59,48.59,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2017-01-22,56.22,56.22,56.22,0.0,0.0,57.35,57.35,57.35,0.0,0.0,55.63,55.63,55.63,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2017-01-29,54.34,54.34,54.34,0.0,0.0,54.95,54.95,54.95,0.0,0.0,53.95,53.95,53.95,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2017-02-05,52.28,52.28,52.28,0.0,0.0,53.79,53.79,53.79,0.0,0.0,52.12,52.12,52.12,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2017-02-12,50.7,50.7,50.7,0.0,0.0,50.8,50.8,50.8,0.0,0.0,49.19,49.19,49.19,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2017-02-19,47.49,47.49,47.49,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2017-02-26,43.3,43.3,43.3,0.0,0.0,45.26,45.26,45.26,0.0,0.0,43.28,43.28,43.28,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2017-03-05,38.48,38.48,38.48,0.0,0.0,38.55,38.55,38.55,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2017-03-12,45.24,45.24,45.24,0.0,0.0,46.78,46.78,46.78,0.0,0.0,44.21,44.21,44.21,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2017-03-19,46.92,46.92,46.92,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2017-03-26,45.59,45.59,45.59,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2017-04-02,45.25,45.25,45.25,0.0,0.0,45.71,45.71,45.71,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2017-04-09,40.86,40.86,40.86,0.0,0.0,41.72,41.72,41.72,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2017-04-16,41.35,41.35,41.35,0.0,0.0,41.73,41.73,41.73,0.0,0.0,40.32,40.32,40.32,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2017-04-23,45.35,45.35,45.35,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2017-04-30,39.94,39.94,39.94,0.0,0.0,41.95,41.95,41.95,0.0,0.0,39.87,39.87,39.87,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2017-05-07,42.93,42.93,42.93,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2017-05-14,41.78,41.78,41.78,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2017-05-21,40.83,40.83,40.83,0.0,0.0,41.57,41.57,41.57,0.0,0.0,40.39,40.39,40.39,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2017-05-28,37.57,37.57,37.57,0.0,0.0,37.86,37.86,37.86,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2017-06-04,36.42,36.42,36.42,0.0,0.0,36.89,36.89,36.89,0.0,0.0,35.6,35.6,35.6,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2017-06-11,33.21,33.21,33.21,0.0,0.0,33.24,33.24,33.24,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2017-06-18,31.95,31.95,31.95,0.0,0.0,32.84,32.84,32.84,0.0,0.0,31.64,31.64,31.64,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2017-06-25,33.86,33.86,33.86,0.0,0.0,34.67,34.67,34.67,0.0,0.0,33.19,33.19,33.19,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2017-07-02,33.72,33.72,33.72,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2017-07-09,38.97,38.97,38.97,0.0,0.0,39.9,39.9,39.9,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2017-07-16,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2017-07-23,37.51,37.51,37.51,0.0,0.0,38.58,38.58,38.58,0.0,0.0,37.24,37.24,37.24,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2017-07-30,38.45,38.45,38.45,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.07,38.07,38.07,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2017-08-06,37.95,37.95,37.95,0.0,0.0,38.7,38.7,38.7,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2017-08-13,38.45,38.45,38.45,0.0,0.0,39.79,39.79,39.79,0.0,0.0,37.87,37.87,37.87,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2017-08-20,41.5,41.5,41.5,0.0,0.0,42.7,42.7,42.7,0.0,0.0,41.5,41.5,41.5,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2017-08-27,46.81,46.81,46.81,0.0,0.0,48.06,48.06,48.06,0.0,0.0,46.51,46.51,46.51,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2017-09-03,50.1,50.1,50.1,0.0,0.0,50.14,50.14,50.14,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2017-09-10,50.06,50.06,50.06,0.0,0.0,50.34,50.34,50.34,0.0,0.0,49.48,49.48,49.48,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2017-09-17,49.88,49.88,49.88,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2017-09-24,51.87,51.87,51.87,0.0,0.0,52.79,52.79,52.79,0.0,0.0,51.84,51.84,51.84,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2017-10-01,52.5,52.5,52.5,0.0,0.0,52.5,52.5,52.5,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2017-10-08,54.11,54.11,54.11,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2017-10-15,51.22,51.22,51.22,0.0,0.0,51.57,51.57,51.57,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2017-10-22,48.05,48.05,48.05,0.0,0.0,50.19,50.19,50.19,0.0,0.0,47.59,47.59,47.59,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2017-10-29,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2017-11-05,53.2,53.2,53.2,0.0,0.0,53.5,53.5,53.5,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2017-11-12,49.0,49.0,49.0,0.0,0.0,50.4,50.4,50.4,0.0,0.0,48.68,48.68,48.68,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2017-11-19,54.19,54.19,54.19,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2017-11-26,48.65,48.65,48.65,0.0,0.0,48.9,48.9,48.9,0.0,0.0,45.48,45.48,45.48,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2017-12-03,47.38,47.38,47.38,0.0,0.0,47.69,47.69,47.69,0.0,0.0,46.5,46.5,46.5,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2017-12-10,50.44,50.44,50.44,0.0,0.0,50.5,50.5,50.5,0.0,0.0,49.57,49.57,49.57,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2017-12-17,48.4,48.4,48.4,0.0,0.0,49.73,49.73,49.73,0.0,0.0,48.33,48.33,48.33,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2017-12-24,50.53,50.53,50.53,0.0,0.0,51.4,51.4,51.4,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2017-12-31,59.66,59.66,59.66,0.0,0.0,61.13,61.13,61.13,0.0,0.0,59.27,59.27,59.27,0.0,0.0,61.03,61.03,61.03,0.0,0.0
