Date,EDAP_stock_Open_average,EDAP_stock_Open_max,EDAP_stock_Open_min,EDAP_stock_Open_volatility,EDAP_stock_Open_change,EDAP_stock_High_average,EDAP_stock_High_max,EDAP_stock_High_min,EDAP_stock_High_volatility,EDAP_stock_High_change,EDAP_stock_Low_average,EDAP_stock_Low_max,EDAP_stock_Low_min,EDAP_stock_Low_volatility,EDAP_stock_Low_change,EDAP_stock_Close_average,EDAP_stock_Close_max,EDAP_stock_Close_min,EDAP_stock_Close_volatility,EDAP_stock_Close_change,EDAP_stock_Volume_average,EDAP_stock_Volume_max,EDAP_stock_Volume_min,EDAP_stock_Volume_volatility,EDAP_stock_Volume_change
2016-01-03,4.0,4.15,3.88,0.27000000000000046,-0.27000000000000046,4.084,4.21,3.98,0.22999999999999998,-0.20999999999999996,3.826,3.98,3.69,0.29000000000000004,-0.25,3.916,4.0,3.8,0.20000000000000018,-0.17000000000000037,115669,213011,34924,178087,-55304
2016-01-10,3.432,3.78,3.21,0.5699999999999998,-0.46999999999999975,3.554,3.88,3.34,0.54,-0.4299999999999997,3.174,3.51,2.89,0.6199999999999997,-0.3099999999999996,3.332,3.57,3.21,0.3599999999999999,-0.3599999999999999,296890,900062,99186,800876,-101604
2016-01-17,3.4325,3.65,3.34,0.31000000000000005,0.31000000000000005,3.5525,3.91,3.38,0.5300000000000002,0.4900000000000002,3.35,3.64,3.21,0.43000000000000016,0.43000000000000016,3.545,3.91,3.38,0.5300000000000002,0.5100000000000002,154193,204154,87009,117145,-8142
2016-01-24,3.856,4.36,3.55,0.8100000000000005,-0.8100000000000005,3.922,4.36,3.69,0.6700000000000004,-0.6700000000000004,3.614,3.75,3.49,0.2599999999999998,-0.22999999999999998,3.67,3.84,3.52,0.31999999999999984,-0.25,80387,122402,46374,76028,-25823
2016-01-31,3.524,3.57,3.49,0.07999999999999963,0.040000000000000036,3.656,3.79,3.52,0.27,0.16999999999999993,3.46,3.54,3.41,0.1299999999999999,0.08999999999999986,3.556,3.6,3.5,0.10000000000000009,0.009999999999999787,61490,97483,19534,77949,1108
2016-02-07,3.522,3.57,3.49,0.07999999999999963,-0.010000000000000231,3.558,3.69,3.51,0.18000000000000016,-0.029999999999999805,3.404,3.5,3.34,0.16000000000000014,-0.06000000000000005,3.482,3.52,3.44,0.08000000000000007,0.010000000000000231,51417,119805,8457,111348,-88186
2016-02-14,3.6775,3.93,3.42,0.5100000000000002,0.26000000000000023,3.8175,3.94,3.62,0.31999999999999984,0.17999999999999972,3.5825,3.68,3.42,0.26000000000000023,0.26000000000000023,3.7225,3.89,3.58,0.31000000000000005,0.1299999999999999,53153,73319,31502,41817,-17711
2016-02-21,3.894,4.41,3.7,0.71,0.6300000000000003,4.144,4.6,3.88,0.7199999999999998,0.7099999999999995,3.82,4.2,3.65,0.5500000000000003,0.4700000000000002,3.996,4.3,3.75,0.5499999999999998,0.45999999999999996,67830,194228,14546,179682,40958
2016-02-28,4.252,4.42,4.04,0.3799999999999999,0.22999999999999954,4.326,4.42,4.19,0.22999999999999954,0.22999999999999954,4.08,4.2,3.86,0.3400000000000003,0.1299999999999999,4.16,4.22,4.05,0.16999999999999993,0.11000000000000032,47821,70765,25367,45398,-10748
2016-03-06,4.2940000000000005,4.4,4.15,0.25,0.05999999999999961,4.436,4.48,4.4,0.08000000000000007,-0.010000000000000675,4.226,4.35,4.15,0.1999999999999993,0.02999999999999936,4.298,4.38,4.16,0.21999999999999975,-0.07000000000000028,53953,66759,38419,28340,-10388
