Date,Direxion Daily S P Oil Gas Exp BullEtf_Open_average,Direxion Daily S P Oil Gas Exp BullEtf_Open_max,Direxion Daily S P Oil Gas Exp BullEtf_Open_min,Direxion Daily S P Oil Gas Exp BullEtf_Open_volatility,Direxion Daily S P Oil Gas Exp BullEtf_Open_change,Direxion Daily S P Oil Gas Exp BullEtf_High_average,Direxion Daily S P Oil Gas Exp BullEtf_High_max,Direxion Daily S P Oil Gas Exp BullEtf_High_min,Direxion Daily S P Oil Gas Exp BullEtf_High_volatility,Direxion Daily S P Oil Gas Exp BullEtf_High_change,Direxion Daily S P Oil Gas Exp BullEtf_Low_average,Direxion Daily S P Oil Gas Exp BullEtf_Low_max,Direxion Daily S P Oil Gas Exp BullEtf_Low_min,Direxion Daily S P Oil Gas Exp BullEtf_Low_volatility,Direxion Daily S P Oil Gas Exp BullEtf_Low_change,Direxion Daily S P Oil Gas Exp BullEtf_Close_average,Direxion Daily S P Oil Gas Exp BullEtf_Close_max,Direxion Daily S P Oil Gas Exp BullEtf_Close_min,Direxion Daily S P Oil Gas Exp BullEtf_Close_volatility,Direxion Daily S P Oil Gas Exp BullEtf_Close_change
2016-01-03,10200.0,10200.0,10200.0,0.0,0.0,10340.0,10340.0,10340.0,0.0,0.0,9300.0,9300.0,9300.0,0.0,0.0,9884.4,9884.4,9884.4,0.0,0.0
2016-01-10,7240.0,7240.0,7240.0,0.0,0.0,7560.0,7560.0,7560.0,0.0,0.0,6640.0,6640.0,6640.0,0.0,0.0,7380.0,7380.0,7380.0,0.0,0.0
2016-01-17,8560.0,8560.0,8560.0,0.0,0.0,9078.0,9078.0,9078.0,0.0,0.0,7860.0,7860.0,7860.0,0.0,0.0,8300.0,8300.0,8300.0,0.0,0.0
2016-01-24,9020.0,9020.0,9020.0,0.0,0.0,10000.0,10000.0,10000.0,0.0,0.0,8800.0,8800.0,8800.0,0.0,0.0,10000.0,10000.0,10000.0,0.0,0.0
2016-01-31,8420.0,8420.0,8420.0,0.0,0.0,8420.0,8420.0,8420.0,0.0,0.0,7522.0,7522.0,7522.0,0.0,0.0,7720.0,7720.0,7720.0,0.0,0.0
2016-02-07,6240.0,6240.0,6240.0,0.0,0.0,6440.0,6440.0,6440.0,0.0,0.0,5640.0,5640.0,5640.0,0.0,0.0,6180.0,6180.0,6180.0,0.0,0.0
2016-02-14,5440.0,5440.0,5440.0,0.0,0.0,5640.0,5640.0,5640.0,0.0,0.0,5140.0,5140.0,5140.0,0.0,0.0,5640.0,5640.0,5640.0,0.0,0.0
2016-02-21,6160.0,6160.0,6160.0,0.0,0.0,6400.0,6400.0,6400.0,0.0,0.0,5880.0,5880.0,5880.0,0.0,0.0,6100.0,6100.0,6100.0,0.0,0.0
2016-02-28,8980.0,8980.0,8980.0,0.0,0.0,10420.0,10420.0,10420.0,0.0,0.0,8500.0,8500.0,8500.0,0.0,0.0,9620.0,9620.0,9620.0,0.0,0.0
2016-03-06,9520.0,9520.0,9520.0,0.0,0.0,10300.0,10300.0,10300.0,0.0,0.0,9480.0,9480.0,9480.0,0.0,0.0,10080.0,10080.0,10080.0,0.0,0.0
2016-03-13,11640.0,11640.0,11640.0,0.0,0.0,12140.0,12140.0,12140.0,0.0,0.0,10800.0,10800.0,10800.0,0.0,0.0,11280.0,11280.0,11280.0,0.0,0.0
2016-03-20,9070.0,9070.0,9070.0,0.0,0.0,10148.0,10148.0,10148.0,0.0,0.0,8776.66,8776.66,8776.66,0.0,0.0,10048.0,10048.0,10048.0,0.0,0.0
2016-03-27,9808.0,9808.0,9808.0,0.0,0.0,10202.0,10202.0,10202.0,0.0,0.0,9536.0,9536.0,9536.0,0.0,0.0,10076.0,10076.0,10076.0,0.0,0.0
2016-04-03,11310.0,11310.0,11310.0,0.0,0.0,11712.0,11712.0,11712.0,0.0,0.0,11180.6,11180.6,11180.6,0.0,0.0,11620.0,11620.0,11620.0,0.0,0.0
2016-04-10,12814.0,12814.0,12814.0,0.0,0.0,13314.0,13314.0,13314.0,0.0,0.0,12540.0,12540.0,12540.0,0.0,0.0,12890.0,12890.0,12890.0,0.0,0.0
2016-04-17,15128.0,15128.0,15128.0,0.0,0.0,16400.0,16400.0,16400.0,0.0,0.0,15128.0,15128.0,15128.0,0.0,0.0,16322.0,16322.0,16322.0,0.0,0.0
2016-04-24,17586.0,17586.0,17586.0,0.0,0.0,18110.0,18110.0,18110.0,0.0,0.0,15450.0,15450.0,15450.0,0.0,0.0,16662.0,16662.0,16662.0,0.0,0.0
2016-05-01,13500.0,13500.0,13500.0,0.0,0.0,14706.0,14706.0,14706.0,0.0,0.0,13186.0,13186.0,13186.0,0.0,0.0,13402.0,13402.0,13402.0,0.0,0.0
2016-05-08,13650.0,13650.0,13650.0,0.0,0.0,14560.0,14560.0,14560.0,0.0,0.0,13466.0,13466.0,13466.0,0.0,0.0,13596.0,13596.0,13596.0,0.0,0.0
2016-05-15,14342.0,14342.0,14342.0,0.0,0.0,14748.0,14748.0,14748.0,0.0,0.0,13800.0,13800.0,13800.0,0.0,0.0,14606.0,14606.0,14606.0,0.0,0.0
2016-05-22,15658.0,15658.0,15658.0,0.0,0.0,15682.0,15682.0,15682.0,0.0,0.0,15094.02,15094.02,15094.02,0.0,0.0,15638.0,15638.0,15638.0,0.0,0.0
2016-05-29,16728.0,16728.0,16728.0,0.0,0.0,17048.76,17048.76,17048.76,0.0,0.0,15634.0,15634.0,15634.0,0.0,0.0,16048.0,16048.0,16048.0,0.0,0.0
2016-06-05,17006.0,17006.0,17006.0,0.0,0.0,17260.0,17260.0,17260.0,0.0,0.0,15262.0,15262.0,15262.0,0.0,0.0,15364.0,15364.0,15364.0,0.0,0.0
2016-06-12,15306.0,15306.0,15306.0,0.0,0.0,15532.0,15532.0,15532.0,0.0,0.0,14620.0,14620.0,14620.0,0.0,0.0,15158.0,15158.0,15158.0,0.0,0.0
2016-06-19,14396.0,14396.0,14396.0,0.0,0.0,15688.36,15688.36,15688.36,0.0,0.0,14300.0,14300.0,14300.0,0.0,0.0,14432.0,14432.0,14432.0,0.0,0.0
2016-06-26,14114.0,14114.0,14114.0,0.0,0.0,15530.0,15530.0,15530.0,0.0,0.0,14114.0,14114.0,14114.0,0.0,0.0,15226.0,15226.0,15226.0,0.0,0.0
2016-07-03,13548.0,13548.0,13548.0,0.0,0.0,13884.0,13884.0,13884.0,0.0,0.0,12904.2,12904.2,12904.2,0.0,0.0,13710.0,13710.0,13710.0,0.0,0.0
2016-07-10,14892.0,14892.0,14892.0,0.0,0.0,14900.0,14900.0,14900.0,0.0,0.0,14050.0,14050.0,14050.0,0.0,0.0,14216.0,14216.0,14216.0,0.0,0.0
2016-07-17,13548.0,13548.0,13548.0,0.0,0.0,13660.0,13660.0,13660.0,0.0,0.0,13034.0,13034.0,13034.0,0.0,0.0,13386.0,13386.0,13386.0,0.0,0.0
2016-07-24,12000.0,12000.0,12000.0,0.0,0.0,13410.0,13410.0,13410.0,0.0,0.0,11850.0,11850.0,11850.0,0.0,0.0,13378.0,13378.0,13378.0,0.0,0.0
2016-07-31,13696.0,13696.0,13696.0,0.0,0.0,14284.0,14284.0,14284.0,0.0,0.0,13292.0,13292.0,13292.0,0.0,0.0,14166.0,14166.0,14166.0,0.0,0.0
2016-08-07,15364.0,15364.0,15364.0,0.0,0.0,15600.0,15600.0,15600.0,0.0,0.0,14968.0,14968.0,14968.0,0.0,0.0,15398.0,15398.0,15398.0,0.0,0.0
2016-08-14,17410.0,17410.0,17410.0,0.0,0.0,17558.0,17558.0,17558.0,0.0,0.0,16973.5,16973.5,16973.5,0.0,0.0,17402.0,17402.0,17402.0,0.0,0.0
2016-08-21,16916.0,16916.0,16916.0,0.0,0.0,17600.0,17600.0,17600.0,0.0,0.0,16456.0,16456.0,16456.0,0.0,0.0,16830.0,16830.0,16830.0,0.0,0.0
2016-08-28,16696.0,16696.0,16696.0,0.0,0.0,17176.0,17176.0,17176.0,0.0,0.0,16496.08,16496.08,16496.08,0.0,0.0,16936.0,16936.0,16936.0,0.0,0.0
2016-09-04,18656.0,18656.0,18656.0,0.0,0.0,19075.8,19075.8,19075.8,0.0,0.0,17456.0,17456.0,17456.0,0.0,0.0,17476.0,17476.0,17476.0,0.0,0.0
2016-09-11,14570.0,14570.0,14570.0,0.0,0.0,15226.0,15226.0,15226.0,0.0,0.0,14400.0,14400.0,14400.0,0.0,0.0,15162.0,15162.0,15162.0,0.0,0.0
2016-09-18,16240.0,16240.0,16240.0,0.0,0.0,16738.0,16738.0,16738.0,0.0,0.0,14665.6,14665.6,14665.6,0.0,0.0,15112.0,15112.0,15112.0,0.0,0.0
