Date,ADPStock_Open_average,ADPStock_Open_max,ADPStock_Open_min,ADPStock_Open_volatility,ADPStock_Open_change,ADPStock_High_average,ADPStock_High_max,ADPStock_High_min,ADPStock_High_volatility,ADPStock_High_change,ADPStock_Low_average,ADPStock_Low_max,ADPStock_Low_min,ADPStock_Low_volatility,ADPStock_Low_change,ADPStock_Close_average,ADPStock_Close_max,ADPStock_Close_min,ADPStock_Close_volatility,ADPStock_Close_change,ADPStock_Volume_average,ADPStock_Volume_max,ADPStock_Volume_min,ADPStock_Volume_volatility,ADPStock_Volume_change
2016-01-03,81.048,82.93,78.93,4.0,-4.0,81.542,83.21,79.25,3.9599999999999937,-3.9399999999999977,80.03999999999999,81.81,77.8,4.010000000000005,-3.450000000000003,80.502,82.27,78.13,4.140000000000001,-3.9399999999999977,2662462,5031269,1511025,3520244,240632
2016-01-10,78.218,79.34,76.84,2.5,-1.6099999999999994,79.248,79.8,78.4,1.3999999999999915,-0.6299999999999955,77.484,78.44,76.65,1.789999999999992,-1.059999999999988,78.446,79.47,77.34,2.1299999999999955,-0.5900000000000034,2358892,2967815,1860019,1107796,840474
2016-01-17,79.1325,80.83,78.09,2.739999999999995,1.9099999999999966,79.915,81.18,79.04,2.1400000000000006,1.720000000000013,78.185,79.81,76.9,2.9099999999999966,1.5499999999999972,79.4225,81.11,78.22,2.8900000000000006,2.0,2548031,3056544,1940151,1116393,-582847
2016-01-24,80.792,81.52,80.09,1.4299999999999926,1.1499999999999915,81.786,83.12,81.01,2.1099999999999994,2.1099999999999994,80.318,81.17,79.89,1.2800000000000011,1.1800000000000068,81.06,83.09,80.09,3.0,3.0,2007068,2836363,1665207,1171156,1037884
2016-01-31,82.28,83.12,80.72,2.4000000000000057,2.0799999999999983,83.1,83.42,82.9,0.519999999999996,-0.4300000000000068,81.108,81.7,80.54,1.1599999999999966,0.3999999999999915,82.28,82.97,81.31,1.6599999999999966,-1.6599999999999966,2729499,3690293,1822780,1867513,-589209
2016-02-07,80.764,81.82,79.38,2.4399999999999977,0.8699999999999903,81.666,82.57,80.55,2.019999999999996,0.37999999999999545,79.912,80.59,78.98,1.6099999999999994,1.5899999999999892,80.94,81.74,80.21,1.5300000000000011,0.4899999999999949,2165690,2842420,1518711,1323709,-828315
2016-02-14,84.3825,85.48,83.05,2.430000000000007,1.769999999999996,85.2125,85.7,84.02,1.6800000000000068,1.6700000000000017,83.91,84.76,82.59,2.1700000000000017,1.7999999999999972,84.895,85.56,83.78,1.7800000000000011,1.7800000000000011,1900413,2065408,1563108,502300,-67
2016-02-21,85.72833333333334,86.54,83.92,2.6200000000000045,-0.29999999999999716,86.18166666666667,86.76,85.47,1.2900000000000063,-1.0700000000000074,84.91,85.94,83.09,2.8499999999999943,-0.25,85.63,86.4,84.85,1.5500000000000114,-0.710000000000008,1339749,1863451,0,1863451,-1618578
2016-02-28,85.63,86.36,84.85,1.5100000000000051,0.5,86.25,86.77,85.72,1.0499999999999972,0.3199999999999932,85.024,85.33,84.67,0.6599999999999966,0.6599999999999966,85.79,86.77,84.69,2.0799999999999983,1.5,1769592,2059346,1579881,479465,-342828
2016-03-06,85.786,86.31,85.33,0.980000000000004,0.8299999999999983,86.52199999999999,87.49,85.77,1.7199999999999989,1.0300000000000011,85.118,85.67,84.36,1.3100000000000023,0.18999999999999773,85.954,87.27,85.2,2.069999999999993,1.1799999999999926,1637481,1863537,1400721,462816,462816
