Date,United States OilEtf_Open_average,United States OilEtf_Open_max,United States OilEtf_Open_min,United States OilEtf_Open_volatility,United States OilEtf_Open_change,United States OilEtf_High_average,United States OilEtf_High_max,United States OilEtf_High_min,United States OilEtf_High_volatility,United States OilEtf_High_change,United States OilEtf_Low_average,United States OilEtf_Low_max,United States OilEtf_Low_min,United States OilEtf_Low_volatility,United States OilEtf_Low_change,United States OilEtf_Close_average,United States OilEtf_Close_max,United States OilEtf_Close_min,United States OilEtf_Close_volatility,United States OilEtf_Close_change
2016-12-18,91.6,91.6,91.6,0.0,0.0,92.58,92.58,92.58,0.0,0.0,91.52,91.52,91.52,0.0,0.0,92.48,92.48,92.48,0.0,0.0
2016-12-25,93.28,93.28,93.28,0.0,0.0,93.76,93.76,93.76,0.0,0.0,93.12,93.12,93.12,0.0,0.0,93.76,93.76,93.76,0.0,0.0
2017-01-01,94.08,94.08,94.08,0.0,0.0,94.48,94.48,94.48,0.0,0.0,92.96,92.96,92.96,0.0,0.0,93.44,93.44,93.44,0.0,0.0
2017-01-08,91.6,91.6,91.6,0.0,0.0,92.24,92.24,92.24,0.0,0.0,90.96,90.96,90.96,0.0,0.0,91.28,91.28,91.28,0.0,0.0
2017-01-15,91.6,91.6,91.6,0.0,0.0,92.0,92.0,92.0,0.0,0.0,90.96,90.96,90.96,0.0,0.0,91.12,91.12,91.12,0.0,0.0
2017-01-22,91.2,91.2,91.2,0.0,0.0,91.52,91.52,91.52,0.0,0.0,90.16,90.16,90.16,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2017-01-29,91.92,91.92,91.92,0.0,0.0,92.96,92.96,92.96,0.0,0.0,91.68,91.68,91.68,0.0,0.0,92.32,92.32,92.32,0.0,0.0
2017-02-05,92.24,92.24,92.24,0.0,0.0,92.6,92.6,92.6,0.0,0.0,91.84,91.84,91.84,0.0,0.0,92.0,92.0,92.0,0.0,0.0
2017-02-12,90.56,90.56,90.56,0.0,0.0,91.34,91.34,91.34,0.0,0.0,90.48,90.48,90.48,0.0,0.0,91.12,91.12,91.12,0.0,0.0
2017-02-19,91.52,91.52,91.52,0.0,0.0,92.08,92.08,92.08,0.0,0.0,91.52,91.52,91.52,0.0,0.0,91.68,91.68,91.68,0.0,0.0
2017-02-26,89.52,89.52,89.52,0.0,0.0,90.64,90.64,90.64,0.0,0.0,89.44,89.44,89.44,0.0,0.0,90.32,90.32,90.32,0.0,0.0
2017-03-05,84.16,84.16,84.16,0.0,0.0,84.16,84.16,84.16,0.0,0.0,82.0,82.0,82.0,0.0,0.0,82.32,82.32,82.32,0.0,0.0
2017-03-12,83.36,83.36,83.36,0.0,0.0,83.44,83.44,83.44,0.0,0.0,82.56,82.56,82.56,0.0,0.0,82.64,82.64,82.64,0.0,0.0
2017-03-19,80.4,80.4,80.4,0.0,0.0,80.8,80.8,80.8,0.0,0.0,79.84,79.84,79.84,0.0,0.0,80.72,80.72,80.72,0.0,0.0
2017-03-26,84.16,84.16,84.16,0.0,0.0,85.28,85.28,85.28,0.0,0.0,84.08,84.08,84.08,0.0,0.0,85.12,85.12,85.12,0.0,0.0
2017-04-02,87.12,87.12,87.12,0.0,0.0,87.76,87.76,87.76,0.0,0.0,86.96,86.96,86.96,0.0,0.0,87.68,87.68,87.68,0.0,0.0
2017-04-09,89.44,89.44,89.44,0.0,0.0,89.6,89.6,89.6,0.0,0.0,88.8,88.8,88.8,0.0,0.0,89.04,89.04,89.04,0.0,0.0
2017-04-16,84.4,84.4,84.4,0.0,0.0,84.4,84.4,84.4,0.0,0.0,82.0,82.0,82.0,0.0,0.0,82.56,82.56,82.56,0.0,0.0
2017-04-23,82.32,82.32,82.32,0.0,0.0,82.64,82.64,82.64,0.0,0.0,81.36,81.36,81.36,0.0,0.0,81.92,81.92,81.92,0.0,0.0
2017-04-30,75.76,75.76,75.76,0.0,0.0,77.76,77.76,77.76,0.0,0.0,75.76,75.76,75.76,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2017-05-07,79.76,79.76,79.76,0.0,0.0,79.84,79.84,79.84,0.0,0.0,78.8,78.8,78.8,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2017-05-14,83.16,83.16,83.16,0.0,0.0,83.92,83.92,83.92,0.0,0.0,83.04,83.04,83.04,0.0,0.0,83.84,83.84,83.84,0.0,0.0
2017-05-21,81.12,81.12,81.12,0.0,0.0,82.4,82.4,82.4,0.0,0.0,80.68,80.68,80.68,0.0,0.0,82.24,82.24,82.24,0.0,0.0
2017-05-28,78.64,78.64,78.64,0.0,0.0,79.44,79.44,79.44,0.0,0.0,77.84,77.84,77.84,0.0,0.0,78.88,78.88,78.88,0.0,0.0
2017-06-04,75.52,75.52,75.52,0.0,0.0,76.36,76.36,76.36,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.92,75.92,75.92,0.0,0.0
2017-06-11,74.08,74.08,74.08,0.0,0.0,74.16,74.16,74.16,0.0,0.0,73.6,73.6,73.6,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2017-06-18,70.4,70.4,70.4,0.0,0.0,71.12,71.12,71.12,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.88,70.88,70.88,0.0,0.0
2017-06-25,74.56,74.56,74.56,0.0,0.0,76.0,76.0,76.0,0.0,0.0,74.32,74.32,74.32,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2017-07-02,73.52,73.52,73.52,0.0,0.0,73.6,73.6,73.6,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2017-07-09,76.24,76.24,76.24,0.0,0.0,76.88,76.88,76.88,0.0,0.0,75.84,75.84,75.84,0.0,0.0,76.72,76.72,76.72,0.0,0.0
2017-07-16,76.48,76.48,76.48,0.0,0.0,76.56,76.56,76.56,0.0,0.0,74.56,74.56,74.56,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2017-07-23,80.72,80.72,80.72,0.0,0.0,81.6,81.6,81.6,0.0,0.0,80.64,80.64,80.64,0.0,0.0,81.36,81.36,81.36,0.0,0.0
2017-07-30,80.4,80.4,80.4,0.0,0.0,81.28,81.28,81.28,0.0,0.0,79.76,79.76,79.76,0.0,0.0,81.04,81.04,81.04,0.0,0.0
2017-08-06,79.04,79.04,79.04,0.0,0.0,80.2,80.2,80.2,0.0,0.0,78.64,78.64,78.64,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2017-08-13,77.28,77.28,77.28,0.0,0.0,79.84,79.84,79.84,0.0,0.0,76.68,76.68,76.68,0.0,0.0,79.76,79.76,79.76,0.0,0.0
2017-08-20,77.6,77.6,77.6,0.0,0.0,78.24,78.24,78.24,0.0,0.0,77.52,77.52,77.52,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2017-08-27,76.8,76.8,76.8,0.0,0.0,77.36,77.36,77.36,0.0,0.0,76.08,76.08,76.08,0.0,0.0,77.36,77.36,77.36,0.0,0.0
2017-09-03,79.92,79.92,79.92,0.0,0.0,80.16,80.16,80.16,0.0,0.0,77.32,77.32,77.32,0.0,0.0,77.84,77.84,77.84,0.0,0.0
2017-09-10,81.52,81.52,81.52,0.0,0.0,81.72,81.72,81.72,0.0,0.0,81.12,81.12,81.12,0.0,0.0,81.6,81.6,81.6,0.0,0.0
2017-09-17,81.6,81.6,81.6,0.0,0.0,82.07,82.07,82.07,0.0,0.0,81.42,81.42,81.42,0.0,0.0,81.92,81.92,81.92,0.0,0.0
2017-09-24,83.12,83.12,83.12,0.0,0.0,83.68,83.68,83.68,0.0,0.0,82.88,82.88,82.88,0.0,0.0,83.44,83.44,83.44,0.0,0.0
2017-10-01,80.08,80.08,80.08,0.0,0.0,80.16,80.16,80.16,0.0,0.0,79.36,79.36,79.36,0.0,0.0,79.76,79.76,79.76,0.0,0.0
2017-10-08,83.04,83.04,83.04,0.0,0.0,83.2,83.2,83.2,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.96,82.96,82.96,0.0,0.0
2017-10-15,82.32,82.32,82.32,0.0,0.0,83.52,83.52,83.52,0.0,0.0,82.28,82.28,82.28,0.0,0.0,83.44,83.44,83.44,0.0,0.0
2017-10-22,84.48,84.48,84.48,0.0,0.0,86.8,86.8,86.8,0.0,0.0,84.4,84.4,84.4,0.0,0.0,86.72,86.72,86.72,0.0,0.0
2017-10-29,88.0,88.0,88.0,0.0,0.0,89.6,89.6,89.6,0.0,0.0,87.4,87.4,87.4,0.0,0.0,89.44,89.44,89.44,0.0,0.0
2017-11-05,91.84,91.84,91.84,0.0,0.0,92.16,92.16,92.16,0.0,0.0,90.88,90.88,90.88,0.0,0.0,91.36,91.36,91.36,0.0,0.0
2017-11-12,89.68,89.68,89.68,0.0,0.0,90.88,90.88,90.88,0.0,0.0,89.56,89.56,89.56,0.0,0.0,90.8,90.8,90.8,0.0,0.0
2017-11-19,93.92,93.92,93.92,0.0,0.0,94.32,94.32,94.32,0.0,0.0,93.6,93.6,93.6,0.0,0.0,94.32,94.32,94.32,0.0,0.0
2017-11-26,93.2,93.2,93.2,0.0,0.0,94.24,94.24,94.24,0.0,0.0,92.8,92.8,92.8,0.0,0.0,93.36,93.36,93.36,0.0,0.0
2017-12-03,92.16,92.16,92.16,0.0,0.0,92.4,92.4,92.4,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.92,91.92,91.92,0.0,0.0
2017-12-10,91.76,91.76,91.76,0.0,0.0,91.92,91.92,91.92,0.0,0.0,91.16,91.16,91.16,0.0,0.0,91.68,91.68,91.68,0.0,0.0
2017-12-17,92.64,92.64,92.64,0.0,0.0,93.52,93.52,93.52,0.0,0.0,92.64,92.64,92.64,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2017-12-24,96.16,96.16,96.16,0.0,0.0,96.72,96.72,96.72,0.0,0.0,95.84,95.84,95.84,0.0,0.0,96.08,96.08,96.08,0.0,0.0
2017-12-31,98.24,98.24,98.24,0.0,0.0,98.64,98.64,98.64,0.0,0.0,97.68,97.68,97.68,0.0,0.0,98.48,98.48,98.48,0.0,0.0
