Date,SKBSY_stock_Open_average,SKBSY_stock_Open_max,SKBSY_stock_Open_min,SKBSY_stock_Open_volatility,SKBSY_stock_Open_change,SKBSY_stock_High_average,SKBSY_stock_High_max,SKBSY_stock_High_min,SKBSY_stock_High_volatility,SKBSY_stock_High_change,SKBSY_stock_Low_average,SKBSY_stock_Low_max,SKBSY_stock_Low_min,SKBSY_stock_Low_volatility,SKBSY_stock_Low_change,SKBSY_stock_Close_average,SKBSY_stock_Close_max,SKBSY_stock_Close_min,SKBSY_stock_Close_volatility,SKBSY_stock_Close_change,SKBSY_stock_Volume_average,SKBSY_stock_Volume_max,SKBSY_stock_Volume_min,SKBSY_stock_Volume_volatility,SKBSY_stock_Volume_change
2016-01-03,18.43,19.09,18.0,1.0899999999999999,-1.0899999999999999,18.446666666666665,19.09,18.05,1.0399999999999991,-1.0399999999999991,18.236666666666665,18.58,18.0,0.5799999999999983,-0.5799999999999983,18.253333333333334,18.58,18.05,0.5299999999999976,-0.5299999999999976,1176,2300,580,1720,68
2016-01-10,18.1,18.32,17.88,0.4400000000000013,0.4400000000000013,18.1,18.32,17.88,0.4400000000000013,0.4400000000000013,18.1,18.32,17.88,0.4400000000000013,0.4400000000000013,18.1,18.32,17.88,0.4400000000000013,0.4400000000000013,277,300,255,45,-45
2016-01-17,17.74,17.74,17.74,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.74,17.74,17.74,0.0,0.0,500,500,500,0,0
2016-01-24,18.6,18.65,18.55,0.09999999999999787,0.09999999999999787,18.765,18.98,18.55,0.4299999999999997,0.4299999999999997,18.6,18.65,18.55,0.09999999999999787,0.09999999999999787,18.765,18.98,18.55,0.4299999999999997,0.4299999999999997,387,675,100,575,575
2016-01-31,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,160,160,160,0,0
2016-02-07,18.865000000000002,19.03,18.7,0.33000000000000185,0.33000000000000185,18.945,19.03,18.86,0.1700000000000017,0.1700000000000017,18.865000000000002,19.03,18.7,0.33000000000000185,0.33000000000000185,18.865000000000002,19.03,18.7,0.33000000000000185,0.33000000000000185,1703,2526,880,1646,1646
2016-02-14,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0,435,435,435,0,0
2016-02-21,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,100,100,100,0,0
2016-02-28,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0,200,200,200,0,0
2016-03-06,21.9,21.9,21.9,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.25,22.25,22.25,0.0,0.0,600,600,600,0,0
