Date,AAT_stock_Open_average,AAT_stock_Open_max,AAT_stock_Open_min,AAT_stock_Open_volatility,AAT_stock_Open_change,AAT_stock_High_average,AAT_stock_High_max,AAT_stock_High_min,AAT_stock_High_volatility,AAT_stock_High_change,AAT_stock_Low_average,AAT_stock_Low_max,AAT_stock_Low_min,AAT_stock_Low_volatility,AAT_stock_Low_change,AAT_stock_Close_average,AAT_stock_Close_max,AAT_stock_Close_min,AAT_stock_Close_volatility,AAT_stock_Close_change,AAT_stock_Volume_average,AAT_stock_Volume_max,AAT_stock_Volume_min,AAT_stock_Volume_volatility,AAT_stock_Volume_change
2016-01-03,38.160000000000004,38.45,37.72,0.730000000000004,-0.21999999999999886,38.632,38.96,38.16,0.8000000000000043,-0.5800000000000054,37.699999999999996,38.3,37.37,0.9299999999999997,0.020000000000003126,38.112,38.77,37.56,1.2100000000000009,-0.03999999999999915,231927,249888,212371,37517,32111
2016-01-10,37.386,37.99,36.29,1.7000000000000028,-1.4100000000000037,37.68,38.07,36.7,1.3699999999999974,-1.3499999999999943,36.879999999999995,37.55,35.91,1.6400000000000006,-1.6400000000000006,37.272,37.81,36.66,1.1500000000000057,-1.1500000000000057,200008,227451,142932,84519,84519
2016-01-17,36.662499999999994,36.93,36.23,0.7000000000000028,-0.2700000000000031,37.019999999999996,37.29,36.69,0.6000000000000014,-0.01999999999999602,35.9775,36.74,34.87,1.8700000000000045,-0.3400000000000034,36.68,37.21,36.02,1.1899999999999977,0.11999999999999744,208717,352931,133127,219804,-44575
2016-01-24,37.204,37.58,37.07,0.509999999999998,-0.07000000000000028,37.524,37.8,37.14,0.6599999999999966,-0.2600000000000051,36.748000000000005,37.03,36.52,0.509999999999998,0.35999999999999943,37.186,37.67,36.85,0.8200000000000003,0.4200000000000017,262672,499824,126449,373375,373375
2016-01-31,37.13,37.29,36.92,0.36999999999999744,-0.2700000000000031,37.466,37.66,37.03,0.6299999999999955,-0.6199999999999974,36.782000000000004,36.99,36.54,0.45000000000000284,-0.45000000000000284,37.098,37.29,36.73,0.5600000000000023,-0.5600000000000023,215395,264826,179885,84941,55436
2016-02-07,35.154,36.47,34.34,2.1299999999999955,-1.6299999999999955,35.647999999999996,36.47,35.08,1.3900000000000006,-1.3699999999999974,34.626,35.17,34.07,1.1000000000000014,-0.5600000000000023,34.952,35.68,34.61,1.0700000000000003,-0.740000000000002,197484,305149,110327,194822,-60624
2016-02-14,35.8575,36.25,35.24,1.009999999999998,1.009999999999998,36.305,37.16,35.29,1.8699999999999974,1.8699999999999974,35.4875,36.01,34.79,1.2199999999999989,1.2199999999999989,35.894999999999996,36.3,35.25,1.0499999999999972,0.7700000000000031,228272,299128,127797,171331,-134236
2016-02-21,36.692,37.78,36.02,1.759999999999998,1.509999999999998,37.31,38.09,36.69,1.4000000000000057,1.3000000000000043,36.49,37.17,36.02,1.1499999999999986,1.1200000000000045,36.928,37.76,36.4,1.3599999999999994,0.7700000000000031,199836,372497,113415,259082,66507
2016-02-28,37.576,38.06,37.21,0.8500000000000014,0.8500000000000014,37.856,38.13,37.59,0.5399999999999991,0.480000000000004,37.348,37.63,37.03,0.6000000000000014,0.6000000000000014,37.647999999999996,37.94,37.09,0.8499999999999943,0.8499999999999943,176973,209761,115316,94445,-4906
2016-03-06,37.878,38.01,37.75,0.259999999999998,0.01999999999999602,38.226,38.33,38.1,0.22999999999999687,0.1700000000000017,37.656,37.86,37.3,0.5600000000000023,0.10000000000000142,37.910000000000004,38.28,37.57,0.7100000000000009,0.18999999999999773,136744,173275,84814,88461,21627
