Date,HEES_stock_Open_average,HEES_stock_Open_max,HEES_stock_Open_min,HEES_stock_Open_volatility,HEES_stock_Open_change,HEES_stock_High_average,HEES_stock_High_max,HEES_stock_High_min,HEES_stock_High_volatility,HEES_stock_High_change,HEES_stock_Low_average,HEES_stock_Low_max,HEES_stock_Low_min,HEES_stock_Low_volatility,HEES_stock_Low_change,HEES_stock_Close_average,HEES_stock_Close_max,HEES_stock_Close_min,HEES_stock_Close_volatility,HEES_stock_Close_change,HEES_stock_Volume_average,HEES_stock_Volume_max,HEES_stock_Volume_min,HEES_stock_Volume_volatility,HEES_stock_Volume_change
2016-01-03,17.026,17.45,16.53,0.9199999999999982,-0.879999999999999,17.284,17.57,16.78,0.7899999999999991,-0.7899999999999991,16.53,16.69,16.17,0.5199999999999996,-0.5199999999999996,16.966,17.55,16.24,1.3100000000000023,-1.3100000000000023,330421,417356,281607,135749,-129436
2016-01-10,15.54,16.38,14.4,1.9799999999999986,-1.8499999999999996,16.22,17.05,15.23,1.8200000000000003,-1.3099999999999987,14.59,15.92,13.81,2.1099999999999994,-2.0999999999999996,15.066,16.05,14.58,1.4700000000000006,-1.4700000000000006,326930,458950,216036,242914,150874
2016-01-17,14.3425,14.79,13.86,0.9299999999999997,-0.0799999999999983,14.7625,15.1,14.22,0.879999999999999,0.09999999999999964,13.5425,14.01,12.51,1.5,0.14000000000000057,14.4025,14.88,14.02,0.8600000000000012,0.7800000000000011,381242,463255,273727,189528,189528
2016-01-24,13.666,14.64,11.19,3.450000000000001,-3.450000000000001,14.094,14.97,12.0,2.9700000000000006,-2.869999999999999,12.774000000000001,14.21,11.12,3.0900000000000016,-2.4400000000000013,13.106,14.55,11.25,3.3000000000000007,-2.01,696240,1987741,167894,1819847,507276
2016-01-31,11.6,11.85,11.23,0.6199999999999992,0.2400000000000002,12.120000000000001,12.36,11.66,0.6999999999999993,0.16999999999999993,11.22,11.67,10.66,1.0099999999999998,0.34999999999999964,11.668,12.02,10.98,1.0399999999999991,0.02000000000000135,417444,559083,315991,243092,-243092
2016-02-07,10.812000000000001,11.72,10.38,1.3399999999999999,-1.0,11.632,12.06,10.82,1.2400000000000002,0.23000000000000043,10.334,10.66,10.12,0.5400000000000009,0.22000000000000064,10.792,11.55,10.39,1.1600000000000001,0.5899999999999999,303082,343356,242394,100962,13732
2016-02-14,12.442499999999999,12.91,11.99,0.9199999999999999,0.379999999999999,12.8,13.28,12.43,0.8499999999999996,0.05000000000000071,11.9925,12.5,11.58,0.9199999999999999,0.019999999999999574,12.485,12.79,12.08,0.7099999999999991,-0.2400000000000002,341890,397755,297156,100599,-51651
2016-02-21,12.341666666666667,12.58,11.98,0.5999999999999996,-0.16999999999999993,12.691666666666666,13.16,12.22,0.9399999999999995,-0.9399999999999995,11.923333333333334,12.39,11.41,0.9800000000000004,-0.16999999999999993,12.46,12.71,12.22,0.4900000000000002,-0.41999999999999993,527699,714640,347302,367338,284581
2016-02-28,13.908,15.25,12.33,2.92,2.92,14.676,16.03,13.35,2.6800000000000015,2.6800000000000015,13.676,14.91,12.33,2.58,2.58,14.472,15.39,13.17,2.2200000000000006,2.2200000000000006,488963,671245,326943,344302,-150139
2016-03-06,15.767999999999999,16.06,15.43,0.629999999999999,0.45000000000000107,16.201999999999998,16.72,15.9,0.8199999999999985,0.379999999999999,15.3,15.69,15.07,0.6199999999999992,0.6199999999999992,15.8,16.32,15.37,0.9500000000000011,-0.5700000000000003,386337,542643,269224,273419,-256247
2016-03-13,16.394,17.38,15.65,1.7299999999999986,1.7299999999999986,17.062,18.09,16.09,2.0,1.7199999999999989,16.232,17.38,15.43,1.9499999999999993,1.9499999999999993,16.864,18.04,15.96,2.0799999999999983,1.8900000000000006,431505,613138,298068,315070,281086
2016-03-20,17.65,18.01,16.99,1.0200000000000031,-1.0200000000000031,17.89,18.15,17.4,0.75,-0.75,17.1875,17.71,16.45,1.2600000000000016,-0.990000000000002,17.6125,17.97,17.16,0.8099999999999987,-0.5899999999999999,345478,418508,237304,181204,-97
2016-03-27,17.477999999999998,17.83,17.13,0.6999999999999993,-0.2699999999999996,17.85,18.14,17.65,0.490000000000002,0.019999999999999574,17.11,17.6,16.68,0.9200000000000017,-0.21000000000000085,17.546,17.73,17.28,0.4499999999999993,0.2799999999999976,324285,450918,244281,206637,13066
