Date,Guggenheim Invest China Small Cap_etf_Open_average,Guggenheim Invest China Small Cap_etf_Open_max,Guggenheim Invest China Small Cap_etf_Open_min,Guggenheim Invest China Small Cap_etf_Open_volatility,Guggenheim Invest China Small Cap_etf_Open_change,Guggenheim Invest China Small Cap_etf_High_average,Guggenheim Invest China Small Cap_etf_High_max,Guggenheim Invest China Small Cap_etf_High_min,Guggenheim Invest China Small Cap_etf_High_volatility,Guggenheim Invest China Small Cap_etf_High_change,Guggenheim Invest China Small Cap_etf_Low_average,Guggenheim Invest China Small Cap_etf_Low_max,Guggenheim Invest China Small Cap_etf_Low_min,Guggenheim Invest China Small Cap_etf_Low_volatility,Guggenheim Invest China Small Cap_etf_Low_change,Guggenheim Invest China Small Cap_etf_Close_average,Guggenheim Invest China Small Cap_etf_Close_max,Guggenheim Invest China Small Cap_etf_Close_min,Guggenheim Invest China Small Cap_etf_Close_volatility,Guggenheim Invest China Small Cap_etf_Close_change
2016-01-03,22.34,22.34,22.34,0.0,0.0,22.46,22.46,22.46,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2016-01-10,20.39,20.39,20.39,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2016-01-17,20.8,20.8,20.8,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2016-01-24,20.46,20.46,20.46,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2016-01-31,20.15,20.15,20.15,0.0,0.0,20.3,20.3,20.3,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2016-02-07,18.97,18.97,18.97,0.0,0.0,19.72,19.72,19.72,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2016-02-14,20.74,20.74,20.74,0.0,0.0,21.12,21.12,21.12,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2016-02-21,21.12,21.12,21.12,0.0,0.0,21.12,21.12,21.12,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2016-02-28,21.87,21.87,21.87,0.0,0.0,22.42,22.42,22.42,0.0,0.0,21.85,21.85,21.85,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2016-03-06,21.71,21.71,21.71,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2016-03-13,22.42,22.42,22.42,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2016-03-20,21.94,21.94,21.94,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.73,21.73,21.73,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2016-03-27,22.19,22.19,22.19,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2016-04-03,22.5,22.5,22.5,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2016-04-10,23.4,23.4,23.4,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2016-04-17,23.19,23.19,23.19,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2016-04-24,22.87,22.87,22.87,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2016-05-01,22.01,22.01,22.01,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2016-05-08,21.45,21.45,21.45,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2016-05-15,21.25,21.25,21.25,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2016-05-22,21.78,21.78,21.78,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2016-05-29,22.21,22.21,22.21,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2016-06-05,21.85,21.85,21.85,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2016-06-12,21.49,21.49,21.49,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2016-06-19,21.27,21.27,21.27,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2016-06-26,22.31,22.31,22.31,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2016-07-03,22.18,22.18,22.18,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2016-07-10,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2016-07-17,22.81,22.81,22.81,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2016-07-24,22.53,22.53,22.53,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2016-07-31,22.99,22.99,22.99,0.0,0.0,23.29,23.29,23.29,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2016-08-07,23.88,23.88,23.88,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2016-08-14,24.27,24.27,24.27,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2016-08-21,24.13,24.13,24.13,0.0,0.0,24.37,24.37,24.37,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2016-08-28,24.49,24.49,24.49,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2016-09-04,25.23,25.23,25.23,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2016-09-11,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2016-09-18,25.14,25.14,25.14,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2016-09-25,24.77,24.77,24.77,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-10-02,25.1,25.1,25.1,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2016-10-09,24.67,24.67,24.67,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2016-10-16,24.55,24.55,24.55,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2016-10-23,24.32,24.32,24.32,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2016-10-30,23.77,23.77,23.77,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2016-11-06,23.65,23.65,23.65,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2016-11-13,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2016-11-20,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2016-11-27,23.81,23.81,23.81,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2016-12-04,23.73,23.73,23.73,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2016-12-11,23.08,23.08,23.08,0.0,0.0,23.14,23.14,23.14,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2016-12-18,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2016-12-25,22.38,22.38,22.38,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2017-01-01,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2017-01-08,22.94,22.94,22.94,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.9,22.9,22.9,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2017-01-15,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2017-01-22,23.59,23.59,23.59,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2017-01-29,23.68,23.68,23.68,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2017-02-05,24.29,24.29,24.29,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2017-02-12,24.26,24.26,24.26,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2017-02-19,24.57,24.57,24.57,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2017-02-26,24.64,24.64,24.64,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2017-03-05,24.6,24.6,24.6,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2017-03-12,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2017-03-19,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2017-03-26,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2017-04-02,25.3,25.3,25.3,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2017-04-09,25.16,25.16,25.16,0.0,0.0,25.17,25.17,25.17,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2017-04-16,24.74,24.74,24.74,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2017-04-23,24.83,24.83,24.83,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2017-04-30,24.3,24.3,24.3,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2017-05-07,24.69,24.69,24.69,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2017-05-14,24.65,24.65,24.65,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2017-05-21,24.87,24.87,24.87,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2017-05-28,25.25,25.25,25.25,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2017-06-04,25.57,25.57,25.57,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2017-06-11,25.12,25.12,25.12,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2017-06-18,25.5,25.5,25.5,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2017-06-25,25.79,25.79,25.79,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2017-07-02,25.98,25.98,25.98,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2017-07-09,26.69,26.69,26.69,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2017-07-16,27.27,27.27,27.27,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2017-07-23,26.95,26.95,26.95,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2017-07-30,27.25,27.25,27.25,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2017-08-06,26.86,26.86,26.86,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2017-08-13,26.98,26.98,26.98,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2017-08-20,27.64,27.64,27.64,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2017-08-27,28.07,28.07,28.07,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2017-09-03,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2017-09-10,29.5,29.5,29.5,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2017-09-17,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2017-09-24,29.29,29.29,29.29,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2017-10-01,30.41,30.41,30.41,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2017-10-08,30.5,30.5,30.5,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2017-10-15,30.46,30.46,30.46,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2017-10-22,30.0,30.0,30.0,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2017-10-29,30.04,30.04,30.04,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2017-11-05,30.2,30.2,30.2,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2017-11-12,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2017-11-19,30.31,30.31,30.31,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2017-11-26,29.29,29.29,29.29,0.0,0.0,29.35,29.35,29.35,0.0,0.0,28.79,28.79,28.79,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2017-12-03,28.77,28.77,28.77,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2017-12-10,29.04,29.04,29.04,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.16,29.16,29.16,0.0,0.0
