Date,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Open_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_High_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Low_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_etf_Close_change
2016-03-13,43.55,43.55,43.55,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2016-03-20,42.87,42.87,42.87,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2016-03-27,43.66,43.66,43.66,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2016-04-03,42.89,42.89,42.89,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2016-04-10,43.17,43.17,43.17,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2016-04-17,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0,42.83,42.83,42.83,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2016-04-24,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2016-05-01,41.47,41.47,41.47,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2016-05-08,41.51,41.51,41.51,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2016-05-15,40.79,40.79,40.79,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2016-05-22,41.85,41.85,41.85,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2016-05-29,42.12,42.12,42.12,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2016-06-05,42.13,42.13,42.13,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2016-06-12,41.12,41.12,41.12,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2016-06-19,40.51,40.51,40.51,0.0,0.0,41.03,41.03,41.03,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2016-06-26,41.73,41.73,41.73,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2016-07-03,42.06,42.06,42.06,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-07-10,42.62,42.62,42.62,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2016-07-17,42.39,42.39,42.39,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2016-07-24,42.85,42.85,42.85,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2016-07-31,43.14,43.14,43.14,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2016-08-07,43.32,43.32,43.32,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2016-08-14,43.42,43.42,43.42,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2016-08-21,43.32,43.32,43.32,0.0,0.0,43.36,43.36,43.36,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2016-08-28,42.94,42.94,42.94,0.0,0.0,43.38,43.38,43.38,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2016-09-04,42.39,42.39,42.39,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2016-09-11,42.16,42.16,42.16,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2016-09-18,42.59,42.59,42.59,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2016-09-25,42.15,42.15,42.15,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2016-10-02,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2016-10-09,41.67,41.67,41.67,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2016-10-16,41.35,41.35,41.35,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2016-10-23,40.43,40.43,40.43,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2016-10-30,39.74,39.74,39.74,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2016-11-06,40.74,40.74,40.74,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2016-11-13,42.07,42.07,42.07,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2016-11-20,43.05,43.05,43.05,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2016-11-27,42.44,42.44,42.44,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2016-12-04,43.61,43.61,43.61,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2016-12-11,43.27,43.27,43.27,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2016-12-18,42.87,42.87,42.87,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2016-12-25,42.35,42.35,42.35,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2017-01-01,42.38,42.38,42.38,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2017-01-08,42.66,42.66,42.66,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2017-01-15,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2017-01-22,42.14,42.14,42.14,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2017-01-29,42.05,42.05,42.05,0.0,0.0,42.18,42.18,42.18,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2017-02-05,43.28,43.28,43.28,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2017-02-12,43.38,43.38,43.38,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2017-02-19,42.78,42.78,42.78,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.78,42.78,42.78,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2017-02-26,43.61,43.61,43.61,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2017-03-05,42.96,42.96,42.96,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2017-03-12,43.4,43.4,43.4,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2017-03-19,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2017-03-26,43.38,43.38,43.38,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2017-04-02,42.66,42.66,42.66,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2017-04-09,42.49,42.49,42.49,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2017-04-16,43.69,43.69,43.69,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2017-04-23,44.28,44.28,44.28,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2017-04-30,44.32,44.32,44.32,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2017-05-07,44.59,44.59,44.59,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2017-05-14,43.76,43.76,43.76,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2017-05-21,45.09,45.09,45.09,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2017-05-28,45.73,45.73,45.73,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2017-06-04,45.78,45.78,45.78,0.0,0.0,45.96,45.96,45.96,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2017-06-11,45.0,45.0,45.0,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2017-06-18,44.37,44.37,44.37,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2017-06-25,44.67,44.67,44.67,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2017-07-02,43.86,43.86,43.86,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2017-07-09,44.78,44.78,44.78,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2017-07-16,45.39,45.39,45.39,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2017-07-23,45.95,45.95,45.95,0.0,0.0,46.27,46.27,46.27,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2017-07-30,46.07,46.07,46.07,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2017-08-06,45.17,45.17,45.17,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2017-08-13,44.53,44.53,44.53,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2017-08-20,44.53,44.53,44.53,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2017-08-27,45.23,45.23,45.23,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2017-09-03,46.0,46.0,46.0,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2017-09-10,46.42,46.42,46.42,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2017-09-17,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2017-09-24,46.78,46.78,46.78,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2017-10-01,48.4,48.4,48.4,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2017-10-08,48.09,48.09,48.09,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2017-10-15,48.39,48.39,48.39,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2017-10-22,47.83,47.83,47.83,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2017-10-29,48.35,48.35,48.35,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2017-11-05,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2017-11-12,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2017-11-19,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2017-11-26,49.68,49.68,49.68,0.0,0.0,49.84,49.84,49.84,0.0,0.0,48.88,48.88,48.88,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2017-12-03,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2017-12-10,50.06,50.06,50.06,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-12-17,50.45,50.45,50.45,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2017-12-24,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2017-12-31,51.31,51.31,51.31,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.66,51.66,51.66,0.0,0.0
