Date,First Trust Mid Cap Growth AlphaDEX_etf_Open_average,First Trust Mid Cap Growth AlphaDEX_etf_Open_max,First Trust Mid Cap Growth AlphaDEX_etf_Open_min,First Trust Mid Cap Growth AlphaDEX_etf_Open_volatility,First Trust Mid Cap Growth AlphaDEX_etf_Open_change,First Trust Mid Cap Growth AlphaDEX_etf_High_average,First Trust Mid Cap Growth AlphaDEX_etf_High_max,First Trust Mid Cap Growth AlphaDEX_etf_High_min,First Trust Mid Cap Growth AlphaDEX_etf_High_volatility,First Trust Mid Cap Growth AlphaDEX_etf_High_change,First Trust Mid Cap Growth AlphaDEX_etf_Low_average,First Trust Mid Cap Growth AlphaDEX_etf_Low_max,First Trust Mid Cap Growth AlphaDEX_etf_Low_min,First Trust Mid Cap Growth AlphaDEX_etf_Low_volatility,First Trust Mid Cap Growth AlphaDEX_etf_Low_change,First Trust Mid Cap Growth AlphaDEX_etf_Close_average,First Trust Mid Cap Growth AlphaDEX_etf_Close_max,First Trust Mid Cap Growth AlphaDEX_etf_Close_min,First Trust Mid Cap Growth AlphaDEX_etf_Close_volatility,First Trust Mid Cap Growth AlphaDEX_etf_Close_change
2016-01-03,27.66,27.66,27.66,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2016-01-10,26.26,26.26,26.26,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2016-01-17,26.64,26.64,26.64,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2016-01-24,26.5,26.5,26.5,0.0,0.0,27.26,27.26,27.26,0.0,0.0,26.5,26.5,26.5,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2016-01-31,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2016-02-07,25.61,25.61,25.61,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2016-02-14,26.25,26.25,26.25,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2016-02-21,27.19,27.19,27.19,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2016-02-28,27.86,27.86,27.86,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.82,27.82,27.82,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2016-03-06,27.83,27.83,27.83,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2016-03-13,28.2,28.2,28.2,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2016-03-20,28.1,28.1,28.1,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2016-03-27,28.87,28.87,28.87,0.0,0.0,29.15,29.15,29.15,0.0,0.0,28.86,28.86,28.86,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2016-04-03,28.89,28.89,28.89,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2016-04-10,29.18,29.18,29.18,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2016-04-17,29.06,29.06,29.06,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2016-04-24,28.88,28.88,28.88,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2016-05-01,28.85,28.85,28.85,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2016-05-08,28.99,28.99,28.99,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2016-05-15,28.51,28.51,28.51,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2016-05-22,29.5,29.5,29.5,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2016-05-29,29.83,29.83,29.83,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2016-06-05,29.78,29.78,29.78,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2016-06-12,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2016-06-19,28.97,28.97,28.97,0.0,0.0,29.43,29.43,29.43,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2016-06-26,29.85,29.85,29.85,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2016-07-03,30.02,30.02,30.02,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2016-07-10,30.87,30.87,30.87,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2016-07-17,30.75,30.75,30.75,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2016-07-24,31.02,31.02,31.02,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2016-07-31,31.15,31.15,31.15,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2016-08-07,31.18,31.18,31.18,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2016-08-14,31.0,31.0,31.0,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2016-08-21,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2016-08-28,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2016-09-04,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2016-09-11,30.65,30.65,30.65,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2016-09-18,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2016-09-25,30.81,30.81,30.81,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2016-10-02,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2016-10-09,30.19,30.19,30.19,0.0,0.0,30.21,30.21,30.21,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2016-10-16,29.82,29.82,29.82,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.82,29.82,29.82,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2016-10-23,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2016-10-30,28.56,28.56,28.56,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2016-11-06,29.74,29.74,29.74,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2016-11-13,30.85,30.85,30.85,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2016-11-20,31.55,31.55,31.55,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.62,31.62,31.62,0.0,0.0
