Date,BFS_stock_Open_average,BFS_stock_Open_max,BFS_stock_Open_min,BFS_stock_Open_volatility,BFS_stock_Open_change,BFS_stock_High_average,BFS_stock_High_max,BFS_stock_High_min,BFS_stock_High_volatility,BFS_stock_High_change,BFS_stock_Low_average,BFS_stock_Low_max,BFS_stock_Low_min,BFS_stock_Low_volatility,BFS_stock_Low_change,BFS_stock_Close_average,BFS_stock_Close_max,BFS_stock_Close_min,BFS_stock_Close_volatility,BFS_stock_Close_change,BFS_stock_Volume_average,BFS_stock_Volume_max,BFS_stock_Volume_min,BFS_stock_Volume_volatility,BFS_stock_Volume_change
2016-01-03,50.624,51.18,50.17,1.009999999999998,-0.4200000000000017,51.446,52.0,50.98,1.0200000000000031,-1.0200000000000031,49.698,50.39,48.4,1.990000000000002,-1.1000000000000014,50.266,51.67,48.57,3.1000000000000014,-1.4699999999999989,38911,45729,23645,22084,3245
2016-01-10,48.804,50.15,47.37,2.780000000000001,-1.2000000000000028,49.67,50.19,49.0,1.1899999999999977,-1.1899999999999977,48.236,48.61,47.29,1.3200000000000003,-1.2800000000000011,49.09,49.85,48.59,1.259999999999998,-0.9400000000000048,37575,48393,24615,23778,18076
2016-01-17,48.475,49.19,47.85,1.3399999999999963,-0.3299999999999983,49.1125,49.74,48.42,1.3200000000000003,0.3500000000000014,47.765,48.75,46.46,2.289999999999999,0.6799999999999997,48.49,49.5,47.77,1.7299999999999969,1.240000000000002,33892,42312,23776,18536,-18536
2016-01-24,50.136,50.93,49.19,1.740000000000002,1.5600000000000023,50.976,51.44,49.99,1.4499999999999957,1.4499999999999957,49.676,50.24,48.76,1.480000000000004,1.3200000000000003,50.315999999999995,50.97,49.22,1.75,1.6499999999999986,40911,92591,20184,72407,72407
2016-01-31,50.798,51.29,50.59,0.6999999999999957,0.03999999999999915,51.316,52.1,50.63,1.4699999999999989,-1.4699999999999989,50.04,50.3,49.41,0.8900000000000006,-0.8300000000000054,50.6,51.66,49.41,2.25,-2.25,26722,38460,16805,21655,-5491
2016-02-07,48.656,48.99,47.85,1.1400000000000006,-0.1700000000000017,49.252,49.62,48.74,0.8799999999999955,-0.23999999999999488,47.7,48.32,47.0,1.3200000000000003,0.4099999999999966,48.668,48.85,48.35,0.5,-0.1600000000000037,21330,28189,16128,12061,-1556
2016-02-14,49.105000000000004,50.31,48.27,2.039999999999999,-0.8999999999999986,49.5375,50.31,48.67,1.6400000000000006,0.6299999999999955,48.03,48.57,47.02,1.5499999999999972,-0.29999999999999716,48.6975,49.37,48.36,1.009999999999998,0.6899999999999977,36516,58778,22582,36196,14222
2016-02-21,49.300000000000004,49.78,48.82,0.9600000000000009,0.00999999999999801,49.926,50.1,49.62,0.480000000000004,-0.259999999999998,48.528,48.92,47.94,0.980000000000004,-0.3100000000000023,49.152,49.69,48.79,0.8999999999999986,-0.3299999999999983,25610,28375,22567,5808,926
2016-02-28,49.588,50.48,48.57,1.9099999999999966,1.8500000000000014,50.808,52.73,49.62,3.1099999999999994,3.1099999999999994,49.306,50.38,48.55,1.8300000000000054,1.8300000000000054,50.355999999999995,52.44,48.98,3.460000000000001,3.460000000000001,26515,43837,15839,27998,-12046
2016-03-06,51.508,52.09,50.62,1.470000000000006,-0.740000000000002,52.228,52.67,51.58,1.0900000000000034,-0.3500000000000014,51.022,51.5,50.45,1.0499999999999972,0.1600000000000037,51.666000000000004,52.17,50.96,1.2100000000000009,-0.1700000000000017,21185,25998,15251,10747,774
2016-03-13,51.998,53.89,50.91,2.980000000000004,1.7700000000000031,52.763999999999996,53.89,51.73,2.1600000000000037,1.7700000000000031,51.147999999999996,52.42,50.1,2.3200000000000003,1.5500000000000043,52.134,53.5,51.1,2.3999999999999986,0.7700000000000031,41831,78151,21524,56627,47398
2016-03-20,51.412499999999994,51.62,50.93,0.6899999999999977,-0.6199999999999974,51.855,52.26,51.55,0.7100000000000009,-0.6099999999999994,50.8025,51.48,50.31,1.1699999999999946,-1.1699999999999946,51.2725,51.69,50.94,0.75,-0.25,18787,21757,15257,6500,2697
2016-03-27,52.236,53.22,50.62,2.6000000000000014,2.1000000000000014,53.086,53.58,52.29,1.2899999999999991,0.990000000000002,51.99,52.68,50.62,2.0600000000000023,2.030000000000001,52.77,53.21,51.57,1.6400000000000006,1.6400000000000006,45798,66971,17204,49767,-38615
