Date,CLVSStock_Open_average,CLVSStock_Open_max,CLVSStock_Open_min,CLVSStock_Open_volatility,CLVSStock_Open_change,CLVSStock_High_average,CLVSStock_High_max,CLVSStock_High_min,CLVSStock_High_volatility,CLVSStock_High_change,CLVSStock_Low_average,CLVSStock_Low_max,CLVSStock_Low_min,CLVSStock_Low_volatility,CLVSStock_Low_change,CLVSStock_Close_average,CLVSStock_Close_max,CLVSStock_Close_min,CLVSStock_Close_volatility,CLVSStock_Close_change,CLVSStock_Volume_average,CLVSStock_Volume_max,CLVSStock_Volume_min,CLVSStock_Volume_volatility,CLVSStock_Volume_change
2016-01-03,31.718,34.24,29.57,4.670000000000002,-4.090000000000003,32.466,34.75,30.35,4.399999999999999,-3.289999999999999,30.52,32.84,29.03,3.8100000000000023,-3.8100000000000023,30.974,33.37,29.17,4.199999999999996,-4.199999999999996,1080963,1282384,749421,532963,-532963
2016-01-10,26.222,29.37,22.79,6.580000000000002,-6.580000000000002,26.852,29.76,23.39,6.370000000000001,-6.370000000000001,23.8,26.12,21.77,4.350000000000001,-3.549999999999997,24.822,27.45,22.52,4.93,-3.620000000000001,1588512,2042661,1159472,883189,-417205
2016-01-17,22.475,23.25,21.29,1.9600000000000009,-0.4399999999999977,23.1275,23.46,22.75,0.7100000000000009,-0.6700000000000017,20.975,21.56,19.8,1.759999999999998,0.1999999999999993,22.0875,22.55,21.71,0.8399999999999999,0.740000000000002,1397991,2061891,1112435,949456,-17704
2016-01-24,21.894000000000002,23.01,20.59,2.4200000000000017,-1.7100000000000009,22.742,24.18,21.69,2.4899999999999984,-2.4899999999999984,21.024,22.12,19.87,2.25,-2.25,21.638,22.99,20.63,2.3599999999999994,-2.0699999999999967,1057463,1576881,821302,755579,-613028
2016-01-31,20.424,20.97,19.83,1.1400000000000006,-0.36999999999999744,21.1,22.05,20.34,1.7100000000000009,-0.3099999999999987,19.484,19.83,18.64,1.1899999999999977,-0.07000000000000028,20.238,20.9,19.79,1.1099999999999994,-1.0299999999999976,876982,1133017,642356,490661,-490661
2016-02-07,18.788,19.34,18.42,0.9199999999999982,-0.46999999999999886,19.6,20.8,19.05,1.75,-0.28999999999999915,18.01,18.53,17.76,0.7699999999999996,-0.259999999999998,18.784,18.98,18.56,0.4200000000000017,0.16000000000000014,858174,1301673,601811,699862,530495
2016-02-14,19.1925,19.89,17.75,2.1400000000000006,-1.6600000000000001,19.695,20.45,18.39,2.0599999999999987,-1.4299999999999997,18.052500000000002,18.96,17.17,1.7899999999999991,-1.4399999999999977,18.7625,19.86,17.81,2.0500000000000007,-1.5399999999999991,1003288,1229846,743033,486813,-195734
2016-02-21,18.143333333333334,19.69,16.79,2.900000000000002,1.5500000000000007,18.87,19.95,18.24,1.7100000000000009,1.3099999999999987,17.58,19.69,16.78,2.91,2.0400000000000027,18.44333333333333,19.7,17.29,2.41,1.4399999999999977,1153139,1695053,691860,1003193,570401
2016-02-28,20.134,21.58,18.85,2.729999999999997,1.7699999999999996,21.11,22.85,19.4,3.450000000000003,3.030000000000001,19.502,20.84,18.27,2.5700000000000003,2.3299999999999983,20.398,21.58,18.62,2.9599999999999973,2.9599999999999973,1212232,1883825,908777,975048,187971
2016-03-06,20.78,22.43,19.28,3.1499999999999986,-2.2399999999999984,21.35,22.86,19.72,3.1400000000000006,-3.120000000000001,19.71,21.26,18.52,2.740000000000002,-2.3800000000000026,20.306,22.51,18.96,3.5500000000000007,-2.830000000000002,761834,861078,700668,160410,-71449
