Date,SRTStock_Open_average,SRTStock_Open_max,SRTStock_Open_min,SRTStock_Open_volatility,SRTStock_Open_change,SRTStock_High_average,SRTStock_High_max,SRTStock_High_min,SRTStock_High_volatility,SRTStock_High_change,SRTStock_Low_average,SRTStock_Low_max,SRTStock_Low_min,SRTStock_Low_volatility,SRTStock_Low_change,SRTStock_Close_average,SRTStock_Close_max,SRTStock_Close_min,SRTStock_Close_volatility,SRTStock_Close_change,SRTStock_Volume_average,SRTStock_Volume_max,SRTStock_Volume_min,SRTStock_Volume_volatility,SRTStock_Volume_change
2016-01-03,3.6574999999999998,3.68,3.63,0.050000000000000266,0.020000000000000018,3.6875,3.75,3.65,0.10000000000000009,-0.08000000000000007,3.605,3.63,3.57,0.06000000000000005,0.0,3.67,3.7,3.65,0.050000000000000266,-0.040000000000000036,3685,9301,1127,8174,-1783
2016-01-10,3.536,3.66,3.44,0.2200000000000002,-0.16000000000000014,3.586,3.66,3.55,0.11000000000000032,-0.11000000000000032,3.5020000000000002,3.63,3.41,0.21999999999999975,-0.1299999999999999,3.55,3.65,3.51,0.14000000000000012,-0.14000000000000012,10720,14660,5340,9320,6128
2016-01-17,3.5233333333333334,3.55,3.48,0.06999999999999984,0.009999999999999787,3.5566666666666666,3.58,3.54,0.040000000000000036,0.040000000000000036,3.51,3.55,3.48,0.06999999999999984,0.04999999999999982,3.55,3.57,3.54,0.029999999999999805,0.029999999999999805,7771,11806,4255,7551,7551
2016-01-24,3.544,3.67,3.45,0.21999999999999975,0.19999999999999973,3.676,4.11,3.53,0.5800000000000005,0.5800000000000005,3.536,3.67,3.45,0.21999999999999975,0.20999999999999996,3.628,4.01,3.48,0.5299999999999998,0.5299999999999998,13717,34529,602,33927,-3794
2016-01-31,4.044,4.14,3.99,0.14999999999999947,-0.09999999999999964,4.088,4.19,4.0,0.1900000000000004,-0.1900000000000004,3.958,4.03,3.87,0.16000000000000014,-0.14000000000000012,4.008,4.11,3.9,0.2100000000000004,-0.06000000000000005,5014,11069,578,10491,-5851
2016-02-07,3.808,3.92,3.75,0.16999999999999993,-0.10000000000000009,3.906,4.03,3.86,0.17000000000000037,0.040000000000000036,3.6799999999999997,3.76,3.57,0.18999999999999995,-0.06999999999999984,3.758,3.9,3.65,0.25,0.14000000000000012,10233,34038,2937,31101,56
2016-02-14,4.3925,4.84,4.05,0.79,0.79,4.505,5.02,4.05,0.9699999999999998,0.9699999999999998,4.2675,4.69,3.96,0.7300000000000004,0.7300000000000004,4.355,4.76,4.03,0.7299999999999995,0.7299999999999995,52924,139461,3785,135676,135676
2016-02-21,4.61,4.98,4.5,0.4800000000000004,-0.4800000000000004,4.682,4.98,4.55,0.4300000000000006,-0.4300000000000006,4.506,4.61,4.42,0.1900000000000004,-0.16999999999999993,4.554,4.62,4.5,0.1200000000000001,-0.11000000000000032,14543,25413,9340,16073,-7320
2016-02-28,4.536,4.82,4.33,0.4900000000000002,0.04999999999999982,4.646,4.92,4.46,0.45999999999999996,0.16000000000000014,4.416,4.55,4.24,0.3099999999999996,-0.0699999999999994,4.502,4.65,4.4,0.25,-0.0699999999999994,8550,16510,2705,13805,7466
2016-03-06,4.34,4.41,4.23,0.17999999999999972,-0.040000000000000036,4.58,4.98,4.4,0.5800000000000001,-0.0699999999999994,4.2540000000000004,4.32,4.22,0.10000000000000053,0.0,4.312,4.37,4.22,0.15000000000000036,0.03000000000000025,16370,28079,8599,19480,-19480
