Date,OIIM_stock_Open_average,OIIM_stock_Open_max,OIIM_stock_Open_min,OIIM_stock_Open_volatility,OIIM_stock_Open_change,OIIM_stock_High_average,OIIM_stock_High_max,OIIM_stock_High_min,OIIM_stock_High_volatility,OIIM_stock_High_change,OIIM_stock_Low_average,OIIM_stock_Low_max,OIIM_stock_Low_min,OIIM_stock_Low_volatility,OIIM_stock_Low_change,OIIM_stock_Close_average,OIIM_stock_Close_max,OIIM_stock_Close_min,OIIM_stock_Close_volatility,OIIM_stock_Close_change,OIIM_stock_Volume_average,OIIM_stock_Volume_max,OIIM_stock_Volume_min,OIIM_stock_Volume_volatility,OIIM_stock_Volume_change
2016-01-03,1.496,1.53,1.42,0.1100000000000001,0.08000000000000007,1.546,1.59,1.51,0.08000000000000007,-0.030000000000000027,1.462,1.51,1.4,0.1100000000000001,0.040000000000000036,1.504,1.56,1.44,0.1200000000000001,-0.10000000000000009,30080,42149,20604,21545,-17010
2016-01-10,1.392,1.45,1.33,0.11999999999999988,-0.11999999999999988,1.448,1.5,1.37,0.1299999999999999,-0.07999999999999985,1.34,1.39,1.29,0.09999999999999987,-0.06999999999999984,1.402,1.44,1.35,0.08999999999999986,-0.05999999999999983,114638,229566,29157,200409,-28267
2016-01-17,1.365,1.43,1.31,0.11999999999999988,0.0,1.4175,1.46,1.39,0.07000000000000006,-0.07000000000000006,1.31,1.36,1.26,0.10000000000000009,0.030000000000000027,1.35,1.36,1.32,0.040000000000000036,0.0,48754,86888,7861,79027,-23299
2016-01-24,1.3679999999999999,1.46,1.3,0.15999999999999992,-0.07999999999999985,1.392,1.46,1.34,0.11999999999999988,0.0,1.298,1.35,1.22,0.13000000000000012,-0.010000000000000009,1.354,1.38,1.31,0.06999999999999984,0.0,32362,85140,4698,80442,7124
2016-01-31,1.338,1.39,1.3,0.08999999999999986,0.010000000000000009,1.3619999999999999,1.39,1.33,0.05999999999999983,0.010000000000000009,1.276,1.3,1.25,0.050000000000000044,0.030000000000000027,1.29,1.31,1.28,0.030000000000000027,0.0,15318,27877,7470,20407,455
2016-02-07,1.306,1.36,1.25,0.1100000000000001,0.010000000000000009,1.334,1.37,1.29,0.08000000000000007,0.010000000000000009,1.268,1.32,1.21,0.1100000000000001,0.050000000000000044,1.304,1.36,1.27,0.09000000000000008,0.050000000000000044,40405,140751,899,139852,-10088
2016-02-14,1.37,1.4,1.34,0.05999999999999983,0.05999999999999983,1.4224999999999999,1.45,1.4,0.050000000000000044,0.050000000000000044,1.365,1.38,1.34,0.039999999999999813,0.039999999999999813,1.3824999999999998,1.4,1.35,0.04999999999999982,0.04999999999999982,15157,22011,8187,13824,-13824
2016-02-21,1.464,1.52,1.4,0.1200000000000001,0.07000000000000006,1.494,1.53,1.45,0.08000000000000007,0.08000000000000007,1.424,1.46,1.39,0.07000000000000006,0.07000000000000006,1.466,1.5,1.41,0.09000000000000008,0.050000000000000044,19087,25038,6942,18096,-8538
2016-02-28,1.502,1.53,1.48,0.050000000000000044,-0.010000000000000009,1.538,1.57,1.52,0.050000000000000044,-0.050000000000000044,1.464,1.48,1.46,0.020000000000000018,0.0,1.504,1.54,1.48,0.06000000000000005,-0.030000000000000027,38355,106609,3209,103400,-1463
2016-03-06,1.494,1.5,1.49,0.010000000000000009,0.0,1.502,1.53,1.49,0.040000000000000036,0.0,1.47,1.49,1.45,0.040000000000000036,-0.030000000000000027,1.488,1.5,1.47,0.030000000000000027,-0.010000000000000009,8539,15792,1667,14125,3335
2016-03-13,1.496,1.51,1.48,0.030000000000000027,0.010000000000000009,1.56,1.65,1.53,0.11999999999999988,0.10999999999999988,1.482,1.5,1.46,0.040000000000000036,0.010000000000000009,1.506,1.52,1.49,0.030000000000000027,-0.020000000000000018,160955,525422,6501,518921,198896
2016-03-20,1.4725,1.52,1.43,0.09000000000000008,-0.09000000000000008,1.5350000000000001,1.62,1.47,0.15000000000000013,-0.1100000000000001,1.4425,1.47,1.4,0.07000000000000006,-0.07000000000000006,1.4575,1.47,1.43,0.040000000000000036,-0.040000000000000036,73394,181833,21761,160072,-140222
2016-03-27,1.508,1.58,1.44,0.14000000000000012,0.13000000000000012,1.55,1.58,1.5,0.08000000000000007,0.07000000000000006,1.496,1.57,1.44,0.13000000000000012,0.13000000000000012,1.524,1.57,1.46,0.1100000000000001,0.1100000000000001,22851,42522,939,41583,-41583
