Date,iShares MSCI India Small-Cap_etf_Open_average,iShares MSCI India Small-Cap_etf_Open_max,iShares MSCI India Small-Cap_etf_Open_min,iShares MSCI India Small-Cap_etf_Open_volatility,iShares MSCI India Small-Cap_etf_Open_change,iShares MSCI India Small-Cap_etf_High_average,iShares MSCI India Small-Cap_etf_High_max,iShares MSCI India Small-Cap_etf_High_min,iShares MSCI India Small-Cap_etf_High_volatility,iShares MSCI India Small-Cap_etf_High_change,iShares MSCI India Small-Cap_etf_Low_average,iShares MSCI India Small-Cap_etf_Low_max,iShares MSCI India Small-Cap_etf_Low_min,iShares MSCI India Small-Cap_etf_Low_volatility,iShares MSCI India Small-Cap_etf_Low_change,iShares MSCI India Small-Cap_etf_Close_average,iShares MSCI India Small-Cap_etf_Close_max,iShares MSCI India Small-Cap_etf_Close_min,iShares MSCI India Small-Cap_etf_Close_volatility,iShares MSCI India Small-Cap_etf_Close_change
2016-06-26,33.45,33.45,33.45,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2016-07-03,33.71,33.71,33.71,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2016-07-10,33.92,33.92,33.92,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2016-07-17,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.82,33.82,33.82,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2016-07-24,35.12,35.12,35.12,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2016-07-31,35.27,35.27,35.27,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2016-08-07,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2016-08-14,35.53,35.53,35.53,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2016-08-21,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2016-08-28,36.2,36.2,36.2,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2016-09-04,36.82,36.82,36.82,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2016-09-11,36.44,36.44,36.44,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2016-09-18,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2016-09-25,36.7,36.7,36.7,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2016-10-02,37.89,37.89,37.89,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2016-10-09,37.48,37.48,37.48,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2016-10-16,37.77,37.77,37.77,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2016-10-23,37.46,37.46,37.46,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2016-10-30,36.0,36.0,36.0,0.0,0.0,36.45,36.45,36.45,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2016-11-06,34.11,34.11,34.11,0.0,0.0,34.84,34.84,34.84,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2016-11-13,32.4,32.4,32.4,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2016-11-20,32.28,32.28,32.28,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2016-11-27,32.82,32.82,32.82,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2016-12-04,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2016-12-11,33.49,33.49,33.49,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2016-12-18,32.18,32.18,32.18,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2016-12-25,32.72,32.72,32.72,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2017-01-01,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2017-01-08,34.5,34.5,34.5,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2017-01-15,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2017-01-22,35.6,35.6,35.6,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2017-01-29,36.98,36.98,36.98,0.0,0.0,37.5,37.5,37.5,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2017-02-05,38.24,38.24,38.24,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2017-02-12,37.71,37.71,37.71,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2017-02-19,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2017-02-26,38.11,38.11,38.11,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2017-03-05,38.64,38.64,38.64,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2017-03-12,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2017-03-19,40.9,40.9,40.9,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2017-03-26,42.15,42.15,42.15,0.0,0.0,42.29,42.29,42.29,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2017-04-02,43.01,43.01,43.01,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2017-04-09,43.0,43.0,43.0,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2017-04-16,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2017-04-23,44.62,44.62,44.62,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2017-04-30,44.75,44.75,44.75,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2017-05-07,45.37,45.37,45.37,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2017-05-14,44.39,44.39,44.39,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2017-05-21,43.57,43.57,43.57,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.5,43.5,43.5,0.0,0.0
2017-05-28,44.5,44.5,44.5,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2017-06-04,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2017-06-11,45.1,45.1,45.1,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2017-06-18,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2017-06-25,43.95,43.95,43.95,0.0,0.0,44.76,44.76,44.76,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2017-07-02,45.22,45.22,45.22,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2017-07-09,45.9,45.9,45.9,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2017-07-16,45.96,45.96,45.96,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2017-07-23,46.22,46.22,46.22,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2017-07-30,46.22,46.22,46.22,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2017-08-06,42.88,42.88,42.88,0.0,0.0,43.42,43.42,43.42,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2017-08-13,45.08,45.08,45.08,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.83,44.83,44.83,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2017-08-20,45.46,45.46,45.46,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2017-08-27,46.7,46.7,46.7,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2017-09-03,47.17,47.17,47.17,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2017-09-10,48.09,48.09,48.09,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2017-09-17,46.31,46.31,46.31,0.0,0.0,46.57,46.57,46.57,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2017-09-24,45.67,45.67,45.67,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2017-10-01,46.36,46.36,46.36,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2017-10-08,47.51,47.51,47.51,0.0,0.0,47.67,47.67,47.67,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2017-10-15,47.52,47.52,47.52,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2017-10-22,48.28,48.28,48.28,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2017-10-29,49.94,49.94,49.94,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-11-05,48.9,48.9,48.9,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2017-11-12,49.07,49.07,49.07,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2017-11-19,50.5,50.5,50.5,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2017-11-26,50.04,50.04,50.04,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2017-12-03,50.43,50.43,50.43,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2017-12-10,51.0,51.0,51.0,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2017-12-17,52.15,52.15,52.15,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2017-12-24,52.64,52.64,52.64,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2017-12-31,54.58,54.58,54.58,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.9,54.9,54.9,0.0,0.0
