Date,APA_stock_Open_average,APA_stock_Open_max,APA_stock_Open_min,APA_stock_Open_volatility,APA_stock_Open_change,APA_stock_High_average,APA_stock_High_max,APA_stock_High_min,APA_stock_High_volatility,APA_stock_High_change,APA_stock_Low_average,APA_stock_Low_max,APA_stock_Low_min,APA_stock_Low_volatility,APA_stock_Low_change,APA_stock_Close_average,APA_stock_Close_max,APA_stock_Close_min,APA_stock_Close_volatility,APA_stock_Close_change,APA_stock_Volume_average,APA_stock_Volume_max,APA_stock_Volume_min,APA_stock_Volume_volatility,APA_stock_Volume_change
2016-01-03,40.816,44.25,36.86,7.390000000000001,-7.390000000000001,41.496,45.11,37.59,7.519999999999996,-7.519999999999996,39.128,43.75,35.07,8.68,-8.68,39.938,44.43,36.55,7.880000000000003,-7.780000000000001,6963384,10452313,4746775,5705538,5705538
2016-01-10,35.856,36.67,35.24,1.4299999999999997,-1.4299999999999997,36.664,37.64,35.69,1.9500000000000028,-0.9500000000000028,34.548,35.36,33.56,1.7999999999999972,-0.8099999999999952,35.688,37.03,35.06,1.9699999999999989,0.269999999999996,8523281,10127406,6544390,3583016,1784681
2016-01-17,35.5225,38.99,33.27,5.719999999999999,3.490000000000002,37.1725,40.06,35.35,4.710000000000001,4.3700000000000045,34.44,37.64,32.2,5.439999999999998,3.8400000000000034,36.4275,39.38,34.48,4.900000000000006,4.900000000000006,7895218,8741822,7053570,1688252,-1263901
2016-01-24,39.224,40.98,37.67,3.309999999999995,2.6199999999999974,40.646,42.54,38.81,3.729999999999997,1.8999999999999986,38.352,40.92,37.08,3.8400000000000034,3.539999999999999,39.446,42.54,37.43,5.109999999999999,5.109999999999999,5782132,7572498,4289635,3282863,-397018
2016-01-31,40.572,42.06,39.5,2.5600000000000023,-0.970000000000006,41.446,43.8,40.07,3.729999999999997,-1.4399999999999977,39.08,40.49,37.76,2.730000000000004,-1.7800000000000011,40.08,41.24,38.55,2.690000000000005,-1.7700000000000031,6126421,7533610,5037363,2496247,1361947
2016-02-07,35.892,38.2,34.35,3.8500000000000014,-3.230000000000004,36.76,38.36,35.04,3.3200000000000003,-1.4200000000000017,34.812,36.87,33.23,3.6400000000000006,-2.210000000000001,35.88,37.58,34.38,3.1999999999999957,-1.0499999999999972,6176539,7548006,5325086,2222920,-503992
2016-02-14,38.519999999999996,40.77,37.19,3.5800000000000054,0.7100000000000009,39.27,40.89,37.88,3.009999999999998,0.0899999999999963,37.185,37.92,36.27,1.6499999999999986,-0.36999999999999744,38.415,40.06,37.33,2.730000000000004,-0.14000000000000057,5425392,6684201,4274258,2409943,1340178
2016-02-21,38.24,39.09,36.95,2.1400000000000006,0.75,39.532,40.48,38.72,1.759999999999998,0.7299999999999969,37.38,38.4,36.09,2.309999999999995,0.05999999999999517,38.67,39.61,37.79,1.8200000000000003,-0.14000000000000057,6302502,7965059,4702658,3262401,843634
2016-02-28,40.734,45.63,38.33,7.300000000000004,6.140000000000001,42.946,48.94,38.68,10.259999999999998,9.439999999999998,39.803999999999995,45.16,36.26,8.899999999999999,7.469999999999999,42.4,48.04,38.28,9.759999999999998,9.759999999999998,7329818,10048501,5330298,4718203,3448797
2016-03-06,47.776,50.32,45.9,4.420000000000002,-0.6499999999999986,48.982,51.11,46.65,4.460000000000001,-2.0700000000000003,46.174,47.62,44.75,2.8699999999999974,-0.25,47.728,51.02,46.17,4.850000000000001,-2.0500000000000043,7311033,10459583,5159897,5299686,-4271388
2016-03-13,48.896,51.27,47.03,4.240000000000002,3.5500000000000043,49.946,51.81,48.02,3.789999999999999,2.9100000000000037,48.076,49.48,46.83,2.6499999999999986,1.1000000000000014,49.094,50.47,47.93,2.539999999999999,1.4400000000000048,5510132,7009647,4751943,2257704,2257704
2016-03-20,48.6225,49.28,47.01,2.270000000000003,-2.1300000000000026,50.165,51.32,48.86,2.460000000000001,-1.8900000000000006,48.0,49.02,46.59,2.4299999999999997,-2.1499999999999986,49.215,50.27,47.86,2.4100000000000037,-1.0300000000000011,4365346,5682471,3401838,2280633,1058764
2016-03-27,48.304,49.25,47.46,1.7899999999999991,-1.519999999999996,49.004,49.51,48.63,0.8799999999999955,-0.44999999999999574,47.566,48.07,47.05,1.0200000000000031,-0.509999999999998,48.384,48.81,47.5,1.3100000000000023,-0.9099999999999966,3779389,5578554,3004361,2574193,2320483
2016-04-03,48.342,50.75,46.4,4.350000000000001,3.210000000000001,49.604,51.64,48.18,3.460000000000001,3.3500000000000014,47.722,50.18,46.15,4.030000000000001,3.5600000000000023,48.751999999999995,50.66,46.82,3.8399999999999963,3.8399999999999963,3185896,4125526,2575446,1550080,1168973
2016-04-10,52.004000000000005,53.1,50.59,2.509999999999998,1.1300000000000026,52.91,53.69,51.66,2.030000000000001,0.980000000000004,51.094,52.35,49.92,2.4299999999999997,1.6199999999999974,52.144,53.29,49.95,3.3399999999999963,2.0999999999999943,3421614,5144970,1954533,3190437,-241248
2016-04-17,53.788,55.27,50.27,5.0,5.0,55.418,56.66,53.87,2.789999999999999,2.789999999999999,53.269999999999996,55.16,50.07,5.089999999999996,5.089999999999996,54.824,56.2,53.44,2.760000000000005,2.760000000000005,3625487,4722728,2865087,1857641,-428732
2016-04-24,55.95,56.88,54.89,1.990000000000002,0.23000000000000398,56.79,58.06,55.98,2.0800000000000054,0.29000000000000625,54.56,56.31,53.29,3.020000000000003,-0.7000000000000028,55.532,57.54,54.4,3.1400000000000006,-0.00999999999999801,3898173,4883833,2948442,1935391,1195359
2016-05-01,53.153999999999996,54.61,51.91,2.700000000000003,-0.6599999999999966,54.416,55.57,52.73,2.8400000000000034,0.6000000000000014,51.954,53.59,50.08,3.510000000000005,0.4200000000000017,53.152,54.82,50.73,4.090000000000003,-0.3999999999999986,5552050,6807847,4480381,2327466,1912278
2016-05-08,53.538,54.97,52.61,2.3599999999999994,0.12999999999999545,54.34,55.6,53.34,2.259999999999998,1.0399999999999991,52.45,54.24,51.69,2.5500000000000043,0.7800000000000011,53.308,54.3,52.12,2.1799999999999997,0.9000000000000057,4666695,5906703,2973865,2932838,-1570673
2016-05-15,55.982,57.68,54.38,3.299999999999997,2.789999999999999,56.888,58.21,55.6,2.6099999999999994,2.009999999999998,54.85,56.27,54.12,2.1500000000000057,1.8900000000000006,56.123999999999995,57.11,54.8,2.3100000000000023,2.3100000000000023,6132431,12947414,3241427,9705987,-796664
2016-05-22,57.972,58.81,56.76,2.0500000000000043,0.8999999999999986,58.75,59.59,57.84,1.75,0.529999999999994,57.164,57.86,56.44,1.4200000000000017,0.5600000000000023,58.016,58.29,57.6,0.6899999999999977,0.6899999999999977,3113600,4385079,2408462,1976617,-594755
