Date,WisdomTree Emerging Markets SmallCap Dividend_etf_Open_average,WisdomTree Emerging Markets SmallCap Dividend_etf_Open_max,WisdomTree Emerging Markets SmallCap Dividend_etf_Open_min,WisdomTree Emerging Markets SmallCap Dividend_etf_Open_volatility,WisdomTree Emerging Markets SmallCap Dividend_etf_Open_change,WisdomTree Emerging Markets SmallCap Dividend_etf_High_average,WisdomTree Emerging Markets SmallCap Dividend_etf_High_max,WisdomTree Emerging Markets SmallCap Dividend_etf_High_min,WisdomTree Emerging Markets SmallCap Dividend_etf_High_volatility,WisdomTree Emerging Markets SmallCap Dividend_etf_High_change,WisdomTree Emerging Markets SmallCap Dividend_etf_Low_average,WisdomTree Emerging Markets SmallCap Dividend_etf_Low_max,WisdomTree Emerging Markets SmallCap Dividend_etf_Low_min,WisdomTree Emerging Markets SmallCap Dividend_etf_Low_volatility,WisdomTree Emerging Markets SmallCap Dividend_etf_Low_change,WisdomTree Emerging Markets SmallCap Dividend_etf_Close_average,WisdomTree Emerging Markets SmallCap Dividend_etf_Close_max,WisdomTree Emerging Markets SmallCap Dividend_etf_Close_min,WisdomTree Emerging Markets SmallCap Dividend_etf_Close_volatility,WisdomTree Emerging Markets SmallCap Dividend_etf_Close_change
2016-05-08,36.77,36.77,36.77,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2016-05-15,36.23,36.23,36.23,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2016-05-22,36.67,36.67,36.67,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2016-05-29,37.36,37.36,37.36,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2016-06-05,37.59,37.59,37.59,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2016-06-12,37.51,37.51,37.51,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2016-06-19,37.06,37.06,37.06,0.0,0.0,37.72,37.72,37.72,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2016-06-26,38.95,38.95,38.95,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.87,38.87,38.87,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2016-07-03,38.89,38.89,38.89,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.84,38.84,38.84,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2016-07-10,40.44,40.44,40.44,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2016-07-17,40.76,40.76,40.76,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2016-07-24,41.12,41.12,41.12,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2016-07-31,42.0,42.0,42.0,0.0,0.0,42.29,42.29,42.29,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2016-08-07,42.69,42.69,42.69,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2016-08-14,42.36,42.36,42.36,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-08-21,41.97,41.97,41.97,0.0,0.0,42.45,42.45,42.45,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2016-08-28,42.0,42.0,42.0,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2016-09-04,42.21,42.21,42.21,0.0,0.0,42.21,42.21,42.21,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2016-09-11,41.32,41.32,41.32,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2016-09-18,42.65,42.65,42.65,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2016-09-25,41.69,41.69,41.69,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2016-10-02,42.1,42.1,42.1,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2016-10-09,41.3,41.3,41.3,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2016-10-16,41.59,41.59,41.59,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2016-10-23,41.11,41.11,41.11,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2016-10-30,40.09,40.09,40.09,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2016-11-06,38.4,38.4,38.4,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2016-11-13,38.75,38.75,38.75,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2016-11-20,39.01,39.01,39.01,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2016-11-27,38.81,38.81,38.81,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2016-12-04,39.75,39.75,39.75,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2016-12-11,39.15,39.15,39.15,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2016-12-18,38.39,38.39,38.39,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2016-12-25,39.27,39.27,39.27,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2017-01-01,40.06,40.06,40.06,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2017-01-08,40.7,40.7,40.7,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2017-01-15,40.72,40.72,40.72,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2017-01-22,41.52,41.52,41.52,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-01-29,42.17,42.17,42.17,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2017-02-05,42.72,42.72,42.72,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.72,42.72,42.72,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2017-02-12,43.33,43.33,43.33,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2017-02-19,43.69,43.69,43.69,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2017-02-26,43.48,43.48,43.48,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2017-03-05,43.29,43.29,43.29,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2017-03-12,45.11,45.11,45.11,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2017-03-19,45.39,45.39,45.39,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2017-03-26,44.89,44.89,44.89,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2017-04-02,44.8,44.8,44.8,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2017-04-09,44.93,44.93,44.93,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2017-04-16,44.58,44.58,44.58,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2017-04-23,45.13,45.13,45.13,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2017-04-30,44.86,44.86,44.86,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2017-05-07,45.36,45.36,45.36,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2017-05-14,45.04,45.04,45.04,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2017-05-21,45.91,45.91,45.91,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2017-05-28,46.26,46.26,46.26,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2017-06-04,46.56,46.56,46.56,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2017-06-11,46.0,46.0,46.0,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2017-06-18,46.12,46.12,46.12,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2017-06-25,45.85,45.85,45.85,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2017-07-02,45.55,45.55,45.55,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2017-07-09,46.99,46.99,46.99,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2017-07-16,47.63,47.63,47.63,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2017-07-23,47.62,47.62,47.62,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2017-07-30,47.84,47.84,47.84,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2017-08-06,46.8,46.8,46.8,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2017-08-13,47.23,47.23,47.23,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2017-08-20,48.52,48.52,48.52,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2017-08-27,49.39,49.39,49.39,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2017-09-03,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2017-09-10,50.66,50.66,50.66,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2017-09-17,50.5,50.5,50.5,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2017-09-24,48.9,48.9,48.9,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.76,48.76,48.76,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2017-10-01,49.59,49.59,49.59,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2017-10-08,50.59,50.59,50.59,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2017-10-15,49.66,49.66,49.66,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2017-10-22,49.1,49.1,49.1,0.0,0.0,49.47,49.47,49.47,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2017-10-29,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2017-11-05,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2017-11-12,49.18,49.18,49.18,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2017-11-19,49.81,49.81,49.81,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2017-11-26,49.33,49.33,49.33,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2017-12-03,48.75,48.75,48.75,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2017-12-10,49.49,49.49,49.49,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2017-12-17,50.89,50.89,50.89,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2017-12-24,52.3,52.3,52.3,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2017-12-31,53.52,53.52,53.52,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.85,53.85,53.85,0.0,0.0
