Date,AEM_stock_Open_average,AEM_stock_Open_max,AEM_stock_Open_min,AEM_stock_Open_volatility,AEM_stock_Open_change,AEM_stock_High_average,AEM_stock_High_max,AEM_stock_High_min,AEM_stock_High_volatility,AEM_stock_High_change,AEM_stock_Low_average,AEM_stock_Low_max,AEM_stock_Low_min,AEM_stock_Low_volatility,AEM_stock_Low_change,AEM_stock_Close_average,AEM_stock_Close_max,AEM_stock_Close_min,AEM_stock_Close_volatility,AEM_stock_Close_change,AEM_stock_Volume_average,AEM_stock_Volume_max,AEM_stock_Volume_min,AEM_stock_Volume_volatility,AEM_stock_Volume_change
2016-01-03,27.998,29.09,26.98,2.1099999999999994,2.09,28.872,30.29,27.48,2.8099999999999987,2.59,27.808,29.04,26.53,2.509999999999998,2.509999999999998,28.512,29.99,26.94,3.049999999999997,2.6199999999999974,2775895,3579049,2043081,1535968,968262
2016-01-10,28.762,29.62,28.06,1.5600000000000023,-0.6900000000000013,29.202,30.0,28.64,1.3599999999999994,-0.9499999999999993,27.762,28.19,27.26,0.9299999999999997,-0.4299999999999997,28.396,28.98,27.87,1.1099999999999994,-0.5799999999999983,3433717,4300338,2351460,1948878,1349508
2016-01-17,27.2,28.09,26.61,1.4800000000000004,-1.2199999999999989,27.61,28.16,27.33,0.8300000000000018,-0.620000000000001,26.23,26.39,26.09,0.3000000000000007,-0.019999999999999574,27.0425,27.28,26.78,0.5,0.5,3054745,3927851,2516638,1411213,-1411213
2016-01-24,28.474,28.89,27.81,1.0800000000000018,1.0800000000000018,29.15,29.77,28.18,1.5899999999999999,1.5899999999999999,28.102,28.58,27.45,1.129999999999999,1.129999999999999,28.802,29.44,27.9,1.5400000000000027,1.5400000000000027,2727540,3009113,2460427,548686,246502
2016-01-31,30.688,32.28,29.57,2.710000000000001,1.9100000000000001,31.774,33.57,29.93,3.6400000000000006,3.1099999999999994,30.426,32.26,28.95,3.3099999999999987,1.9800000000000004,31.494,33.51,29.76,3.7499999999999964,3.4399999999999977,3626418,5251711,2298318,2953393,1442214
2016-02-07,34.308,35.31,32.64,2.6700000000000017,0.75,35.296,36.53,33.71,2.8200000000000003,0.37999999999999545,33.466,34.81,31.84,2.9700000000000024,0.14999999999999858,34.257999999999996,35.64,33.11,2.530000000000001,1.730000000000004,4717374,6682675,3168390,3514285,-1968644
2016-02-14,34.2775,34.95,33.68,1.2700000000000031,0.6600000000000037,35.0425,35.55,34.48,1.0700000000000003,0.6499999999999986,33.739999999999995,34.51,33.33,1.1799999999999997,0.8599999999999994,34.4275,35.06,33.9,1.1600000000000037,0.5100000000000051,2996038,3906163,2291877,1614286,-1614286
2016-02-21,34.916,36.04,33.94,2.1000000000000014,0.6700000000000017,35.836,37.24,35.0,2.240000000000002,0.5200000000000031,34.508,34.86,33.87,0.990000000000002,0.47000000000000597,35.058,35.63,34.55,1.0800000000000054,-0.10000000000000142,2803493,4023386,2113156,1910230,-133672
2016-02-28,34.472,35.34,33.54,1.8000000000000043,-0.20000000000000284,35.2,36.22,34.11,2.1099999999999994,0.8100000000000023,33.758,34.58,33.02,1.5599999999999952,-0.5399999999999991,34.238,35.2,33.45,1.75,-0.9000000000000057,3203723,4355542,2693207,1662335,1604813
2016-03-06,34.942,36.3,33.44,2.8599999999999994,1.4799999999999969,35.824,36.79,34.56,2.229999999999997,1.1899999999999977,34.258,35.52,32.87,2.6500000000000057,0.8800000000000026,35.141999999999996,36.41,34.12,2.289999999999999,0.5,3193036,4296712,2586315,1710397,-601120
