Date,Hartford US Equity_etf_Open_average,Hartford US Equity_etf_Open_max,Hartford US Equity_etf_Open_min,Hartford US Equity_etf_Open_volatility,Hartford US Equity_etf_Open_change,Hartford US Equity_etf_High_average,Hartford US Equity_etf_High_max,Hartford US Equity_etf_High_min,Hartford US Equity_etf_High_volatility,Hartford US Equity_etf_High_change,Hartford US Equity_etf_Low_average,Hartford US Equity_etf_Low_max,Hartford US Equity_etf_Low_min,Hartford US Equity_etf_Low_volatility,Hartford US Equity_etf_Low_change,Hartford US Equity_etf_Close_average,Hartford US Equity_etf_Close_max,Hartford US Equity_etf_Close_min,Hartford US Equity_etf_Close_volatility,Hartford US Equity_etf_Close_change
2016-08-14,24.49,24.49,24.49,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2016-08-21,24.53,24.53,24.53,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2016-08-28,24.5,24.5,24.5,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2016-09-04,24.64,24.64,24.64,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2016-09-11,24.14,24.14,24.14,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2016-09-18,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2016-09-25,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2016-10-02,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2016-10-09,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2016-10-16,24.08,24.08,24.08,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2016-10-23,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2016-10-30,23.28,23.28,23.28,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2016-11-06,25.02,25.02,25.02,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2016-11-13,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2016-11-20,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2016-11-27,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2016-12-04,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2016-12-11,26.16,26.16,26.16,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2016-12-18,26.17,26.17,26.17,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2016-12-25,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2017-01-01,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2017-01-08,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2017-01-15,26.08,26.08,26.08,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2017-01-22,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2017-01-29,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-02-05,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2017-02-12,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2017-02-19,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2017-02-26,27.28,27.28,27.28,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2017-03-05,27.07,27.07,27.07,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2017-03-12,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2017-03-19,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-03-26,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2017-04-02,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2017-04-09,26.57,26.57,26.57,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2017-04-16,26.63,26.63,26.63,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2017-04-23,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2017-04-30,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2017-05-07,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2017-05-14,27.04,27.04,27.04,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2017-05-21,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2017-05-28,27.59,27.59,27.59,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2017-06-04,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2017-06-11,27.48,27.48,27.48,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2017-06-18,27.45,27.45,27.45,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2017-06-25,27.6,27.6,27.6,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2017-07-02,27.66,27.66,27.66,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2017-07-09,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2017-07-16,27.99,27.99,27.99,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2017-07-23,27.89,27.89,27.89,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2017-07-30,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2017-08-06,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2017-08-13,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2017-08-20,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2017-08-27,27.95,27.95,27.95,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2017-09-03,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2017-09-10,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2017-09-17,28.46,28.46,28.46,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2017-09-24,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2017-10-01,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2017-10-08,29.19,29.19,29.19,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2017-10-15,29.46,29.46,29.46,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2017-10-22,29.51,29.51,29.51,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2017-10-29,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2017-11-05,29.55,29.55,29.55,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2017-11-12,29.82,29.82,29.82,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2017-11-19,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2017-11-26,30.86,30.86,30.86,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2017-12-03,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2017-12-10,31.06,31.06,31.06,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2017-12-17,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2017-12-24,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2017-12-31,31.73,31.73,31.73,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.82,31.82,31.82,0.0,0.0
