Date,CHCI_stock_Open_average,CHCI_stock_Open_max,CHCI_stock_Open_min,CHCI_stock_Open_volatility,CHCI_stock_Open_change,CHCI_stock_High_average,CHCI_stock_High_max,CHCI_stock_High_min,CHCI_stock_High_volatility,CHCI_stock_High_change,CHCI_stock_Low_average,CHCI_stock_Low_max,CHCI_stock_Low_min,CHCI_stock_Low_volatility,CHCI_stock_Low_change,CHCI_stock_Close_average,CHCI_stock_Close_max,CHCI_stock_Close_min,CHCI_stock_Close_volatility,CHCI_stock_Close_change,CHCI_stock_Volume_average,CHCI_stock_Volume_max,CHCI_stock_Volume_min,CHCI_stock_Volume_volatility,CHCI_stock_Volume_change
2016-01-03,1.63,1.8,1.49,0.31000000000000005,0.1100000000000001,1.924,2.48,1.63,0.8500000000000001,0.3600000000000001,1.492,1.62,1.4,0.2200000000000002,0.17000000000000015,1.7206,1.973,1.5,0.4730000000000001,0.41999999999999993,41524,127058,7936,119122,22145
2016-01-10,1.762,1.84,1.69,0.15000000000000013,0.06000000000000005,1.8888,1.98,1.85,0.1299999999999999,0.10999999999999988,1.648,1.81,1.5,0.31000000000000005,-0.1399999999999999,1.7438,1.84,1.61,0.22999999999999998,-0.22999999999999998,21610,37852,5741,32111,13574
2016-01-17,1.7275,1.8,1.66,0.14000000000000012,-0.14000000000000012,1.8445,1.88,1.75,0.1299999999999999,-0.009999999999999787,1.59,1.63,1.54,0.08999999999999986,0.019999999999999796,1.6285,1.6669999999999998,1.5530000000000002,0.11399999999999966,0.016999999999999904,11876,18480,5427,13053,-13053
2016-01-24,1.686,1.85,1.59,0.26,0.0,1.8256000000000001,1.858,1.78,0.07800000000000007,-0.07800000000000007,1.6002,1.68,1.57,0.10999999999999988,0.010000000000000009,1.7536,1.82,1.6540000000000001,0.16599999999999993,-0.03400000000000003,6969,12021,333,11688,-7716
2016-01-31,1.7402,1.79,1.661,0.129,-0.050000000000000044,1.768,1.79,1.75,0.040000000000000036,-0.030000000000000027,1.6418,1.74,1.57,0.16999999999999993,-0.16999999999999993,1.73,1.76,1.7,0.06000000000000005,0.0,2751,5614,846,4768,-1624
2016-02-07,1.7368,1.8,1.63,0.17000000000000015,0.016000000000000014,1.8364,1.89,1.7819999999999998,0.1080000000000001,0.048000000000000265,1.72,1.76,1.63,0.13000000000000012,0.06000000000000005,1.748,1.78,1.7,0.08000000000000007,0.08000000000000007,2327,6326,74,6252,-2839
2016-02-14,1.79875,1.88,1.76,0.11999999999999988,-0.03499999999999992,1.8699999999999999,1.91,1.8,0.10999999999999988,0.10999999999999988,1.69,1.79,1.61,0.17999999999999994,-0.10000000000000009,1.7625,1.82,1.7,0.1200000000000001,-0.10000000000000009,2766,3746,1702,2044,601
2016-02-21,1.768,1.91,1.7,0.20999999999999996,-0.16999999999999993,1.7812,1.91,1.7,0.20999999999999996,-0.16999999999999993,1.672,1.73,1.6,0.1299999999999999,-0.06000000000000005,1.6942,1.74,1.64,0.10000000000000009,-0.019000000000000128,5014,11186,1484,9702,-3944
2016-02-28,1.7258,1.75,1.7,0.050000000000000044,0.040000000000000036,1.736,1.75,1.71,0.040000000000000036,0.010000000000000009,1.7038,1.73,1.66,0.07000000000000006,0.0,1.72,1.75,1.66,0.09000000000000008,0.0,4186,12989,418,12571,12571
2016-03-06,1.714,1.73,1.7,0.030000000000000027,-0.010000000000000009,1.7258,1.75,1.71,0.040000000000000036,-0.029000000000000137,1.708,1.73,1.7,0.030000000000000027,0.0,1.716,1.75,1.7,0.050000000000000044,0.0,2529,6206,243,5963,-5463
2016-03-13,1.743,1.804,1.7,0.10400000000000009,0.0970000000000002,1.7636,1.848,1.702,0.14600000000000013,0.14600000000000013,1.7024,1.71,1.7,0.010000000000000009,-0.0020000000000000018,1.7124,1.74,1.7,0.040000000000000036,-0.0020000000000000018,828,1672,4,1668,1668
2016-03-20,1.8185,1.89,1.7,0.18999999999999995,0.17000000000000015,1.8185,1.89,1.7,0.18999999999999995,0.17000000000000015,1.756,1.814,1.7,0.1140000000000001,0.10000000000000009,1.7755,1.814,1.7,0.1140000000000001,0.10000000000000009,1098,2562,0,2562,2562
2016-03-27,1.7794,1.85,1.71,0.14000000000000012,-0.040000000000000036,1.814,1.88,1.71,0.16999999999999993,-0.06999999999999984,1.7202,1.7790000000000001,1.7,0.07900000000000018,0.0,1.76,1.85,1.7,0.15000000000000013,0.050000000000000044,2637,6145,43,6102,4804
2016-04-03,1.847,1.92,1.734,0.18599999999999994,-0.07999999999999985,1.8654,1.92,1.8,0.11999999999999988,-0.07999999999999985,1.7708,1.85,1.71,0.14000000000000012,0.09000000000000008,1.8266,1.9069999999999998,1.71,0.19699999999999984,0.09000000000000008,1756,4150,319,3831,-1096
2016-04-10,1.7316,1.7819999999999998,1.712,0.06999999999999984,0.006000000000000005,1.7808,1.89,1.712,0.17799999999999994,-0.08000000000000007,1.7184,1.73,1.71,0.020000000000000018,0.010000000000000009,1.7464,1.79,1.712,0.07800000000000007,-0.07000000000000006,1923,4197,242,3955,-3527
