Date,CINF_stock_Open_average,CINF_stock_Open_max,CINF_stock_Open_min,CINF_stock_Open_volatility,CINF_stock_Open_change,CINF_stock_High_average,CINF_stock_High_max,CINF_stock_High_min,CINF_stock_High_volatility,CINF_stock_High_change,CINF_stock_Low_average,CINF_stock_Low_max,CINF_stock_Low_min,CINF_stock_Low_volatility,CINF_stock_Low_change,CINF_stock_Close_average,CINF_stock_Close_max,CINF_stock_Close_min,CINF_stock_Close_volatility,CINF_stock_Close_change,CINF_stock_Volume_average,CINF_stock_Volume_max,CINF_stock_Volume_min,CINF_stock_Volume_volatility,CINF_stock_Volume_change
2016-01-03,57.068,58.11,56.28,1.8299999999999983,-1.759999999999998,57.338,58.2,56.58,1.6200000000000045,-1.5600000000000023,56.392,57.29,55.42,1.8699999999999974,-1.519999999999996,56.772,57.88,55.53,2.3500000000000014,-2.009999999999998,747814,978268,506491,471777,153156
2016-01-10,55.856,56.6,55.14,1.4600000000000009,-0.8299999999999983,56.386,56.75,55.54,1.2100000000000009,-1.0200000000000031,55.172000000000004,55.59,54.56,1.0300000000000011,-0.7199999999999989,55.742,56.27,55.12,1.1500000000000057,-0.7700000000000031,651601,907926,442794,465132,465132
2016-01-17,54.9825,55.97,54.63,1.3399999999999963,-1.2999999999999972,55.2925,55.97,54.97,1.0,-0.8500000000000014,54.1925,54.9,53.64,1.259999999999998,-0.5599999999999952,54.6975,55.24,54.11,1.1300000000000026,-0.2600000000000051,631670,672817,548029,124788,-85315
2016-01-24,55.076,56.0,54.32,1.6799999999999997,1.1000000000000014,55.892,57.68,55.02,2.6599999999999966,2.6599999999999966,54.78,55.87,54.11,1.759999999999998,1.759999999999998,55.448,57.63,54.16,3.470000000000006,3.470000000000006,828069,1632512,538498,1094014,921715
2016-01-31,57.854,59.24,57.28,1.9600000000000009,1.5800000000000054,58.63,60.32,57.51,2.8100000000000023,2.229999999999997,57.146,59.19,55.89,3.299999999999997,2.059999999999995,58.18,60.25,56.85,3.3999999999999986,2.450000000000003,863004,1094576,651484,443092,237732
2016-02-07,60.636,61.52,59.76,1.7600000000000051,1.5399999999999991,61.406,61.93,60.86,1.0700000000000003,0.8399999999999963,60.300000000000004,61.06,59.52,1.5399999999999991,1.4200000000000017,61.15,61.77,60.51,1.2600000000000051,0.8400000000000034,1002538,1325209,654211,670998,355581
2016-02-14,62.45,62.52,62.38,0.14000000000000057,-0.03999999999999915,62.61,62.75,62.49,0.259999999999998,0.259999999999998,61.92,62.13,61.41,0.720000000000006,0.720000000000006,62.4025,62.57,62.11,0.46000000000000085,0.46000000000000085,807297,978449,651627,326822,-61065
2016-02-21,63.22666666666667,64.14,62.43,1.7100000000000009,0.36999999999999744,63.54666666666667,64.22,63.06,1.1599999999999966,0.060000000000002274,62.89333333333333,63.54,61.96,1.5799999999999983,0.6999999999999957,63.266666666666666,63.75,62.74,1.009999999999998,0.46000000000000085,833281,1061535,581341,480194,-109639
2016-02-28,63.96,64.38,63.61,0.769999999999996,0.7299999999999969,64.22399999999999,64.58,63.65,0.9299999999999997,0.9299999999999997,63.528,63.95,62.8,1.1500000000000057,1.1500000000000057,64.098,64.52,63.14,1.3799999999999955,1.3799999999999955,900773,1122688,566072,556616,-515396
2016-03-06,64.282,64.62,64.0,0.6200000000000045,0.4000000000000057,64.712,65.9,64.32,1.5800000000000125,1.3100000000000023,63.802,64.17,63.57,0.6000000000000014,0.28000000000000114,64.446,65.9,63.99,1.9100000000000037,1.7000000000000028,889941,1667580,490678,1176902,295087
